customerID,SeniorCitizen,Partner,tenure,PhoneService,MultipleLines,InternetService,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,MonthlyCharges,Churn,TechInsurance,ServiceSatisfactionScore,MonthlyBonusUsage,FamilyPlanSize
7760-OYPDY,0,No,2,1,No,Fiber optic,No,Yes,No,Month-to-month,Yes,80.65,1,1,4,80,3
7639-LIAYI,0,No,52,1,Yes,DSL,Yes,Yes,Yes,Two year,Yes,79.75,0,1,3,73,1
2954-PIBKO,0,Yes,69,1,Yes,DSL,Yes,No,No,Two year,Yes,64.15,0,1,2,10,3
8012-SOUDQ,1,No,43,1,Yes,Fiber optic,No,Yes,No,Month-to-month,Yes,90.25,0,1,3,30,2
9420-LOJKX,0,No,15,1,No,Fiber optic,No,Yes,Yes,Month-to-month,Yes,99.1,1,1,3,12,2
6575-SUVOI,1,Yes,25,1,Yes,DSL,Yes,Yes,No,Month-to-month,Yes,69.5,0,0,3,94,2
7495-OOKFY,1,Yes,8,1,Yes,Fiber optic,No,No,No,Month-to-month,Yes,80.65,1,1,3,78,2
4667-QONEA,1,Yes,60,1,No,DSL,Yes,No,Yes,One year,Yes,74.85,0,0,4,50,6
1658-BYGOY,1,No,18,1,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Yes,95.45,1,1,3,44,1
8769-KKTPH,0,Yes,63,1,Yes,Fiber optic,No,Yes,Yes,One year,Yes,99.65,0,1,3,95,1
5067-XJQFU,1,Yes,66,1,Yes,Fiber optic,Yes,Yes,Yes,One year,Yes,108.45,0,1,3,49,5
3957-SQXML,0,Yes,34,1,Yes,No,No internet service,No internet service,No internet service,Two year,No,24.95,0,1,3,16,3
5954-BDFSG,0,No,72,1,Yes,Fiber optic,Yes,Yes,Yes,Two year,Yes,107.5,0,1,3,34,5
0434-CSFON,0,Yes,47,1,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Yes,100.5,0,0,3,0,2
1215-FIGMP,0,No,60,1,Yes,Fiber optic,No,Yes,No,Month-to-month,Yes,89.9,0,0,3,28,2
0526-SXDJP,0,Yes,72,0,No phone service,DSL,No,No,No,Two year,No,42.1,0,0,2,50,1
0557-ASKVU,0,Yes,18,1,No,DSL,Yes,No,No,One year,Yes,54.4,0,1,2,63,2
5698-BQJOH,0,No,9,1,Yes,Fiber optic,No,Yes,Yes,Month-to-month,No,94.4,1,0,3,4,2
5122-CYFXA,0,No,3,1,No,DSL,Yes,Yes,Yes,Month-to-month,Yes,75.3,0,0,4,86,2
8627-ZYGSZ,0,Yes,47,1,Yes,Fiber optic,No,No,No,One year,Yes,78.9,0,1,3,27,3
3410-YOQBQ,0,No,31,1,No,DSL,Yes,Yes,Yes,Two year,No,79.2,0,0,4,15,2
3170-NMYVV,0,Yes,50,1,No,No,No internet service,No internet service,No internet service,Two year,No,20.15,0,1,3,62,0
7410-OIEDU,0,No,10,1,No,Fiber optic,No,No,No,Month-to-month,Yes,79.85,0,1,3,75,1
2273-QCKXA,0,No,1,1,No,DSL,Yes,No,No,Month-to-month,No,49.05,0,1,3,52,2
0731-EBJQB,0,Yes,52,1,No,No,No internet service,No internet service,No internet service,One year,Yes,20.4,0,1,4,84,7
1891-QRQSA,1,Yes,64,1,Yes,Fiber optic,Yes,Yes,Yes,Two year,Yes,111.6,0,0,3,16,1
8028-PNXHQ,0,Yes,62,1,Yes,No,No internet service,No internet service,No internet service,Two year,Yes,24.25,0,1,4,39,3
5630-AHZIL,0,No,3,1,No,DSL,Yes,No,Yes,Month-to-month,Yes,64.5,0,0,2,12,2
2673-CXQEU,1,No,56,1,Yes,Fiber optic,No,Yes,Yes,One year,No,110.5,0,0,3,51,1
6416-JNVRK,0,No,46,1,No,DSL,No,No,Yes,One year,No,55.65,0,1,3,57,3
5590-ZSKRV,0,Yes,8,1,No,DSL,No,No,No,Month-to-month,No,54.65,0,1,3,95,3
0191-ZHSKZ,1,No,30,1,No,DSL,No,Yes,Yes,Month-to-month,Yes,74.75,0,0,3,36,3
3887-PBQAO,0,Yes,45,1,Yes,No,No internet service,No internet service,No internet service,One year,Yes,25.9,0,1,2,78,1
5919-TMRGD,0,No,1,1,No,Fiber optic,No,Yes,No,Month-to-month,Yes,79.35,1,1,3,76,4
8108-UXRQN,0,Yes,11,0,No phone service,DSL,No,Yes,Yes,Month-to-month,No,50.55,0,0,3,60,4
9191-MYQKX,0,Yes,7,1,No,Fiber optic,No,No,No,Month-to-month,Yes,75.15,1,1,4,79,2
9919-YLNNG,0,No,42,1,No,Fiber optic,Yes,Yes,Yes,Month-to-month,Yes,103.8,0,0,3,33,1
0318-ZOPWS,0,Yes,49,1,No,No,No internet service,No internet service,No internet service,Two year,Yes,20.15,0,1,3,69,3
4445-ZJNMU,0,No,9,1,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Yes,99.3,0,1,3,16,1
4808-YNLEU,0,Yes,35,1,No,DSL,No,Yes,No,One year,Yes,62.15,0,1,3,19,1
1862-QRWPE,0,Yes,48,1,No,No,No internet service,No internet service,No internet service,Two year,No,20.65,0,0,3,72,2
2796-NNUFI,0,Yes,46,1,No,No,No internet service,No internet service,No internet service,Two year,Yes,19.95,0,1,3,58,2
3016-KSVCP,0,Yes,29,0,No phone service,DSL,No,Yes,No,Month-to-month,No,33.75,0,1,3,68,2
4767-HZZHQ,0,Yes,30,1,No,Fiber optic,No,No,No,Month-to-month,No,82.05,0,0,3,86,1
2424-WVHPL,1,No,1,1,No,Fiber optic,Yes,No,No,Month-to-month,No,74.7,0,0,3,32,1
7233-PAHHL,0,Yes,66,1,Yes,DSL,Yes,Yes,Yes,Two year,Yes,84.0,0,1,3,77,1
6067-NGCEU,0,No,65,1,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Yes,111.05,0,0,3,16,5
9848-JQJTX,0,No,72,1,Yes,Fiber optic,No,Yes,Yes,Two year,Yes,100.9,0,1,3,56,3
8637-XJIVR,0,No,12,1,Yes,Fiber optic,No,No,No,Month-to-month,Yes,78.95,1,0,2,83,2
9803-FTJCG,0,Yes,71,1,Yes,DSL,Yes,No,No,One year,Yes,66.85,0,0,3,96,2
0278-YXOOG,0,No,5,1,No,No,No internet service,No internet service,No internet service,Month-to-month,No,21.05,1,0,3,1,1
3212-KXOCR,0,No,52,1,No,No,No internet service,No internet service,No internet service,Two year,No,21.0,0,0,3,12,0
4598-XLKNJ,1,Yes,25,1,No,Fiber optic,No,Yes,Yes,Month-to-month,Yes,98.5,1,0,3,27,4
6380-ARCEH,0,No,1,1,No,No,No internet service,No internet service,No internet service,Month-to-month,No,20.2,0,0,2,69,1
3679-XASPY,0,Yes,1,1,No,No,No internet service,No internet service,No internet service,Month-to-month,No,19.45,0,1,3,58,2
7123-WQUHX,0,No,38,1,Yes,Fiber optic,Yes,Yes,No,One year,No,95.0,0,1,3,5,3
5386-THSLQ,1,Yes,66,0,No phone service,DSL,No,Yes,No,One year,No,45.55,0,0,3,96,1
3192-NQECA,0,Yes,68,1,Yes,Fiber optic,Yes,Yes,Yes,Two year,Yes,110.0,1,0,3,94,1
6180-YBIQI,0,No,5,0,No phone service,DSL,No,No,No,Month-to-month,No,24.3,0,0,3,98,0
6728-DKUCO,0,Yes,72,1,Yes,Fiber optic,No,Yes,Yes,One year,Yes,104.15,0,1,4,22,2
9750-BOOHV,0,No,32,0,No phone service,DSL,No,No,No,One year,No,30.15,0,1,3,9,1
8597-CWYHH,0,No,43,1,Yes,Fiber optic,No,Yes,Yes,One year,No,94.35,0,0,3,50,2
2848-YXSMW,0,Yes,72,1,No,No,No internet service,No internet service,No internet service,Two year,No,19.4,0,0,3,18,4
0486-HECZI,0,Yes,55,1,Yes,Fiber optic,No,Yes,No,Month-to-month,Yes,96.75,1,0,2,51,3
4549-ZDQYY,0,No,52,1,No,DSL,Yes,No,No,One year,No,57.95,0,1,3,91,1
5712-AHQNN,0,No,43,1,No,Fiber optic,No,Yes,No,Month-to-month,Yes,91.65,0,0,3,86,3
4846-WHAFZ,1,Yes,37,1,Yes,Fiber optic,No,No,No,Month-to-month,Yes,76.5,1,1,4,68,1
5256-SKJGO,0,Yes,64,0,No phone service,DSL,Yes,Yes,Yes,Two year,Yes,54.6,0,1,3,83,0
3071-VBYPO,0,Yes,3,1,No,Fiber optic,No,Yes,No,Month-to-month,No,89.85,0,1,3,82,3
9560-BBZXK,0,No,36,0,No phone service,DSL,No,No,No,Two year,No,31.05,0,1,3,41,2
5299-RULOA,0,Yes,10,1,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Yes,100.25,1,1,2,91,4
8402-OOOHJ,0,No,41,1,No,No,No internet service,No internet service,No internet service,Two year,No,20.65,0,1,4,56,1
9445-ZUEQE,0,Yes,27,1,Yes,Fiber optic,Yes,No,No,Month-to-month,Yes,85.2,0,0,3,97,3
1091-SOZGA,0,Yes,56,1,Yes,Fiber optic,No,Yes,Yes,One year,Yes,99.8,0,1,3,67,2
2928-HLDBA,0,No,6,1,No,No,No internet service,No internet service,No internet service,Month-to-month,No,20.7,0,1,3,37,0
0404-SWRVG,0,No,3,1,Yes,Fiber optic,No,No,No,Month-to-month,Yes,74.4,1,0,4,62,1
6497-TILVL,0,Yes,7,1,No,DSL,No,No,No,Month-to-month,No,50.7,0,1,2,6,2
7219-TLZHO,0,Yes,4,1,No,No,No internet service,No internet service,No internet service,Month-to-month,No,20.85,0,1,3,70,4
4622-YNKIJ,0,No,33,1,No,Fiber optic,Yes,Yes,No,Two year,Yes,88.95,0,1,4,49,0
4412-YLTKF,1,No,27,1,Yes,Fiber optic,No,No,No,Month-to-month,Yes,78.05,1,1,3,52,0
6734-PSBAW,0,Yes,72,1,Yes,No,No internet service,No internet service,No internet service,Two year,Yes,23.55,0,0,3,25,2
3930-ZGWVE,0,No,1,1,No,No,No internet service,No internet service,No internet service,Month-to-month,No,19.75,0,0,3,25,3
2639-UGMAZ,1,No,71,0,No phone service,DSL,No,Yes,Yes,One year,Yes,56.45,0,0,3,18,2
2876-GZYZC,0,No,13,1,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,85.95,0,1,2,8,1
6207-WIOLX,0,Yes,25,0,No phone service,DSL,No,Yes,Yes,Month-to-month,Yes,58.6,1,0,3,61,3
8587-XYZSF,0,No,67,1,No,DSL,Yes,No,No,Two year,No,50.55,0,1,2,19,1
3091-FYHKI,0,No,1,0,No phone service,DSL,No,No,Yes,Month-to-month,Yes,35.45,1,0,3,50,1
2372-HWUHI,0,No,2,1,No,DSL,No,No,No,Month-to-month,No,44.35,1,1,3,80,5
7799-LGRDP,0,No,43,1,Yes,No,No internet service,No internet service,No internet service,Two year,Yes,25.7,0,0,4,80,1
7850-VWJUU,0,No,23,1,No,Fiber optic,No,No,No,Month-to-month,Yes,75.0,0,0,3,21,1
3774-VBNXY,0,Yes,64,1,No,No,No internet service,No internet service,No internet service,Two year,No,20.2,0,0,3,12,1
6217-KDYWC,0,No,57,1,No,No,No internet service,No internet service,No internet service,Two year,Yes,19.6,0,1,3,11,2
0390-DCFDQ,1,Yes,1,1,No,Fiber optic,No,No,No,Month-to-month,Yes,70.45,1,1,2,10,2
3146-MSEGF,1,Yes,72,1,Yes,DSL,Yes,Yes,Yes,Two year,Yes,88.05,0,1,3,64,2
4080-OGPJL,0,No,8,1,Yes,DSL,Yes,No,Yes,Month-to-month,No,71.15,1,0,4,96,1
1095-WGNGG,0,Yes,61,1,Yes,Fiber optic,No,Yes,Yes,Two year,Yes,101.05,0,1,2,29,1
2636-SJDOU,0,No,64,1,Yes,Fiber optic,No,No,No,One year,Yes,84.3,0,1,3,7,3
1131-QQZEB,1,Yes,71,1,Yes,No,No internet service,No internet service,No internet service,Two year,No,23.95,0,1,3,20,1
5716-EZXZN,0,Yes,65,1,Yes,Fiber optic,Yes,Yes,No,Two year,Yes,99.05,0,1,3,21,0
6837-BJYDQ,0,No,3,1,No,No,No internet service,No internet service,No internet service,One year,No,19.6,0,0,2,17,1
2135-RXIHG,0,No,1,1,No,DSL,No,No,No,Month-to-month,Yes,45.65,1,1,2,66,4
6440-DKQGE,0,No,30,1,No,DSL,No,Yes,No,One year,No,64.5,0,1,3,47,1
3466-BYAVD,0,Yes,15,1,No,DSL,Yes,No,Yes,Month-to-month,Yes,69.5,0,0,3,43,1
3780-YVMFA,0,Yes,8,1,No,DSL,Yes,Yes,Yes,Month-to-month,Yes,68.55,0,1,3,8,0
3874-EQOEP,0,No,7,1,Yes,Fiber optic,No,Yes,Yes,Month-to-month,No,95.0,1,0,3,67,3
1679-JRFBR,0,Yes,70,1,Yes,Fiber optic,No,Yes,Yes,One year,Yes,108.15,0,1,3,53,3
9073-ZZIAY,0,Yes,62,1,No,DSL,Yes,Yes,Yes,Two year,No,86.1,0,1,3,25,2
3077-RSNTJ,0,Yes,6,1,No,No,No internet service,No internet service,No internet service,Month-to-month,No,19.7,0,0,3,84,0
6551-GNYDG,0,Yes,14,1,No,Fiber optic,No,No,Yes,Month-to-month,Yes,80.9,0,0,3,93,0
9167-APMXZ,0,No,22,1,Yes,Fiber optic,No,Yes,No,Month-to-month,Yes,84.15,0,0,4,91,2
2749-CTKAJ,0,Yes,22,1,No,No,No internet service,No internet service,No internet service,One year,No,20.15,0,0,3,99,2
6371-NZYEG,0,Yes,16,1,No,DSL,No,Yes,No,Two year,No,64.25,0,0,2,25,0
7554-NEWDD,0,No,10,1,Yes,No,No internet service,No internet service,No internet service,Two year,No,25.7,0,1,3,33,3
8992-VONJD,0,No,13,1,No,DSL,No,No,No,Month-to-month,Yes,56.0,0,1,3,7,2
0867-MKZVY,0,Yes,20,1,Yes,Fiber optic,No,No,No,Month-to-month,No,82.4,1,1,3,10,1
4482-EWFMI,0,No,2,1,No,Fiber optic,No,No,No,Month-to-month,Yes,69.7,0,0,4,47,2
4648-YPBTM,0,No,53,1,Yes,DSL,Yes,No,Yes,Two year,Yes,73.9,0,1,3,54,2
2907-ILJBN,0,Yes,11,1,No,No,No internet service,No internet service,No internet service,One year,No,20.6,0,1,3,53,3
6345-FZOQH,0,Yes,69,1,No,No,No internet service,No internet service,No internet service,Two year,No,19.9,0,0,3,77,2
3376-BMGFE,0,No,4,1,No,Fiber optic,No,No,No,Month-to-month,Yes,70.9,1,1,3,40,2
5997-OPVFA,0,Yes,72,1,Yes,DSL,Yes,Yes,Yes,Two year,Yes,89.05,0,1,4,14,2
3445-HXXGF,1,Yes,58,0,No phone service,DSL,No,No,Yes,Month-to-month,Yes,45.3,1,0,3,81,2
1159-WFSGR,0,Yes,16,1,No,No,No internet service,No internet service,No internet service,Month-to-month,No,20.4,0,0,3,17,0
7654-YWJUF,0,Yes,43,1,No,Fiber optic,Yes,No,No,One year,Yes,84.25,0,1,3,95,1
1875-QIVME,0,Yes,2,1,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,Yes,104.4,1,1,3,23,3
6727-IOTLZ,0,Yes,14,1,No,DSL,Yes,Yes,Yes,Two year,No,81.95,0,1,3,61,4
0691-JVSYA,0,Yes,53,1,No,Fiber optic,No,Yes,Yes,One year,Yes,94.85,1,0,3,46,1
5918-VUKWP,0,No,32,1,No,No,No internet service,No internet service,No internet service,One year,No,20.55,0,1,3,86,3
1744-JHKYS,0,Yes,34,1,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,24.7,0,0,3,98,4
2656-FMOKZ,1,No,15,1,Yes,Fiber optic,No,No,No,Month-to-month,Yes,74.45,1,0,3,39,2
2070-FNEXE,1,No,7,1,No,Fiber optic,No,No,No,Month-to-month,No,76.45,1,0,4,15,1
5947-SGKCL,0,Yes,15,1,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Yes,105.35,0,0,3,52,1
3712-PKXZA,0,Yes,61,1,No,No,No internet service,No internet service,No internet service,One year,Yes,20.55,0,1,4,87,5
6317-YPKDH,0,No,1,0,No phone service,DSL,No,No,No,Month-to-month,No,29.95,1,0,3,64,2
6582-OIVSP,0,No,1,1,No,DSL,No,No,No,Month-to-month,No,45.3,0,0,3,62,1
9367-WXLCH,0,No,8,1,Yes,Fiber optic,No,No,Yes,Month-to-month,No,84.5,1,0,2,92,0
5524-KHNJP,0,Yes,33,1,No,DSL,No,Yes,Yes,One year,No,74.75,0,1,3,79,1
1918-ZBFQJ,0,No,13,1,No,Fiber optic,No,No,No,Month-to-month,Yes,79.25,1,1,3,16,1
1024-GUALD,0,Yes,1,0,No phone service,DSL,No,No,No,Month-to-month,Yes,24.8,1,0,3,70,2
4827-USJHP,0,No,20,1,No,DSL,No,No,No,Month-to-month,Yes,51.8,0,1,3,65,2
8167-GJLRN,0,No,3,0,No phone service,DSL,Yes,No,No,Month-to-month,No,30.4,0,0,3,12,0
0956-SYCWG,0,No,13,1,No,No,No internet service,No internet service,No internet service,One year,No,19.65,0,0,3,46,0
8017-UVSZU,0,Yes,40,1,Yes,DSL,No,No,No,Month-to-month,No,56.6,0,1,2,8,7
7100-FQPRV,0,Yes,43,1,Yes,DSL,Yes,No,Yes,One year,Yes,71.9,0,1,3,62,0
2472-OVKUP,0,Yes,6,1,No,Fiber optic,No,No,Yes,Month-to-month,Yes,91.0,1,1,3,34,4
2984-RGEYA,0,Yes,69,1,No,No,No internet service,No internet service,No internet service,Two year,No,19.75,0,0,3,80,1
9680-NIAUV,0,Yes,72,1,Yes,Fiber optic,No,Yes,Yes,Two year,No,109.7,0,1,2,90,3
2146-EGVDT,0,Yes,59,1,No,No,No internet service,No internet service,No internet service,Two year,No,19.3,0,1,3,28,1
2604-IJPDU,0,Yes,20,1,No,Fiber optic,Yes,Yes,No,Month-to-month,Yes,96.55,0,1,3,36,3
9178-JHUVJ,0,Yes,24,1,Yes,No,No internet service,No internet service,No internet service,Two year,Yes,24.1,0,1,3,42,1
6168-YBYNP,0,No,59,1,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,Yes,111.35,0,1,3,85,3
7255-SSFBC,0,Yes,72,1,Yes,Fiber optic,Yes,Yes,Yes,Two year,Yes,112.25,0,0,3,63,0
3645-DEYGF,0,No,1,1,No,No,No internet service,No internet service,No internet service,Month-to-month,No,20.75,0,1,2,23,2
9323-HGFWY,0,Yes,27,1,No,Fiber optic,Yes,Yes,Yes,One year,Yes,101.9,0,1,3,70,2
8544-GOQSH,0,No,14,1,No,Fiber optic,Yes,No,No,Month-to-month,Yes,80.05,0,1,3,33,1
3363-DTIVD,0,Yes,71,1,Yes,Fiber optic,No,Yes,Yes,Two year,No,105.55,0,1,4,47,3
7018-WBJNK,0,No,13,1,No,Fiber optic,No,Yes,No,Month-to-month,Yes,78.3,0,1,4,11,2
9142-KZXOP,0,No,44,1,No,Fiber optic,No,No,No,Month-to-month,No,68.85,0,0,2,22,0
7674-YTAFD,0,No,33,1,No,Fiber optic,Yes,No,No,One year,Yes,79.95,0,1,3,78,3
6348-SNFUS,0,Yes,72,0,No phone service,DSL,Yes,No,Yes,Two year,Yes,55.45,0,0,3,96,1
1285-OKIPP,0,No,1,1,No,Fiber optic,No,No,Yes,Month-to-month,No,79.9,1,1,3,13,4
7825-ECJRF,0,No,19,1,No,Fiber optic,Yes,Yes,Yes,Month-to-month,Yes,106.6,1,1,3,87,1
1347-KTTTA,0,Yes,64,1,No,Fiber optic,Yes,Yes,Yes,One year,Yes,102.45,0,0,5,95,1
7841-TZDMQ,0,No,2,1,No,DSL,No,No,No,Month-to-month,Yes,46.0,1,1,3,45,3
4195-NZGTA,0,No,1,0,No phone service,DSL,No,No,No,Month-to-month,No,25.25,0,1,4,98,2
7157-SMCFK,0,No,61,1,No,No,No internet service,No internet service,No internet service,Two year,No,19.75,0,1,3,64,2
4709-LKHYG,0,Yes,29,1,No,No,No internet service,No internet service,No internet service,One year,No,20.0,0,0,3,46,1
2504-DSHIH,1,Yes,23,1,Yes,Fiber optic,No,No,Yes,Month-to-month,No,86.8,0,1,3,57,3
0699-NDKJM,0,Yes,57,0,No phone service,DSL,No,Yes,Yes,Month-to-month,Yes,58.75,0,0,3,4,1
9286-BHDQG,0,Yes,72,0,No phone service,DSL,Yes,No,No,Two year,No,45.25,0,0,3,76,1
0230-WEQUW,0,Yes,66,0,No phone service,DSL,Yes,Yes,No,Two year,Yes,56.6,0,0,3,4,3
2040-LDIWQ,0,Yes,65,1,Yes,DSL,Yes,Yes,Yes,Two year,Yes,84.2,0,0,3,59,4
6496-JDSSB,0,No,8,1,No,Fiber optic,No,Yes,No,Month-to-month,Yes,80.0,0,0,3,95,2
9408-SSNVZ,0,No,4,1,No,Fiber optic,No,No,No,Month-to-month,Yes,70.15,1,1,4,21,1
4443-EMBNA,0,Yes,71,1,Yes,No,No internet service,No internet service,No internet service,Two year,No,24.75,0,0,2,23,1
6469-MRVET,0,Yes,1,1,No,No,No internet service,No internet service,No internet service,One year,Yes,20.2,0,0,3,17,2
0742-MOABM,0,Yes,4,1,No,DSL,Yes,No,No,Month-to-month,No,50.05,1,0,2,21,2
5961-VUSRV,0,No,12,1,No,No,No internet service,No internet service,No internet service,One year,Yes,19.35,0,1,3,53,0
6778-JFCMK,0,No,24,0,No phone service,DSL,No,Yes,Yes,One year,Yes,50.6,0,1,4,9,1
6341-JVQGF,0,Yes,31,1,No,DSL,Yes,Yes,Yes,One year,Yes,81.15,0,1,3,23,1
2232-DMLXU,0,Yes,1,1,No,DSL,No,Yes,No,Month-to-month,No,55.2,1,0,2,85,1
4811-JBUVU,0,No,30,1,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Yes,89.9,0,1,3,88,1
0945-TSONX,0,Yes,47,1,Yes,DSL,Yes,Yes,Yes,Two year,Yes,85.3,0,0,3,59,2
2651-ZCBXV,0,No,54,1,Yes,Fiber optic,Yes,Yes,Yes,Two year,Yes,108.0,0,0,3,56,2
3316-UWXUY,0,No,50,1,No,Fiber optic,Yes,No,Yes,Month-to-month,Yes,93.5,0,0,3,22,1
8937-RDTHP,0,No,1,1,No,Fiber optic,No,No,Yes,Month-to-month,Yes,84.6,1,1,3,22,2
7083-MIOPC,0,No,72,1,No,No,No internet service,No internet service,No internet service,Two year,No,20.25,0,0,3,67,2
