building_id,primary_use,square_feet,year_built,floor_count,air_temperature,cloud_coverage,dew_temperature,precip_depth_1_hr,sea_level_pressure,wind_direction,meter_reading
582,Education,14542,1920.0,4.0,11.7,2.0,10.0,0.0,1018.5,60.0,9.04
653,Education,420885,1930.0,8.0,8.3,2.0,5.0,0.0,1013.1,80.0,729.298
569,Education,86091,1964.0,8.0,15.6,2.0,13.9,0.0,1020.4,280.0,286.0
611,Education,128126,1966.0,7.0,18.3,0.0,11.1,0.0,1011.3,310.0,492.925
641,Education,109588,1994.0,8.0,6.1,2.0,5.0,0.0,1027.4,70.0,351.932
567,Entertainment/public assembly,82670,2016.0,4.0,14.4,2.0,3.9,0.0,1020.3,260.0,129.159
597,Public services,189425,1994.0,4.0,16.7,0.0,12.2,0.0,1011.4,280.0,46.5
634,Education,4000,1910.0,4.0,20.0,2.0,12.8,0.0,1015.5,270.0,0.2175
637,Education,4189,1929.0,3.0,11.7,0.0,8.3,0.0,1016.2,20.0,0.345
655,Education,222434,1964.0,11.0,5.0,2.0,3.9,0.0,1027.4,60.0,137.305
574,Education,56343,1905.0,4.0,8.9,2.0,5.0,0.0,1019.1,340.0,87.7678
590,Education,8516,1920.0,2.0,15.0,2.0,11.1,0.0,1022.6,0.0,0.5
617,Education,182943,1963.0,11.0,21.1,0.0,12.8,0.0,1010.8,230.0,589.0
629,Education,40835,1931.0,6.0,19.4,2.0,3.9,0.0,1014.2,280.0,7.775
618,Education,148032,1924.0,5.0,9.4,0.0,8.3,0.0,1021.0,60.0,144.5
574,Education,56343,1905.0,4.0,16.1,0.0,13.3,0.0,1012.8,240.0,62.4285
636,Education,6564,1909.0,3.0,20.0,2.0,11.1,0.0,1016.8,280.0,0.195
601,Entertainment/public assembly,11910,1903.0,2.0,20.6,0.0,14.4,0.0,1015.6,260.0,8.25
650,Education,75228,1993.0,4.0,18.9,2.0,13.9,0.0,1010.2,290.0,32.25
595,Education,270413,1971.0,14.0,17.2,2.0,9.4,0.0,1020.0,250.0,252.832
592,Education,120694,2012.0,7.0,20.6,2.0,11.1,0.0,1014.9,300.0,374.4
630,Education,93420,1948.0,5.0,20.6,2.0,11.7,0.0,1015.4,260.0,45.0134
608,Entertainment/public assembly,124197,1927.0,3.0,21.1,2.0,12.2,0.0,1009.7,290.0,55.25
644,Entertainment/public assembly,261091,1923.0,3.0,16.1,2.0,13.3,0.0,1019.7,220.0,231.654
616,Education,117814,1959.0,6.0,20.0,0.0,11.7,0.0,1019.1,300.0,27.925
647,Lodging/residential,86959,1942.0,5.0,10.0,0.0,-2.2,0.0,1021.1,0.0,39.352
619,Education,68146,1948.0,6.0,10.0,4.0,7.2,0.0,1024.4,120.0,194.096
593,Education,66203,2015.0,6.0,25.0,0.0,14.4,0.0,1017.3,310.0,77.013
637,Education,4189,1929.0,3.0,22.8,2.0,12.2,0.0,1013.7,290.0,0.125
628,Education,40706,1958.0,3.0,5.6,0.0,3.3,0.0,1021.0,70.0,26.0
594,Education,177281,1964.0,7.0,15.6,0.0,12.2,0.0,1014.2,300.0,415.87
635,Education,7122,1909.0,3.0,8.9,2.0,5.6,0.0,1019.7,0.0,4.575
594,Education,177281,1964.0,7.0,13.3,0.0,-2.2,0.0,1022.6,340.0,369.858
602,Entertainment/public assembly,238065,1933.0,6.0,16.7,2.0,3.3,0.0,1022.3,270.0,260.251
569,Education,86091,1964.0,8.0,14.4,0.0,11.7,0.0,1016.4,0.0,402.25
635,Education,7122,1909.0,3.0,17.2,4.0,8.9,0.0,1017.9,290.0,3.365
580,Education,104016,1960.0,4.0,13.9,2.0,9.4,0.0,1015.9,220.0,114.75
569,Education,86091,1964.0,8.0,21.1,2.0,12.8,0.0,1017.4,280.0,382.0
655,Education,222434,1964.0,11.0,14.4,2.0,12.8,0.0,1018.1,300.0,156.928
571,Education,47954,1980.0,3.0,16.1,4.0,9.4,0.0,1013.7,0.0,41.5
639,Education,14524,1964.0,2.0,16.1,2.0,11.7,0.0,1010.1,280.0,4.0
605,Education,51020,1924.0,5.0,10.0,2.0,-6.7,0.0,1021.7,50.0,12.5625
611,Education,128126,1966.0,7.0,13.9,0.0,11.7,0.0,1010.9,20.0,532.275
611,Education,128126,1966.0,7.0,12.2,0.0,8.3,0.0,1019.7,100.0,508.275
622,Education,123612,1961.0,7.0,21.1,0.0,15.0,0.0,1013.3,300.0,158.675
650,Education,75228,1993.0,4.0,18.3,2.0,13.9,0.0,1015.4,300.0,34.5
616,Education,117814,1959.0,6.0,19.4,4.0,12.8,0.0,1011.5,300.0,28.85
609,Education,141461,1907.0,6.0,17.8,0.0,12.2,0.0,1013.9,180.0,604.311
638,Education,7900,1923.0,4.0,17.2,2.0,13.3,0.0,1015.0,270.0,2.8025
619,Education,68146,1948.0,6.0,16.7,2.0,13.3,0.0,1019.4,260.0,161.264
572,Education,94175,1964.0,9.0,10.6,4.0,7.8,0.0,1015.0,0.0,311.725
639,Education,14524,1964.0,2.0,16.1,2.0,5.6,0.0,1018.3,290.0,4.0003
603,Public services,29063,2004.0,3.0,15.0,0.0,11.7,0.0,1014.1,300.0,64.8
601,Entertainment/public assembly,11910,1903.0,2.0,12.8,2.0,7.2,0.0,1019.1,180.0,8.25
565,Education,15326,1954.0,2.0,15.0,4.0,9.4,0.0,1027.9,300.0,7.25
627,Education,56637,1953.0,5.0,21.7,2.0,14.4,0.0,1010.8,290.0,114.75
603,Public services,29063,2004.0,3.0,13.3,2.0,12.2,0.0,1015.4,330.0,42.1
589,Education,305268,1952.0,8.0,13.9,4.0,11.1,0.0,1013.1,50.0,223.899
627,Education,56637,1953.0,5.0,9.4,2.0,8.3,0.0,1020.5,110.0,96.5
580,Education,104016,1960.0,4.0,15.6,2.0,10.6,0.0,1020.7,330.0,98.75
628,Education,40706,1958.0,3.0,14.4,2.0,11.7,0.0,1012.8,340.0,17.0
647,Lodging/residential,86959,1942.0,5.0,11.1,2.0,10.6,0.0,1021.5,80.0,34.552
607,Education,34825,1999.0,2.0,16.1,2.0,1.1,0.0,1025.2,50.0,18.75
631,Education,23533,1906.0,3.0,13.3,2.0,12.2,0.0,1019.9,110.0,19.49
584,Education,137806,1967.0,8.0,18.9,2.0,13.9,0.0,1012.1,310.0,86.544
620,Education,220703,2011.0,9.0,20.0,4.0,14.4,0.0,1016.6,0.0,1336.5
579,Education,7781,1910.0,4.0,12.8,4.0,9.4,0.0,1027.8,290.0,2.2553
637,Education,4189,1929.0,3.0,18.9,2.0,10.6,0.0,1012.4,270.0,0.14
580,Education,104016,1960.0,4.0,13.9,0.0,8.9,0.0,1019.8,110.0,125.25
594,Education,177281,1964.0,7.0,6.7,2.0,1.7,0.0,1017.8,350.0,486.926
617,Education,182943,1963.0,11.0,21.7,0.0,11.1,0.0,1017.8,260.0,727.9
593,Education,66203,2015.0,6.0,18.9,2.0,12.2,0.0,1014.1,310.0,53.5812
632,Education,41297,1959.0,6.0,16.7,2.0,13.3,0.0,1013.4,10.0,51.0
611,Education,128126,1966.0,7.0,15.0,2.0,7.2,0.0,1018.0,280.0,488.1
638,Education,7900,1923.0,4.0,17.2,2.0,11.1,0.0,1012.3,300.0,2.9125
572,Education,94175,1964.0,9.0,14.4,2.0,12.8,0.0,1014.8,300.0,345.9290000000001
622,Education,123612,1961.0,7.0,18.3,0.0,11.1,0.0,1017.6,310.0,152.3
638,Education,7900,1923.0,4.0,18.3,2.0,12.2,0.0,1019.9,230.0,3.875
633,Parking,98539,1989.0,2.0,16.7,2.0,8.9,0.0,1018.1,290.0,27.525
601,Entertainment/public assembly,11910,1903.0,2.0,11.1,2.0,7.2,0.0,1015.0,260.0,9.25
598,Public services,68701,1930.0,4.0,17.8,2.0,7.2,0.0,1016.5,260.0,53.565
587,Technology/science,53234,1942.0,5.0,15.0,2.0,9.4,0.0,1016.6,310.0,122.5
655,Education,222434,1964.0,11.0,17.2,4.0,13.9,0.0,1016.7,250.0,87.9225
641,Education,109588,1994.0,8.0,16.1,4.0,13.3,0.0,1018.6,290.0,418.257
652,Education,150887,1959.0,9.0,22.8,2.0,15.0,0.0,1019.2,300.0,79.5053
637,Education,4189,1929.0,3.0,16.1,2.0,12.8,0.0,1019.6,260.0,0.1325
629,Education,40835,1931.0,6.0,14.4,2.0,10.6,0.0,1015.1,250.0,33.775
640,Entertainment/public assembly,36180,1966.0,9.0,13.9,0.0,12.2,0.0,1014.9,340.0,384.75
592,Education,120694,2012.0,7.0,15.0,0.0,12.2,0.0,1011.5,0.0,362.88
617,Education,182943,1963.0,11.0,11.1,2.0,10.6,0.0,1021.5,80.0,712.75
615,Education,153700,1990.0,7.0,16.1,4.0,9.4,0.0,1013.7,0.0,898.698
601,Entertainment/public assembly,11910,1903.0,2.0,8.3,0.0,3.3,0.0,1017.3,150.0,28.25
628,Education,40706,1958.0,3.0,15.0,2.0,10.6,0.0,1013.2,270.0,18.0
623,Education,49388,1931.0,6.0,11.7,0.0,2.2,0.0,1021.1,300.0,27.5
615,Education,153700,1990.0,7.0,2.8,0.0,1.1,0.0,1016.7,60.0,720.148
574,Education,56343,1905.0,4.0,13.3,0.0,3.9,0.0,1023.2,80.0,19.5644
623,Education,49388,1931.0,6.0,22.8,2.0,13.3,0.0,1011.7,300.0,14.0
643,Education,110919,1941.0,6.0,6.1,0.0,0.6,0.0,1026.5,0.0,67.5458
625,Education,55516,1978.0,5.0,14.4,4.0,11.7,0.0,1016.7,280.0,86.8948
595,Education,270413,1971.0,14.0,14.4,2.0,11.1,0.0,1017.4,50.0,378.74300000000005
608,Entertainment/public assembly,124197,1927.0,3.0,12.2,0.0,7.2,0.0,1027.3,320.0,52.0
574,Education,56343,1905.0,4.0,20.6,2.0,13.3,0.0,1013.3,290.0,15.3148
592,Education,120694,2012.0,7.0,22.2,2.0,13.9,0.0,1012.9,290.0,368.64
606,Utility,23432,1999.0,2.0,12.2,2.0,-4.4,0.0,1026.9,50.0,49.61
626,Public services,130581,1970.0,5.0,2.8,0.0,0.6,0.0,1026.1,0.0,123.0
620,Education,220703,2011.0,9.0,18.9,2.0,6.7,0.0,1017.9,270.0,1194.6
599,Education,25996,1954.0,4.0,35.0,0.0,7.8,0.0,1013.8,300.0,73.5
648,Education,154706,2009.0,11.0,13.9,4.0,10.0,0.0,1017.7,240.0,853.75
598,Public services,68701,1930.0,4.0,10.6,2.0,8.9,0.0,1020.4,0.0,40.495
629,Education,40835,1931.0,6.0,19.4,0.0,15.6,0.0,1012.7,0.0,22.0
648,Education,154706,2009.0,11.0,12.2,2.0,11.7,0.0,1017.0,20.0,1105.5
565,Education,15326,1954.0,2.0,27.2,0.0,14.4,0.0,1017.6,280.0,9.461
598,Public services,68701,1930.0,4.0,23.3,2.0,13.3,0.0,1014.5,300.0,40.7125
584,Education,137806,1967.0,8.0,2.2,0.0,0.6,0.0,1017.0,80.0,81.248
632,Education,41297,1959.0,6.0,10.6,2.0,-0.6,0.0,1011.3,310.0,46.25
598,Public services,68701,1930.0,4.0,19.4,2.0,11.7,0.0,1015.0,270.0,42.91
647,Lodging/residential,86959,1942.0,5.0,7.2,0.0,5.0,0.0,1021.6,50.0,43.096
589,Education,305268,1952.0,8.0,12.8,2.0,10.0,0.0,1017.0,10.0,167.51
608,Entertainment/public assembly,124197,1927.0,3.0,12.2,4.0,6.1,0.0,1013.7,320.0,70.75
614,Lodging/residential,185200,1930.0,8.0,21.7,0.0,12.8,0.0,1010.3,300.0,166.75
636,Education,6564,1909.0,3.0,5.6,0.0,2.8,0.0,1015.8,100.0,0.0925
633,Parking,98539,1989.0,2.0,13.9,2.0,8.9,0.0,1020.1,270.0,27.805
591,Entertainment/public assembly,59326,1932.0,1.0,17.2,0.0,13.3,0.0,1019.7,320.0,12.7474
652,Education,150887,1959.0,9.0,15.6,0.0,10.6,0.0,1012.9,350.0,63.7178
601,Entertainment/public assembly,11910,1903.0,2.0,16.1,4.0,2.2,0.0,1013.1,290.0,8.5
569,Education,86091,1964.0,8.0,12.8,4.0,10.6,0.0,1022.5,300.0,277.75
581,Lodging/residential,23012,1930.0,3.0,26.7,2.0,13.3,0.0,1010.6,310.0,16.725
580,Education,104016,1960.0,4.0,11.1,0.0,8.3,0.0,1026.9,0.0,48.25
565,Education,15326,1954.0,2.0,10.6,4.0,7.2,0.0,1027.4,80.0,17.0
588,Education,21866,1911.0,4.0,17.8,2.0,13.3,0.0,1017.0,270.0,24.925
632,Education,41297,1959.0,6.0,15.6,2.0,10.0,0.0,1025.0,190.0,56.0
593,Education,66203,2015.0,6.0,15.6,2.0,11.1,0.0,1013.8,270.0,117.167
598,Public services,68701,1930.0,4.0,16.1,2.0,12.8,0.0,1018.7,290.0,41.5725
634,Education,4000,1910.0,4.0,16.7,2.0,3.3,0.0,1022.9,300.0,0.3375
570,Education,193202,1964.0,10.0,7.2,0.0,-0.6,0.0,1027.1,0.0,119.232
645,Education,304333,2006.0,12.0,16.1,2.0,13.9,0.0,1017.2,0.0,1519.45
636,Education,6564,1909.0,3.0,10.0,0.0,5.0,0.0,1019.1,0.0,0.1675
643,Education,110919,1941.0,6.0,20.0,2.0,12.2,-1.0,1012.5,300.0,82.2055
578,Lodging/residential,71994,2004.0,4.0,21.7,0.0,11.7,0.0,1015.5,290.0,56.4728
598,Public services,68701,1930.0,4.0,13.3,2.0,-1.7,0.0,1023.7,310.0,58.785
638,Education,7900,1923.0,4.0,22.2,2.0,12.2,0.0,1012.7,300.0,2.7025
655,Education,222434,1964.0,11.0,19.4,2.0,11.7,0.0,1016.1,290.0,115.987
565,Education,15326,1954.0,2.0,14.4,4.0,10.0,0.0,1021.2,210.0,14.25
569,Education,86091,1964.0,8.0,15.6,4.0,11.1,0.0,1017.6,270.0,420.0
627,Education,56637,1953.0,5.0,11.7,0.0,7.8,0.0,1027.8,320.0,95.25
644,Entertainment/public assembly,261091,1923.0,3.0,12.8,4.0,6.1,0.0,1019.7,140.0,487.393
599,Education,25996,1954.0,4.0,15.0,2.0,12.2,0.0,1016.0,300.0,169.75
567,Entertainment/public assembly,82670,2016.0,4.0,17.2,2.0,3.9,0.0,1016.9,40.0,119.643
565,Education,15326,1954.0,2.0,13.3,2.0,10.0,0.0,1012.3,360.0,6.75
574,Education,56343,1905.0,4.0,15.0,2.0,11.1,0.0,1018.5,290.0,47.0325
646,Education,58733,1923.0,6.0,9.4,0.0,6.7,0.0,1026.2,50.0,48.25
621,Parking,387,1955.0,1.0,12.8,2.0,3.3,0.0,1013.6,30.0,14.9298
576,Education,86465,2014.0,7.0,15.0,4.0,11.7,0.0,1015.1,260.0,122.5
612,Education,77055,1917.0,4.0,13.9,0.0,6.7,0.0,1019.8,0.0,84.492
588,Education,21866,1911.0,4.0,16.7,2.0,8.3,0.0,1016.0,260.0,10.775
634,Education,4000,1910.0,4.0,15.6,0.0,13.9,0.0,1020.1,0.0,0.185
645,Education,304333,2006.0,12.0,13.9,0.0,9.4,0.0,1016.4,60.0,1687.85
568,Education,14150,1974.0,2.0,8.9,2.0,2.8,0.0,1013.8,330.0,1.404
596,Education,18474,1923.0,4.0,10.6,0.0,7.8,0.0,1019.3,0.0,16.25
655,Education,222434,1964.0,11.0,15.0,2.0,8.9,0.0,1018.7,240.0,142.493
635,Education,7122,1909.0,3.0,13.9,2.0,8.9,0.0,1016.9,270.0,2.82
610,Entertainment/public assembly,30160,1958.0,4.0,16.1,2.0,9.4,0.0,1019.7,270.0,71.75
649,Education,116121,1996.0,10.0,16.1,2.0,13.3,0.0,1014.6,320.0,472.85
594,Education,177281,1964.0,7.0,14.4,0.0,12.8,0.0,1010.4,0.0,343.385
596,Education,18474,1923.0,4.0,15.6,2.0,3.3,0.0,1014.1,130.0,5.25
595,Education,270413,1971.0,14.0,14.4,2.0,11.7,0.0,1019.9,10.0,147.189
616,Education,117814,1959.0,6.0,11.7,0.0,3.3,0.0,1012.9,330.0,49.9
595,Education,270413,1971.0,14.0,13.3,4.0,12.2,0.0,1012.7,320.0,334.0630000000001
622,Education,123612,1961.0,7.0,14.4,0.0,11.7,0.0,1013.6,290.0,166.65
574,Education,56343,1905.0,4.0,17.8,0.0,11.1,0.0,1019.6,310.0,16.1073
594,Education,177281,1964.0,7.0,20.0,4.0,11.7,0.0,1013.9,260.0,296.681
606,Utility,23432,1999.0,2.0,15.0,4.0,10.6,0.0,1015.2,250.0,56.445
654,Education,43910,1912.0,5.0,13.3,0.0,-2.2,0.0,1022.6,340.0,46.6395
648,Education,154706,2009.0,11.0,7.2,0.0,4.4,0.0,1017.8,320.0,981.75
602,Entertainment/public assembly,238065,1933.0,6.0,28.9,4.0,12.2,0.0,1011.7,310.0,247.75
573,Education,23815,1914.0,4.0,7.8,4.0,6.1,0.0,1024.3,0.0,23.1832
632,Education,41297,1959.0,6.0,12.2,2.0,6.7,0.0,1022.4,250.0,54.5
617,Education,182943,1963.0,11.0,13.9,2.0,8.9,0.0,1017.1,260.0,711.868
650,Education,75228,1993.0,4.0,18.3,2.0,11.1,0.0,1016.9,280.0,35.5
592,Education,120694,2012.0,7.0,14.4,2.0,10.6,0.0,1010.9,0.0,397.44
620,Education,220703,2011.0,9.0,16.1,2.0,7.8,0.0,1017.0,270.0,1237.5
650,Education,75228,1993.0,4.0,12.2,2.0,9.4,0.0,1010.6,360.0,266.25
647,Lodging/residential,86959,1942.0,5.0,15.6,2.0,11.1,0.0,1014.0,280.0,25.238000000000003
633,Parking,98539,1989.0,2.0,21.7,0.0,11.7,0.0,1015.5,290.0,26.843000000000004
576,Education,86465,2014.0,7.0,15.6,0.0,8.3,0.0,1019.8,90.0,184.25
589,Education,305268,1952.0,8.0,13.3,2.0,6.1,0.0,1022.0,200.0,80.9072
621,Parking,387,1955.0,1.0,8.9,2.0,3.3,0.0,1012.5,320.0,15.184
628,Education,40706,1958.0,3.0,20.0,2.0,13.3,0.0,1013.1,290.0,18.0
628,Education,40706,1958.0,3.0,11.7,4.0,7.8,0.0,1022.1,290.0,18.0
565,Education,15326,1954.0,2.0,14.4,4.0,8.9,0.0,1019.1,220.0,7.0
576,Education,86465,2014.0,7.0,11.7,0.0,10.6,0.0,1014.0,350.0,192.0
641,Education,109588,1994.0,8.0,17.2,2.0,11.1,0.0,1018.2,290.0,517.538
608,Entertainment/public assembly,124197,1927.0,3.0,19.4,4.0,11.1,0.0,1011.0,300.0,50.75
635,Education,7122,1909.0,3.0,14.4,0.0,10.6,0.0,1016.5,300.0,3.0275
592,Education,120694,2012.0,7.0,16.1,2.0,9.4,0.0,1014.8,250.0,339.84
636,Education,6564,1909.0,3.0,15.0,2.0,11.1,0.0,1018.5,290.0,0.0775
615,Education,153700,1990.0,7.0,13.9,2.0,12.2,0.0,1015.2,300.0,739.818
611,Education,128126,1966.0,7.0,8.9,2.0,6.7,0.0,1015.4,50.0,577.875
579,Education,7781,1910.0,4.0,4.4,0.0,0.0,0.0,1026.8,0.0,3.4345
645,Education,304333,2006.0,12.0,13.9,2.0,11.1,0.0,1015.1,290.0,1807.46
571,Education,47954,1980.0,3.0,17.2,0.0,12.2,0.0,1014.7,150.0,47.25
588,Education,21866,1911.0,4.0,16.1,2.0,12.8,0.0,1009.8,300.0,10.3
584,Education,137806,1967.0,8.0,4.4,0.0,0.6,0.0,1022.6,0.0,90.624
606,Utility,23432,1999.0,2.0,16.7,2.0,13.3,0.0,1012.7,300.0,53.405
609,Education,141461,1907.0,6.0,13.9,2.0,8.3,0.0,1011.2,100.0,542.732
646,Education,58733,1923.0,6.0,13.9,0.0,10.0,0.0,1013.8,40.0,32.725
649,Education,116121,1996.0,10.0,16.7,0.0,11.1,0.0,1014.6,290.0,417.85
610,Entertainment/public assembly,30160,1958.0,4.0,12.8,2.0,10.6,0.0,1012.7,300.0,37.0
613,Entertainment/public assembly,1305,1995.0,1.0,20.6,2.0,11.7,0.0,1012.5,300.0,0.784
630,Education,93420,1948.0,5.0,14.4,2.0,8.3,0.0,1018.5,270.0,42.75
