order_date,category,item,price
2024.12.15 06:11:42,Home,Perfume,95674
2024.08.23 16:33:35,Beauty,Camera,631035
2024.09.11 01:42:13,Food,Headphones,349482
2025.11.24 14:19:51,Sports,Sneakers,319136
2025.11.16 20:38:23,Coffee,Latte,155007
2025.01.27 22:26:38,Sports,Camera,194041
2025.03.05 04:59:07,Home,TV,29000
2024.10.02 02:31:00,Food,Smartphone,643876
2024.09.06 05:04:01,Beauty,Snack,288265
2024.02.25 18:42:57,Home,Watch,891859
2025.12.10 08:21:10,Electronics,Sneakers,794011
2025.08.25 15:56:14,Electronics,Console,870138
2024.01.28 06:26:31,Beauty,Console,217490
2025.08.01 22:59:12,Toys,Console,203337
2025.09.24 20:54:40,Toys,Bicycle,850864
2024.01.27 22:39:38,Coffee,Macchiato,661265
2024.12.04 14:06:05,Electronics,Table,835029
2025.08.17 16:52:41,Beauty,Console,603241
2025.06.28 22:56:29,Clothing,Sneakers,513989
2025.06.12 17:04:29,Food,Table,469078
2024.02.19 14:42:01,Beauty,Laptop,655333
2024.05.16 08:33:54,Clothing,Smartphone,518196
2025.04.18 13:42:02,Home,Console,482596
2025.11.18 03:25:52,Home,Laptop,770953
2024.02.28 18:35:05,Food,Camera,899906
2025.04.03 20:12:01,Electronics,Camera,522771
2024.12.14 22:14:33,Clothing,Laptop,463136
2025.05.20 17:18:37,Clothing,Novel,264390
2025.04.15 19:22:20,Food,TV,45439
2025.04.13 03:50:50,Clothing,Novel,927824
2025.02.01 20:15:07,Clothing,Smartphone,439038
2024.03.18 17:49:15,Sports,Headphones,408500
2025.11.23 08:13:07,Coffee,Americano,331818
2025.12.04 09:38:33,Food,Camera,782785
2025.04.29 17:26:54,Sports,Laptop,393890
2024.07.12 00:59:01,Coffee,Cappuccino,354916
2025.03.13 20:37:24,Home,Smartphone,706680
2025.11.13 11:28:31,Sports,Watch,144713
2024.04.22 16:48:50,Electronics,Camera,54204
2025.07.22 04:45:01,Coffee,Macchiato,197275
2024.05.15 08:45:20,Sports,Camera,489379
2025.11.15 03:52:10,Toys,Sneakers,216630
2025.10.25 22:51:03,Beauty,Perfume,307053
2024.12.01 02:56:11,Clothing,Laptop,25287
2024.10.12 23:19:26,Home,Camera,398359
2025.01.12 08:21:34,Beauty,Headphones,198520
2024.11.14 22:53:48,Sports,TV,112488
2024.11.10 06:57:10,Beauty,Headphones,67095
2025.01.22 18:02:26,Coffee,Cold Brew,661986
2025.09.09 09:34:27,Beauty,Watch,58454
2024.01.30 12:26:09,Food,Laptop,967678
2024.12.16 23:53:21,Food,Table,588218
2025.11.29 09:18:27,Beauty,Novel,887755
2025.11.27 18:04:06,Sports,Console,65540
2025.09.22 06:31:14,Beauty,Snack,775475
2024.04.09 23:08:43,Beauty,Table,287118
2024.10.19 00:05:54,Beauty,Camera,166961
2024.04.13 20:55:31,Electronics,Table,429929
2024.09.03 06:39:57,Coffee,Macchiato,953719
2024.04.07 03:23:13,Food,Bicycle,912971
2024.01.31 02:37:54,Beauty,Perfume,465660
2025.12.06 15:26:40,Sports,Laptop,509762
2025.03.30 16:11:16,Home,Smartphone,836195
2024.12.04 15:51:50,Food,Laptop,828564
2024.07.26 05:02:07,Food,Smartphone,330100
2024.09.14 08:12:24,Toys,Sneakers,305367
2024.08.19 01:58:22,Toys,Perfume,633425
2025.11.01 19:20:55,Toys,Perfume,685714
2024.09.24 23:23:10,Electronics,Bicycle,32823
2025.11.13 19:46:37,Clothing,Console,613148
2025.06.16 20:30:33,Toys,TV,395235
2025.05.24 11:34:26,Clothing,Camera,841405
2024.12.11 23:30:02,Sports,Console,640772
2025.07.27 18:55:11,Electronics,Perfume,331119
2024.10.20 23:07:28,Food,Novel,779771
2025.05.10 21:33:39,Toys,Perfume,342382
2024.12.08 15:13:37,Coffee,Mocha,896564
2025.05.27 07:16:15,Electronics,Snack,331889
2024.06.22 15:02:36,Clothing,Laptop,26626
2024.12.04 12:14:34,Home,Perfume,314492
2024.01.26 04:53:26,Beauty,Snack,729422
2024.01.25 13:06:42,Home,Console,905740
2024.01.07 10:15:56,Electronics,Laptop,717662
2025.08.15 15:18:40,Toys,Table,874631
2024.01.12 22:17:59,Sports,Smartphone,169233
2024.02.23 09:34:32,Home,Watch,206012
2024.08.27 20:48:44,Home,TV,633464
2024.03.23 12:30:06,Toys,Smartphone,895368
2025.07.25 08:47:40,Electronics,Console,87491
2024.08.18 05:11:20,Food,Novel,380340
2024.10.03 23:25:34,Toys,Camera,142471
2025.08.21 23:11:34,Clothing,Console,318487
2025.08.09 20:19:20,Food,Sneakers,261339
2024.09.28 06:49:55,Electronics,Snack,996942
2025.06.03 23:19:26,Home,Novel,623116
2025.04.21 18:10:45,Home,Novel,771199
2025.03.08 16:14:40,Sports,Snack,599930
2024.07.08 04:44:07,Home,Laptop,91394
2024.01.17 22:15:01,Food,Console,202011
2024.03.27 01:08:28,Food,Snack,791064
2024.01.14 21:44:33,Sports,Console,316903
2025.10.22 10:28:42,Home,Smartphone,268934
2025.12.18 22:12:13,Clothing,Headphones,504156
2024.10.15 12:46:09,Home,Watch,203831
2024.01.21 19:00:37,Coffee,Latte,254634
2024.01.02 23:28:00,Sports,Novel,316211
2025.11.27 08:28:06,Coffee,Mocha,15279
2025.06.05 08:15:14,Sports,Perfume,337337
2025.05.24 08:54:23,Sports,Snack,709563
2024.09.28 13:48:56,Home,Perfume,42536
2024.01.30 07:02:52,Coffee,Cappuccino,576644
2025.01.18 14:58:45,Sports,Watch,91852
2024.11.14 02:11:18,Beauty,Table,32159
2025.07.02 03:44:26,Clothing,Smartphone,512079
2024.02.04 15:44:30,Home,Console,551206
2024.04.26 21:50:13,Sports,Laptop,949462
2024.05.25 16:16:44,Coffee,Flat White,789154
2025.11.11 01:20:13,Clothing,Smartphone,562615
2024.04.02 08:15:28,Home,Sneakers,72906
2024.10.31 23:57:13,Clothing,Novel,918830
2025.08.08 03:28:33,Beauty,Sneakers,109707
2025.09.20 19:26:27,Home,Novel,80413
2024.09.26 15:02:36,Coffee,Macchiato,951664
2025.02.28 11:37:32,Sports,Camera,581813
2024.06.30 16:39:30,Electronics,Sneakers,920951
2024.06.18 23:56:41,Sports,Snack,209591
2025.10.11 18:42:13,Home,Camera,201434
2024.08.13 12:21:21,Sports,Sneakers,23764
2024.12.25 20:11:20,Electronics,Laptop,896485
2025.04.15 12:09:14,Electronics,Sneakers,869059
2024.03.24 07:02:59,Coffee,Americano,2939
2024.09.05 18:54:39,Electronics,Sneakers,714152
2025.06.09 18:33:50,Coffee,Cold Brew,198450
2025.02.25 11:06:35,Sports,Headphones,244978
2025.11.23 16:20:38,Coffee,Cappuccino,885661
2024.09.21 00:46:12,Home,Novel,368086
2024.09.05 03:00:50,Sports,TV,420296
2024.07.04 05:02:39,Electronics,Smartphone,811884
2025.08.29 21:07:04,Beauty,Bicycle,155819
2024.08.01 01:45:49,Electronics,Bicycle,927376
2025.02.11 15:48:42,Toys,Novel,689009
2025.08.08 11:12:12,Coffee,Americano,763167
2025.02.14 04:29:30,Electronics,Watch,817000
2024.03.09 06:44:32,Toys,Laptop,673547
2024.10.26 00:13:48,Home,TV,892548
2025.05.14 05:36:35,Sports,Snack,605510
2024.07.12 02:25:18,Coffee,Macchiato,781985
2025.12.29 19:10:31,Home,Laptop,390201
2024.05.27 13:46:07,Sports,Novel,281645
2024.04.20 10:36:14,Toys,Sneakers,414409
2024.12.04 21:20:00,Electronics,Laptop,71518
2025.03.03 06:30:55,Electronics,Bicycle,407763
2024.09.22 03:59:12,Electronics,Snack,997141
2025.05.13 18:55:39,Sports,TV,475373
2024.07.21 01:46:58,Food,Novel,833280
2025.10.11 16:00:25,Electronics,Snack,46807
2025.05.09 06:15:31,Home,Console,345533
2025.02.19 04:10:18,Home,Bicycle,800245
2025.06.17 14:58:56,Electronics,Console,776679
2024.11.09 04:39:17,Beauty,Snack,328319
2024.09.29 18:20:26,Sports,Perfume,623941
2025.02.26 18:29:27,Beauty,Smartphone,878515
2025.07.07 11:29:36,Toys,Smartphone,899251
2025.06.18 04:34:49,Coffee,Macchiato,476093
2025.06.23 18:03:07,Electronics,Table,771523
2025.07.19 16:09:41,Beauty,Bicycle,530338
2025.12.27 18:08:56,Sports,Smartphone,344550
2024.02.03 22:35:58,Toys,Watch,132757
2025.03.02 13:14:44,Sports,Console,253139
2025.08.05 02:18:09,Beauty,Table,797866
2024.08.19 01:29:56,Coffee,Cappuccino,965009
2025.06.02 04:14:09,Toys,Headphones,463343
2025.05.10 21:30:09,Clothing,TV,769655
2024.01.02 01:45:46,Toys,Table,635240
2025.07.23 13:54:07,Sports,Novel,84422
2024.03.01 14:02:42,Electronics,Laptop,786839
2025.09.06 17:04:02,Electronics,Watch,930915
2025.11.11 00:36:14,Electronics,Console,415762
2024.04.24 21:03:03,Toys,Headphones,102094
2025.07.03 20:48:34,Toys,Bicycle,894169
2025.12.24 19:44:43,Coffee,Flat White,280884
2024.02.02 17:05:09,Clothing,Bicycle,472504
2025.08.18 03:51:25,Electronics,Camera,897855
2025.03.04 14:45:49,Beauty,Snack,232239
2024.01.17 02:04:37,Clothing,Bicycle,662102
2025.02.11 03:35:12,Coffee,Flat White,122668
2025.01.24 09:52:30,Toys,TV,165383
2025.08.26 04:44:21,Toys,Novel,93320
2025.11.20 06:50:49,Sports,Headphones,99179
2025.12.22 19:18:13,Clothing,Table,714829
2025.02.17 03:58:18,Electronics,Smartphone,367914
2025.04.23 22:47:49,Electronics,Laptop,670712
2024.12.04 12:18:12,Beauty,Bicycle,209031
2025.06.10 21:39:57,Sports,Table,735334
2024.07.06 19:20:22,Sports,Watch,928859
2025.11.09 06:33:01,Clothing,Smartphone,536575
2024.10.24 12:09:38,Coffee,Macchiato,8897
2025.12.20 09:55:49,Toys,TV,162051
2025.01.19 04:58:46,Food,Camera,472773
2024.09.04 09:54:19,Toys,Camera,76031
2024.04.16 02:39:16,Food,Novel,780084
2025.09.12 23:50:00,Electronics,Bicycle,163533
2025.01.18 18:22:40,Electronics,Bicycle,161552
2025.02.12 17:42:03,Food,Headphones,804815
2025.07.09 10:29:01,Clothing,Novel,105882
2024.05.13 11:13:03,Home,Novel,19700
2024.03.14 06:48:48,Electronics,Smartphone,666913
2024.09.03 09:51:18,Coffee,Espresso,819851
2024.01.17 17:04:16,Food,Watch,855720
2024.07.16 08:16:46,Sports,Headphones,671046
2024.03.31 19:02:50,Coffee,Espresso,314873
2024.08.06 01:05:23,Food,Laptop,908250
2024.03.23 03:00:50,Toys,Table,92191
2024.12.22 15:48:25,Clothing,Console,131332
2025.10.06 22:26:03,Clothing,Perfume,794776
2025.07.27 08:38:11,Food,Console,946993
2024.12.08 10:13:36,Coffee,Espresso,985194
2025.04.09 15:01:20,Beauty,Bicycle,459531
2024.02.23 20:29:13,Electronics,Table,739058
2024.08.30 20:13:25,Toys,Table,161668
2025.04.09 06:23:47,Electronics,Watch,9745
2024.10.21 01:14:44,Sports,Laptop,756074
2024.07.06 03:10:07,Home,Watch,199728
2024.01.19 08:38:32,Food,Novel,384084
2024.11.01 05:54:36,Sports,Watch,573368
2025.09.08 03:55:03,Home,Watch,590850
2025.10.17 03:17:50,Beauty,Camera,997562
2024.06.11 13:47:48,Coffee,Espresso,961484
2024.04.23 05:04:59,Sports,Laptop,491132
2025.04.01 14:21:46,Coffee,Americano,718243
2024.12.10 14:58:15,Coffee,Macchiato,938450
2024.10.14 04:26:29,Toys,Camera,602549
2024.12.08 14:39:29,Toys,Camera,389109
2024.03.30 18:45:43,Food,Headphones,440310
2025.03.03 15:57:39,Sports,Camera,693218
2025.07.19 15:35:25,Electronics,Camera,296392
2025.06.19 12:54:17,Sports,Headphones,40861
2024.09.19 19:10:00,Electronics,Snack,815219
2024.03.17 22:47:07,Beauty,Novel,817495
2025.09.05 15:55:07,Home,Camera,54040
2024.12.04 03:06:46,Coffee,Cold Brew,670882
2025.04.13 04:09:31,Sports,Snack,121072
2025.03.13 03:36:15,Toys,Headphones,326105
2025.10.14 05:11:22,Toys,Smartphone,409044
2024.08.05 10:24:33,Beauty,Smartphone,32784
2025.05.23 14:19:36,Food,Watch,486424
2025.05.20 11:17:41,Electronics,Headphones,427149
2025.03.01 07:24:11,Home,Smartphone,139083
2024.05.02 16:32:02,Sports,Headphones,783957
2025.11.19 20:52:32,Sports,TV,634640
2025.03.22 12:11:08,Clothing,Bicycle,164449
2025.06.29 21:25:50,Food,Headphones,898546
2024.06.24 00:02:10,Toys,Snack,364567
2024.03.28 20:38:32,Sports,Headphones,398179
2024.07.22 00:28:34,Coffee,Cold Brew,181759
2025.12.26 14:10:35,Beauty,Novel,232480
2024.01.05 02:08:07,Toys,Sneakers,486030
2025.03.08 11:42:59,Toys,Sneakers,881772
2025.11.11 03:09:13,Sports,Perfume,239516
2025.05.26 16:36:52,Sports,Perfume,773926
2025.03.05 08:54:05,Food,Table,509924
2025.05.30 13:54:28,Clothing,Snack,282591
2024.10.17 12:26:41,Clothing,Camera,163479
2024.07.12 02:34:47,Clothing,Console,716546
2024.05.28 09:06:42,Food,TV,680623
2024.05.21 05:25:11,Sports,Watch,879836
2025.07.25 03:04:03,Coffee,Macchiato,262210
2025.12.22 08:00:04,Home,Perfume,998401
2025.08.07 14:38:01,Home,Novel,379153
2024.01.10 07:29:22,Beauty,Perfume,648188
2024.01.28 06:31:57,Sports,Table,126949
2024.01.11 09:48:30,Food,Table,309383
2025.07.05 02:47:13,Clothing,Novel,74070
2024.11.12 21:13:57,Home,Snack,954079
2024.08.20 16:23:01,Sports,Snack,820382
2024.10.01 21:24:39,Toys,Perfume,363626
2025.05.06 23:19:43,Food,Bicycle,566694
2024.07.20 02:28:04,Food,Bicycle,430700
2025.11.04 12:42:02,Toys,Sneakers,967622
2025.01.29 14:42:42,Toys,Watch,963076
2025.03.01 08:13:43,Clothing,Bicycle,576757
2025.04.26 21:36:17,Beauty,Smartphone,148481
2025.06.02 00:19:44,Home,Watch,85829
2024.06.02 12:56:36,Home,Perfume,379993
2025.03.10 12:18:17,Electronics,Bicycle,78334
2025.06.25 14:37:55,Clothing,Console,833946
2025.05.02 05:10:42,Toys,Perfume,662879
2025.06.06 01:35:15,Electronics,Table,476003
2025.02.13 16:48:24,Food,Watch,44507
2025.06.25 06:06:52,Beauty,Watch,186453
2024.04.13 16:02:20,Electronics,Sneakers,688456
2024.04.13 11:40:27,Sports,Smartphone,881167
2025.04.16 12:55:44,Home,Perfume,739961
2025.07.24 20:28:12,Toys,Laptop,930346
2025.01.10 02:17:40,Coffee,Latte,839620
2024.07.13 06:29:24,Toys,Watch,923936
2025.03.18 19:58:00,Coffee,Latte,535171
2025.07.24 21:23:10,Electronics,Laptop,974902
2025.07.05 15:16:19,Coffee,Macchiato,801084
2025.12.04 03:59:47,Electronics,Watch,680072
2025.12.10 17:28:24,Toys,Novel,804447
2024.10.13 16:52:33,Clothing,Console,20608
2025.02.13 07:48:01,Clothing,Watch,880947
2024.02.18 15:19:08,Electronics,Sneakers,117814
2024.04.30 23:36:14,Sports,Perfume,323574
2025.11.14 01:40:04,Electronics,TV,394197
2024.02.08 10:55:57,Sports,Bicycle,375508
2024.06.02 18:21:33,Electronics,Headphones,551820
2025.08.13 22:23:17,Beauty,Sneakers,612720
2025.01.28 09:19:53,Beauty,Snack,133909
2024.09.05 09:13:56,Electronics,Table,133597
2024.02.12 16:12:19,Clothing,Snack,195777
2025.02.12 13:29:55,Sports,Smartphone,369497
2024.04.13 01:47:40,Food,Snack,481689
2025.08.31 03:24:30,Beauty,Camera,805776
2025.07.31 07:42:19,Sports,Table,412913
2025.07.21 08:12:43,Home,Smartphone,29467
2024.11.05 11:19:41,Coffee,Espresso,138832
2025.12.16 04:35:53,Toys,Perfume,475029
2024.02.26 09:36:34,Clothing,TV,271809
2024.04.07 19:20:29,Clothing,Table,857126
2025.10.08 05:34:21,Home,Snack,239602
2025.12.19 02:31:55,Clothing,Snack,703543
2024.06.06 16:16:47,Toys,Watch,197584
2024.10.15 01:20:50,Beauty,Table,189839
2024.12.04 05:27:23,Toys,Laptop,973710
2024.03.08 02:23:32,Home,Snack,331108
2024.10.10 06:05:08,Toys,Snack,391916
2024.10.25 10:40:10,Toys,Snack,173799
2025.08.25 23:08:45,Beauty,Watch,920201
2025.08.16 17:24:45,Beauty,Sneakers,276658
2025.09.16 00:10:11,Toys,Sneakers,336737
2025.07.03 07:15:37,Toys,Headphones,281117
2024.06.17 07:25:09,Home,TV,377994
2025.01.11 08:37:55,Food,Headphones,497962
2024.09.05 01:17:16,Sports,Camera,741527
2024.01.28 11:43:09,Toys,Console,158501
2025.02.21 06:30:56,Food,Headphones,635308
2025.11.28 08:55:03,Food,Perfume,869836
2025.08.09 14:07:56,Sports,Novel,877962
2024.01.10 07:23:13,Coffee,Macchiato,998365
2025.11.15 14:23:41,Coffee,Macchiato,349194
2025.05.29 07:07:51,Clothing,Novel,996602
2025.07.17 07:37:47,Coffee,Cold Brew,485716
2025.01.10 13:13:16,Food,Smartphone,515565
2025.12.29 06:42:18,Home,TV,354269
2024.06.28 20:10:47,Beauty,Novel,771331
2025.06.27 06:46:52,Sports,Sneakers,465019
2024.11.20 05:50:12,Sports,Camera,736349
2025.11.08 04:55:35,Clothing,Headphones,372792
2025.07.26 11:55:29,Clothing,Perfume,435787
2025.04.27 02:54:15,Toys,Laptop,834321
2025.12.27 23:54:12,Coffee,Espresso,125326
2024.05.14 23:38:08,Toys,Laptop,70596
2024.04.29 16:45:46,Clothing,Laptop,838259
2025.09.25 05:57:18,Clothing,TV,98658
2024.07.09 08:12:48,Home,Table,552151
2024.09.25 17:13:02,Electronics,Sneakers,999394
2024.09.01 10:47:43,Sports,Laptop,600488
2024.01.25 19:39:18,Clothing,Watch,24954
2025.05.23 22:48:42,Beauty,Console,784653
2024.04.03 12:14:05,Sports,Laptop,731662
2024.08.11 04:47:38,Clothing,TV,676598
2025.03.18 22:54:37,Clothing,Snack,676531
2025.11.01 00:36:04,Home,Laptop,13197
2024.03.16 10:56:57,Electronics,Novel,682738
2025.11.30 12:55:52,Coffee,Espresso,536255
2024.05.26 11:45:16,Food,TV,59503
2025.10.25 08:00:37,Electronics,Console,399551
2024.02.21 17:32:14,Home,Bicycle,536640
2024.10.09 06:44:09,Beauty,Perfume,729209
2024.09.16 14:01:46,Coffee,Latte,674552
2024.03.28 12:46:16,Electronics,Laptop,200452
2025.01.11 20:50:52,Beauty,Console,159066
2025.08.19 16:17:35,Food,Bicycle,446879
2024.06.27 00:14:35,Sports,Headphones,525309
2024.05.13 13:51:04,Sports,Headphones,364218
2025.05.26 17:29:48,Electronics,Console,420339
2024.10.01 14:08:07,Electronics,Watch,384192
2024.09.28 14:31:09,Sports,TV,695361
2024.12.28 01:06:07,Toys,Perfume,652610
2025.09.25 00:43:22,Sports,Bicycle,228558
2025.09.08 00:05:40,Coffee,Latte,747478
2024.01.08 09:41:52,Food,Laptop,104439
2025.01.12 02:12:37,Electronics,Perfume,383842
2025.10.26 07:37:16,Sports,Snack,753119
2024.09.11 03:44:19,Electronics,Table,623373
2025.03.31 19:41:15,Food,Bicycle,132681
2024.04.16 10:18:57,Food,Perfume,212989
2025.08.07 21:34:46,Toys,Headphones,625717
2025.06.25 22:54:18,Home,Bicycle,27206
2024.10.09 03:56:58,Clothing,Smartphone,416828
2025.02.21 08:33:20,Electronics,TV,14278
2024.03.21 22:55:32,Beauty,Perfume,831107
2024.10.15 05:27:48,Food,Bicycle,838346
2025.04.28 04:16:42,Electronics,TV,313925
2024.06.01 09:13:01,Sports,Console,920042
2024.05.01 10:54:31,Beauty,Laptop,600435
2024.06.20 16:52:17,Beauty,Table,507843
2024.03.01 21:22:31,Clothing,Snack,18698
2024.08.10 02:29:05,Electronics,Snack,981854
2025.08.12 02:40:37,Home,Sneakers,17251
2025.12.20 16:54:24,Coffee,Espresso,366563
2025.05.21 03:09:45,Coffee,Americano,537897
2024.09.12 19:43:17,Beauty,TV,266459
2024.10.01 09:13:51,Beauty,Console,865342
2025.12.20 13:15:10,Home,Laptop,50559
2025.01.24 16:51:03,Beauty,Camera,598336
2024.04.28 19:33:44,Coffee,Espresso,566571
2025.10.06 18:40:57,Sports,Laptop,478373
2024.01.21 19:03:43,Home,Laptop,264777
2024.08.30 00:20:03,Sports,Bicycle,226112
2025.07.03 08:12:52,Food,Sneakers,842599
2024.02.26 21:01:08,Electronics,Bicycle,225411
2024.03.18 06:03:10,Toys,Perfume,411995
2024.01.16 07:12:39,Toys,Table,19892
2024.07.26 16:11:24,Toys,TV,634854
2025.09.07 11:22:14,Electronics,Novel,706639
2024.12.11 02:40:46,Electronics,Snack,658498
2024.04.13 20:28:55,Food,Snack,788557
2025.05.17 11:40:17,Food,Smartphone,701020
2024.04.14 21:15:32,Toys,Novel,878727
2025.02.20 14:16:22,Sports,Snack,328462
2024.06.06 08:25:43,Beauty,Snack,4643
2024.02.08 21:16:29,Food,Novel,517252
2025.06.15 10:00:26,Beauty,Table,42380
2025.07.15 08:44:24,Toys,Camera,85421
2025.05.07 09:01:16,Home,Bicycle,659351
2025.02.23 16:39:32,Home,Console,121455
2024.03.12 16:55:14,Beauty,Bicycle,574199
2025.12.23 23:09:37,Coffee,Mocha,550410
2025.10.26 09:23:07,Clothing,Sneakers,316533
2024.08.10 12:14:03,Sports,Novel,732224
2025.08.19 02:37:28,Sports,Snack,256669
2025.08.24 01:06:44,Sports,Table,435935
2024.12.06 03:41:17,Clothing,TV,873815
2025.12.23 21:14:58,Home,Sneakers,435347
2024.11.19 07:08:47,Toys,Smartphone,589243
2025.08.31 07:34:33,Home,Table,12321
2025.03.02 16:26:16,Sports,Snack,994712
2024.03.31 01:39:16,Coffee,Americano,892275
2025.06.23 16:00:47,Toys,Watch,885450
2025.03.20 17:36:19,Home,Headphones,616512
2025.03.08 13:02:02,Sports,Camera,382589
2024.01.22 11:49:35,Food,Table,791385
2024.07.31 11:26:54,Beauty,TV,828862
2024.03.14 20:38:43,Beauty,Bicycle,135072
2025.09.23 05:45:37,Home,TV,677321
2025.12.01 12:29:13,Toys,TV,333839
2025.11.30 19:40:21,Food,TV,858771
2025.05.12 12:15:14,Clothing,Headphones,52040
2024.09.02 16:43:15,Coffee,Americano,441722
2025.06.24 09:50:22,Home,Watch,919652
2024.06.18 19:29:06,Toys,Camera,350328
2025.03.04 19:06:00,Electronics,Console,589805
2025.09.28 08:48:32,Coffee,Americano,699783
2025.06.11 18:42:45,Sports,Bicycle,677884
2024.07.29 06:24:53,Electronics,Console,582915
2024.08.15 01:34:13,Home,Bicycle,966610
2025.07.11 23:53:29,Beauty,Smartphone,793789
2025.01.04 14:59:06,Sports,TV,298670
2024.09.14 16:16:19,Home,Laptop,658175
2025.10.07 23:14:26,Clothing,Camera,646872
2025.05.01 13:51:48,Home,Table,206543
2024.11.28 08:04:02,Clothing,Bicycle,887455
2025.10.15 00:10:54,Beauty,Sneakers,594439
2024.09.19 12:53:54,Toys,Snack,265244
2024.04.23 18:51:06,Clothing,Watch,35429
2024.06.26 10:22:45,Coffee,Flat White,171888
2024.03.08 22:24:10,Coffee,Cold Brew,968480
2025.03.29 08:35:35,Food,Novel,478354
2025.11.25 00:42:21,Electronics,Perfume,734940
2025.12.07 03:58:59,Toys,Console,300007
2024.02.22 22:11:35,Electronics,Smartphone,639691
2025.08.19 09:07:38,Food,Watch,608963
2024.04.01 04:34:10,Electronics,TV,248523
2025.01.28 18:25:54,Electronics,Laptop,850665
2025.09.24 00:29:25,Coffee,Mocha,972385
2024.09.26 00:26:27,Electronics,Watch,715022
2025.01.06 14:29:05,Food,Perfume,523722
2024.11.20 16:18:58,Clothing,Watch,295364
2024.06.21 21:40:58,Electronics,Console,679372
2024.12.27 16:02:07,Sports,Novel,663166
2025.10.05 03:39:36,Coffee,Cold Brew,414577
2025.04.09 18:03:29,Clothing,Sneakers,28807
2024.11.21 08:38:40,Food,Table,671574
2025.06.16 00:54:43,Beauty,Table,324449
2024.02.18 14:07:17,Clothing,Novel,279617
2024.10.28 07:18:29,Home,Laptop,147690
2025.02.21 18:55:54,Beauty,Novel,262253
2024.09.09 13:09:26,Electronics,Novel,24263
2025.11.14 07:27:13,Electronics,Snack,307333
2025.04.19 20:30:22,Home,Console,737104
2024.12.12 22:59:43,Toys,Perfume,427456
2024.09.04 22:27:43,Food,Bicycle,699869
2024.01.31 05:40:32,Electronics,Laptop,22424
2024.11.15 10:10:39,Beauty,Smartphone,285638
2025.09.30 20:34:12,Beauty,Smartphone,489788
2024.01.25 05:06:49,Beauty,Smartphone,812213
2024.05.09 02:15:16,Clothing,TV,779680
2024.08.29 09:38:24,Food,Sneakers,306634
2025.05.23 03:14:00,Coffee,Cold Brew,137857
2025.03.04 07:59:45,Coffee,Latte,245780
2025.12.18 00:35:40,Clothing,Table,503661
2025.06.07 19:56:24,Beauty,Smartphone,721608
2024.10.08 19:49:57,Clothing,Snack,205393
2024.04.14 18:20:23,Toys,Snack,385388
