Gender,Bank_Loan,Capital_Loan,Region_Code,Year
1,17350000,6320000,4146510700,2022
2,49430000,0,4279000000,2021
1,4220000,9970000,4432610000,2023
1,27640000,20500000,4321500000,2024
1,41530000,15050000,4432610000,2020
2,45140000,1160000,4432610000,2024
1,41680000,26580000,4279000000,2024
1,29750000,20390000,4291000000,2020
2,47380000,11040000,4279000000,2020
1,24110000,10220000,4273000000,2021
1,25690000,27010000,4211000000,2023
1,20720000,23260000,4291000000,2021
1,2590000,5790000,4146510700,2021
1,44910000,17040000,4291000000,2020
2,28460000,26550000,4399000000,2020
2,5500000,16390000,4146510700,2023
2,17290000,2070000,4321500000,2024
1,20210000,21930000,4279000000,2021
1,37430000,10580000,4432610000,2023
1,28190000,12670000,4279000000,2021
2,40990000,28210000,4399000000,2024
1,5890000,26220000,4280000000,2021
1,30570000,23100000,4399000000,2022
2,41150000,18170000,4273000000,2023
1,7940000,16780000,4432610000,2020
2,15850000,18740000,4432610000,2021
2,10380000,12600000,4111100000,2023
2,45830000,15920000,4280000000,2023
1,39240000,14670000,4111100000,2021
1,47420000,8820000,4321500000,2020
1,26370000,11570000,4211000000,2020
1,6700000,19480000,4211000000,2021
1,18560000,23590000,4279000000,2023
1,42250000,600000,4211000000,2020
1,29010000,15580000,4432610000,2021
2,530000,26980000,4399000000,2021
1,20700000,16090000,4280000000,2021
2,30420000,24150000,4279000000,2023
1,42130000,15040000,4279000000,2020
1,8100000,29090000,4280000000,2023
1,42790000,24140000,4432610000,2022
2,38170000,8110000,4321500000,2020
2,15320000,14360000,4321500000,2023
2,38880000,7280000,4279000000,2020
2,29580000,27000000,4321500000,2022
1,1400000,21870000,4432610000,2024
2,23610000,21270000,4273000000,2021
1,5780000,21080000,4273000000,2023
1,18000000,4440000,4111100000,2022
2,22740000,730000,4291000000,2022
2,16150000,13140000,4146510700,2020
2,18900000,6480000,4211000000,2020
2,45190000,17460000,4321500000,2021
2,49620000,10140000,4273000000,2020
2,37040000,7550000,4399000000,2023
2,15860000,26940000,4280000000,2023
2,40030000,3210000,4291000000,2023
1,10890000,23640000,4111100000,2024
2,44470000,2360000,4146510700,2023
2,17070000,29080000,4273000000,2020
1,39260000,10840000,4111100000,2020
2,5430000,13340000,4291000000,2023
1,21130000,2180000,4280000000,2022
1,18470000,3710000,4211000000,2022
2,10390000,3280000,4273000000,2022
1,16390000,1430000,4280000000,2021
1,30670000,17340000,4146510700,2024
1,42060000,18390000,4321500000,2023
1,12910000,5850000,4291000000,2021
2,46730000,6840000,4146510700,2022
1,36200000,27690000,4211000000,2023
2,31640000,10590000,4280000000,2021
1,38290000,12160000,4432610000,2020
1,43680000,2460000,4211000000,2022
1,9690000,15840000,4279000000,2021
1,28560000,24490000,4273000000,2020
2,30110000,4400000,4321500000,2022
2,36230000,1410000,4291000000,2024
1,4300000,20160000,4399000000,2022
1,40880000,13110000,4280000000,2024
2,25790000,28410000,4432610000,2024
1,8320000,5060000,4399000000,2024
1,30370000,7710000,4273000000,2023
1,8830000,6850000,4273000000,2023
2,39720000,28570000,4291000000,2024
2,3450000,10070000,4432610000,2020
2,1880000,11460000,4273000000,2024
1,45180000,15310000,4399000000,2021
1,30910000,19390000,4432610000,2024
2,37510000,1930000,4399000000,2023
2,35310000,23170000,4211000000,2023
2,44180000,21340000,4146510700,2021
2,43560000,2420000,4432610000,2021
1,4050000,15390000,4111100000,2022
2,800000,15160000,4146510700,2020
1,6930000,19990000,4146510700,2020
2,41040000,24170000,4432610000,2020
1,19330000,1860000,4321500000,2023
2,31060000,5360000,4273000000,2020
2,34270000,15370000,4211000000,2022
2,22280000,9440000,4321500000,2022
2,28390000,28070000,4321500000,2020
1,16530000,40000,4111100000,2021
2,23190000,28620000,4280000000,2022
1,27960000,5160000,4432610000,2021
1,34570000,12160000,4399000000,2023
1,23530000,19040000,4273000000,2022
1,5770000,18870000,4321500000,2021
2,44320000,8500000,4211000000,2020
1,2890000,290000,4280000000,2023
1,10200000,19300000,4111100000,2024
1,46270000,11660000,4279000000,2024
2,23740000,5620000,4273000000,2020
2,49600000,8090000,4279000000,2023
2,10530000,21730000,4146510700,2023
2,19590000,17700000,4321500000,2023
1,47100000,5900000,4291000000,2023
1,17290000,29220000,4273000000,2024
2,19410000,13350000,4399000000,2021
1,17010000,6500000,4280000000,2023
1,34490000,12980000,4211000000,2021
1,48680000,8140000,4273000000,2023
2,10220000,9320000,4399000000,2022
2,41590000,14040000,4432610000,2022
1,34020000,2460000,4279000000,2022
2,33820000,3290000,4432610000,2023
2,13900000,11360000,4280000000,2021
2,5450000,13430000,4111100000,2024
2,6120000,6430000,4321500000,2020
2,1160000,15820000,4273000000,2024
1,43330000,7420000,4291000000,2023
2,13760000,4130000,4279000000,2022
1,2400000,24300000,4279000000,2022
1,46690000,1240000,4273000000,2021
2,40580000,10980000,4146510700,2023
1,25080000,17450000,4432610000,2024
1,11950000,16170000,4279000000,2023
1,32290000,2020000,4399000000,2023
2,20060000,13840000,4211000000,2022
2,70000,2090000,4321500000,2024
1,11070000,7160000,4279000000,2020
2,18850000,3740000,4399000000,2022
2,19780000,29450000,4280000000,2024
2,1550000,17320000,4280000000,2021
2,32640000,17960000,4321500000,2022
1,13070000,26270000,4146510700,2021
1,49370000,8200000,4291000000,2022
2,37870000,8430000,4321500000,2023
2,21720000,10930000,4111100000,2024
1,5440000,23500000,4146510700,2021
1,8550000,15460000,4279000000,2022
2,9610000,8980000,4321500000,2021
1,36560000,4520000,4432610000,2022
2,9710000,28070000,4280000000,2022
2,49620000,1880000,4399000000,2020
1,9800000,4370000,4321500000,2020
1,7200000,27610000,4432610000,2020
2,19980000,4860000,4146510700,2021
2,5050000,17150000,4111100000,2023
1,3620000,29360000,4399000000,2022
2,280000,10540000,4211000000,2024
1,22050000,27600000,4111100000,2020
2,43060000,28080000,4279000000,2021
1,17350000,16880000,4432610000,2021
1,14680000,4730000,4321500000,2021
1,31380000,21090000,4321500000,2024
2,20100000,16410000,4273000000,2024
2,9240000,21630000,4280000000,2020
1,47510000,19650000,4279000000,2024
2,33970000,22220000,4432610000,2020
1,46590000,25970000,4321500000,2024
1,24990000,28540000,4211000000,2024
2,11050000,14440000,4399000000,2024
2,4900000,26020000,4279000000,2020
1,9900000,12840000,4146510700,2022
2,13950000,29640000,4211000000,2020
2,6330000,17970000,4399000000,2022
1,22450000,9070000,4291000000,2021
1,17170000,23380000,4280000000,2021
2,23870000,410000,4279000000,2020
1,13700000,21020000,4432610000,2022
1,460000,14770000,4111100000,2022
2,41290000,11460000,4399000000,2022
1,14500000,16140000,4146510700,2021
1,5990000,25100000,4321500000,2020
2,39410000,26930000,4111100000,2023
2,4980000,7150000,4211000000,2022
1,9390000,4800000,4280000000,2022
1,17080000,12140000,4432610000,2023
2,11590000,14210000,4111100000,2020
2,39820000,6930000,4146510700,2022
2,40870000,620000,4399000000,2020
2,7820000,9900000,4432610000,2022
1,29850000,9300000,4291000000,2024
2,36730000,19700000,4321500000,2022
2,17530000,10420000,4280000000,2024
1,19090000,24150000,4111100000,2020
2,19010000,25560000,4280000000,2022
1,48560000,21020000,4280000000,2021
2,35450000,8630000,4280000000,2021
2,35100000,23750000,4399000000,2023
2,8150000,12390000,4280000000,2021
1,36820000,16480000,4291000000,2024
1,25250000,28990000,4211000000,2021
2,45560000,8620000,4146510700,2021
1,27090000,15250000,4432610000,2021
1,33260000,21480000,4291000000,2022
1,32430000,15800000,4432610000,2023
1,13130000,3600000,4146510700,2020
1,19540000,25310000,4211000000,2023
1,28740000,11720000,4279000000,2024
2,44980000,6630000,4432610000,2022
2,40850000,17600000,4432610000,2022
1,23620000,24230000,4211000000,2021
2,14130000,1780000,4111100000,2021
2,8650000,23350000,4291000000,2024
2,49810000,7370000,4111100000,2022
2,25520000,5030000,4111100000,2020
1,29630000,22090000,4111100000,2023
2,17810000,12920000,4280000000,2022
2,39590000,8130000,4321500000,2020
1,26910000,16810000,4432610000,2020
1,14310000,26600000,4111100000,2023
2,39100000,16910000,4291000000,2020
2,3100000,2630000,4321500000,2024
2,36210000,5410000,4321500000,2020
2,3670000,20070000,4111100000,2024
2,18860000,12180000,4399000000,2020
2,12540000,370000,4111100000,2021
1,10640000,13560000,4399000000,2020
2,36570000,14160000,4111100000,2024
2,16070000,28700000,4291000000,2020
1,44330000,27720000,4399000000,2020
1,4850000,10120000,4280000000,2020
1,19240000,18730000,4321500000,2024
1,48050000,5020000,4111100000,2020
2,3830000,25380000,4321500000,2023
2,11950000,27320000,4111100000,2023
2,13830000,17200000,4432610000,2024
2,18130000,20270000,4432610000,2021
2,36920000,20660000,4273000000,2023
2,4260000,16660000,4111100000,2022
1,6030000,5980000,4273000000,2023
2,42810000,20920000,4211000000,2022
1,23780000,9540000,4211000000,2024
1,16610000,14990000,4321500000,2021
2,4070000,25860000,4399000000,2022
1,24720000,14090000,4111100000,2022
2,23640000,23760000,4146510700,2023
1,44600000,1760000,4111100000,2022
2,32910000,8610000,4111100000,2024
1,11260000,5530000,4146510700,2024
2,1360000,11320000,4211000000,2024
2,22290000,19010000,4273000000,2023
2,23490000,2760000,4321500000,2021
2,740000,18840000,4211000000,2023
2,15710000,18890000,4146510700,2024
1,46100000,14760000,4111100000,2023
1,41770000,20000,4211000000,2024
1,24520000,8070000,4291000000,2020
2,4460000,19980000,4432610000,2020
1,41010000,21630000,4111100000,2022
2,26500000,22740000,4279000000,2021
2,42420000,29100000,4146510700,2020
1,27440000,14020000,4280000000,2024
1,17960000,23270000,4399000000,2023
2,38510000,8660000,4280000000,2023
1,14220000,8290000,4211000000,2022
2,33030000,16020000,4111100000,2023
2,24500000,28910000,4399000000,2020
2,19170000,23420000,4399000000,2023
2,1500000,1610000,4321500000,2020
2,6320000,28490000,4280000000,2020
1,20880000,14890000,4111100000,2021
1,31830000,4030000,4321500000,2022
2,39390000,11520000,4273000000,2024
2,15220000,12230000,4280000000,2020
1,36250000,1350000,4432610000,2022
1,27870000,27570000,4432610000,2024
2,32430000,14730000,4321500000,2023
1,39110000,25930000,4273000000,2022
2,38450000,23540000,4291000000,2022
1,16960000,21870000,4291000000,2022
2,47710000,19590000,4432610000,2023
1,20490000,27200000,4279000000,2023
2,31170000,450000,4146510700,2022
1,5840000,17980000,4146510700,2021
1,46840000,22130000,4279000000,2020
2,35100000,17220000,4321500000,2023
1,11730000,16220000,4146510700,2021
2,48490000,22460000,4146510700,2023
1,8310000,3920000,4280000000,2022
2,3900000,27270000,4280000000,2021
1,37350000,11990000,4279000000,2024
2,11350000,5000000,4111100000,2020
1,6720000,6920000,4273000000,2020
2,15050000,18830000,4321500000,2023
1,48960000,17840000,4280000000,2020
2,9030000,4730000,4280000000,2024
2,18290000,9330000,4291000000,2021
2,32670000,4230000,4273000000,2021
1,6280000,6070000,4291000000,2022
2,39980000,11460000,4111100000,2021
1,43140000,26890000,4273000000,2023
2,28750000,13560000,4146510700,2024
1,21950000,12260000,4291000000,2022
2,38830000,29580000,4432610000,2023
1,37960000,4050000,4321500000,2023
1,14940000,29660000,4146510700,2023
2,13360000,860000,4273000000,2020
1,27550000,27740000,4432610000,2023
1,41560000,3090000,4111100000,2020
2,11040000,27480000,4432610000,2021
1,11630000,710000,4280000000,2020
1,5050000,23770000,4279000000,2023
1,41640000,20970000,4432610000,2024
2,36540000,13580000,4399000000,2024
1,8820000,23860000,4111100000,2021
2,36850000,16250000,4146510700,2023
1,47330000,16290000,4291000000,2020
1,18140000,20210000,4211000000,2024
1,27590000,23200000,4111100000,2022
2,23490000,6670000,4399000000,2023
1,29180000,5210000,4280000000,2023
1,25010000,27920000,4291000000,2022
2,10930000,750000,4321500000,2024
1,21220000,20130000,4211000000,2022
2,43510000,23850000,4432610000,2021
2,9240000,17700000,4399000000,2020
1,47650000,17130000,4432610000,2020
2,30220000,28600000,4321500000,2024
1,27320000,18160000,4111100000,2022
2,13730000,13960000,4279000000,2023
2,22430000,20290000,4399000000,2023
1,48030000,24490000,4273000000,2023
2,28370000,110000,4146510700,2021
2,16930000,220000,4273000000,2021
2,3830000,25510000,4279000000,2023
2,11670000,21750000,4321500000,2024
2,29580000,29080000,4273000000,2021
1,6490000,28090000,4280000000,2021
2,32260000,9420000,4399000000,2020
1,31700000,28310000,4280000000,2020
2,680000,26490000,4211000000,2024
1,5330000,13930000,4279000000,2021
1,48760000,20430000,4211000000,2021
2,6980000,15300000,4211000000,2022
2,26910000,23670000,4211000000,2024
2,37550000,12930000,4111100000,2024
1,16680000,18190000,4111100000,2022
2,47870000,20120000,4279000000,2022
1,44760000,3470000,4291000000,2020
1,18130000,12820000,4273000000,2024
1,20970000,24880000,4111100000,2024
2,7960000,17460000,4432610000,2022
2,21440000,16610000,4280000000,2023
1,34750000,10570000,4111100000,2023
1,34600000,9430000,4321500000,2020
2,4680000,26360000,4211000000,2023
1,41900000,14430000,4111100000,2023
2,48460000,19450000,4279000000,2023
1,40530000,16310000,4280000000,2021
2,10160000,2990000,4280000000,2020
1,33220000,9140000,4291000000,2022
2,38300000,2930000,4146510700,2023
1,32330000,2830000,4146510700,2021
2,6460000,6170000,4273000000,2023
2,39680000,23590000,4432610000,2021
1,42610000,14940000,4399000000,2020
1,4900000,17590000,4279000000,2023
2,44600000,8240000,4321500000,2021
1,40160000,10780000,4111100000,2024
2,39120000,5040000,4279000000,2024
1,22000000,22430000,4432610000,2021
2,27340000,3470000,4146510700,2023
2,17490000,10530000,4279000000,2023
2,45850000,10450000,4111100000,2020
2,31450000,25030000,4291000000,2020
2,10560000,7530000,4273000000,2022
2,10080000,2540000,4291000000,2020
1,3880000,21720000,4146510700,2023
1,43750000,5190000,4211000000,2022
1,45570000,27360000,4146510700,2020
2,40270000,28870000,4273000000,2021
2,37170000,12300000,4111100000,2024
2,21970000,18760000,4432610000,2020
2,8450000,24510000,4399000000,2020
1,9130000,6780000,4291000000,2021
1,39270000,2120000,4146510700,2023
2,42180000,3770000,4432610000,2021
1,6930000,2050000,4291000000,2020
1,22320000,23060000,4146510700,2023
2,16790000,17820000,4273000000,2022
1,28820000,29100000,4291000000,2020
2,46700000,4680000,4146510700,2021
1,39560000,4170000,4111100000,2022
2,44960000,25560000,4273000000,2024
2,14510000,5700000,4432610000,2022
2,9610000,17670000,4432610000,2021
2,32250000,12140000,4399000000,2022
1,22520000,25340000,4279000000,2021
2,14550000,29560000,4211000000,2020
2,22410000,5240000,4111100000,2023
2,9000000,24530000,4273000000,2024
1,15720000,8230000,4291000000,2023
2,3760000,11260000,4432610000,2023
1,49430000,29340000,4111100000,2023
2,3320000,11660000,4273000000,2021
1,47710000,9410000,4273000000,2021
1,14060000,18470000,4291000000,2024
2,5210000,20340000,4273000000,2021
1,41810000,3600000,4321500000,2021
2,37370000,20000,4111100000,2021
2,23420000,4590000,4146510700,2021
2,2840000,19580000,4432610000,2020
1,46780000,4580000,4432610000,2024
1,46330000,29720000,4146510700,2021
2,39540000,3120000,4111100000,2024
2,23840000,18150000,4211000000,2022
1,33260000,18890000,4111100000,2020
2,24640000,10230000,4280000000,2021
2,16150000,24820000,4273000000,2020
2,33930000,17590000,4279000000,2020
1,16210000,19420000,4291000000,2022
1,20650000,1110000,4321500000,2024
1,33180000,11260000,4279000000,2020
2,3030000,12180000,4146510700,2023
2,26680000,26590000,4291000000,2022
2,27640000,5700000,4291000000,2023
1,23180000,3890000,4291000000,2022
2,14930000,28480000,4432610000,2023
2,34330000,23230000,4321500000,2023
2,21680000,7040000,4432610000,2020
2,40620000,22410000,4273000000,2020
1,31590000,26620000,4280000000,2022
1,29050000,27130000,4399000000,2024
2,47330000,15280000,4321500000,2020
1,11990000,15830000,4279000000,2020
1,6290000,6220000,4273000000,2021
2,22570000,9630000,4111100000,2020
2,28460000,2780000,4146510700,2024
1,39480000,2090000,4280000000,2021
2,45020000,26150000,4273000000,2023
1,43270000,4210000,4111100000,2023
2,30730000,29380000,4280000000,2021
1,34400000,11770000,4111100000,2021
2,47060000,28160000,4321500000,2021
1,45140000,28710000,4111100000,2022
1,8550000,8830000,4280000000,2024
1,33980000,19060000,4111100000,2024
2,43620000,930000,4279000000,2023
1,48780000,14240000,4273000000,2023
1,39200000,1840000,4280000000,2023
2,29360000,14960000,4279000000,2020
2,4320000,17320000,4111100000,2023
1,44900000,13960000,4111100000,2021
1,23720000,13650000,4291000000,2023
2,44770000,11930000,4280000000,2021
2,12630000,3300000,4321500000,2022
2,23440000,21560000,4111100000,2020
2,40090000,10180000,4146510700,2020
2,25290000,28470000,4432610000,2024
1,30590000,25530000,4399000000,2022
2,22740000,11840000,4432610000,2021
1,46260000,2050000,4321500000,2022
1,31980000,23460000,4273000000,2020
1,23670000,13370000,4211000000,2021
2,19850000,25850000,4146510700,2022
1,2840000,15020000,4211000000,2020
1,11010000,1650000,4111100000,2021
2,46530000,2790000,4273000000,2021
1,15140000,27800000,4279000000,2020
1,38620000,8030000,4111100000,2021
2,10060000,17990000,4211000000,2020
1,20870000,11960000,4111100000,2023
1,28100000,25510000,4399000000,2023
1,42500000,27190000,4291000000,2021
2,5300000,27000000,4399000000,2021
2,18280000,2600000,4273000000,2020
2,19420000,2760000,4279000000,2021
1,17970000,18450000,4399000000,2024
1,47900000,3780000,4280000000,2023
2,4880000,15940000,4279000000,2021
1,40680000,5700000,4211000000,2021
1,870000,10240000,4399000000,2022
2,22820000,20660000,4291000000,2021
2,15520000,430000,4279000000,2024
1,29530000,9590000,4111100000,2023
1,48410000,19110000,4291000000,2022
1,48470000,29780000,4111100000,2020
2,35730000,28500000,4399000000,2020
2,19380000,7510000,4146510700,2023
2,31600000,19680000,4146510700,2020
2,35250000,650000,4211000000,2024
1,37820000,19740000,4291000000,2021
2,29180000,15860000,4111100000,2023
2,33320000,6590000,4321500000,2022
2,2970000,8230000,4291000000,2021
2,38650000,23380000,4280000000,2020
2,31660000,20880000,4211000000,2020
1,46830000,22990000,4432610000,2022
1,13760000,21090000,4432610000,2024
2,23060000,13400000,4111100000,2022
1,14570000,12850000,4146510700,2023
2,41700000,19830000,4279000000,2022
2,9170000,27890000,4280000000,2020
1,22940000,22830000,4432610000,2024
1,45500000,8680000,4111100000,2024
2,28910000,12330000,4111100000,2022
2,24270000,22380000,4399000000,2023
2,49320000,16610000,4146510700,2020
1,39770000,25200000,4291000000,2021
2,10510000,13220000,4279000000,2024
2,46660000,25930000,4399000000,2022
2,38140000,300000,4432610000,2023
1,43560000,3370000,4279000000,2023
2,8970000,1390000,4211000000,2020
2,13790000,26150000,4146510700,2024
1,28090000,2760000,4432610000,2020
2,3680000,1710000,4111100000,2021
2,35090000,26960000,4432610000,2021
1,49870000,1040000,4321500000,2021
2,41010000,3820000,4273000000,2023
1,19840000,19730000,4273000000,2024
1,17920000,29260000,4432610000,2020
2,32450000,11320000,4321500000,2020
2,45550000,3690000,4432610000,2021
2,23930000,16170000,4273000000,2024
2,1410000,6110000,4399000000,2024
1,30250000,10500000,4211000000,2022
2,19470000,2550000,4273000000,2024
1,29280000,22970000,4211000000,2024
2,420000,18470000,4111100000,2020
2,900000,27690000,4211000000,2024
2,15990000,13020000,4399000000,2024
1,49560000,130000,4321500000,2020
2,48420000,21730000,4211000000,2024
2,34140000,8570000,4279000000,2020
2,12420000,20590000,4291000000,2022
2,29920000,24670000,4273000000,2023
1,26630000,24920000,4321500000,2020
2,16430000,4170000,4280000000,2020
1,12250000,4620000,4111100000,2024
1,5730000,22920000,4291000000,2020
1,25580000,5880000,4279000000,2021
1,35930000,5680000,4146510700,2021
1,47360000,9190000,4399000000,2022
1,41720000,24460000,4432610000,2020
2,12550000,4300000,4291000000,2024
1,33210000,14380000,4321500000,2024
1,43860000,23850000,4321500000,2023
1,13600000,6800000,4321500000,2022
2,7080000,16990000,4111100000,2024
2,13820000,19030000,4211000000,2023
1,6690000,24780000,4273000000,2024
2,10580000,23560000,4146510700,2023
1,25800000,10840000,4432610000,2021
1,36350000,4210000,4321500000,2021
2,25970000,23420000,4432610000,2024
1,46460000,26420000,4280000000,2022
2,44800000,2870000,4111100000,2020
2,11950000,24460000,4321500000,2022
1,6830000,23790000,4280000000,2022
1,8570000,8120000,4146510700,2020
2,19360000,11880000,4146510700,2021
1,14990000,21790000,4273000000,2021
1,34760000,6600000,4279000000,2020
1,31700000,16850000,4273000000,2023
2,950000,5400000,4211000000,2022
2,16990000,160000,4432610000,2024
1,21610000,28130000,4399000000,2021
2,49820000,1930000,4146510700,2024
2,40520000,4240000,4399000000,2020
2,32400000,2300000,4111100000,2024
2,10820000,5920000,4291000000,2024
2,16510000,20990000,4321500000,2022
1,31340000,6730000,4111100000,2020
1,32470000,2080000,4146510700,2024
1,22680000,19450000,4280000000,2021
2,32550000,3450000,4432610000,2020
2,18560000,29760000,4399000000,2021
1,38060000,7600000,4273000000,2023
2,26500000,25030000,4291000000,2024
1,21240000,1730000,4279000000,2020
1,44120000,5350000,4111100000,2021
1,1470000,11800000,4279000000,2024
2,9950000,6770000,4399000000,2022
2,15000000,8530000,4399000000,2021
1,25850000,5550000,4321500000,2021
1,33950000,7080000,4280000000,2023
1,26200000,6820000,4280000000,2022
1,28040000,11760000,4211000000,2023
2,9550000,14710000,4273000000,2022
2,24330000,14880000,4146510700,2021
1,14720000,12360000,4146510700,2023
1,14160000,22980000,4399000000,2024
