연번,호선,고유역번호(외부역코드),역명,수송연월,승하차인원수
140,5,2531,애오개,2023-01,349662
141,5,2532,충정로(5),2023-01,232651
142,5,2533,서대문,2023-01,969536
143,5,2534,광화문,2023-01,1699444
144,5,2535,종로3가(5),2023-01,777331
145,5,2536,을지로4가(5),2023-01,329298
146,5,2537,동대문역사문화공원(5),2023-01,176831
147,5,2538,청구(5),2023-01,197332
148,5,2539,신금호,2023-01,339455
149,5,2540,행당,2023-01,409537
150,5,2541,왕십리(5),2023-01,268167
151,5,2542,마장,2023-01,310222
152,5,2543,답십리,2023-01,851383
153,5,2544,장한평,2023-01,988937
154,5,2545,군자(5),2023-01,652659
155,5,2546,아차산,2023-01,773671
156,5,2547,광나루,2023-01,697332
157,5,2548,천호(5),2023-01,1026089
158,5,2549,강동,2023-01,970185
159,5,2550,길동,2023-01,445367
160,5,2551,굽은다리,2023-01,513634
161,5,2552,명일,2023-01,475584
162,5,2553,고덕,2023-01,506970
163,5,2554,상일동,2023-01,751203
164,5,2555,둔촌동,2023-01,461567
165,5,2556,올림픽공원(5),2023-01,224600
166,5,2557,방이,2023-01,396927
167,5,2558,오금(5),2023-01,182124
168,5,2559,개롱,2023-01,338403
169,5,2560,거여,2023-01,518027
170,5,2561,마천,2023-01,385426
171,5,2562,강일,2023-01,265923
172,5,2563,미사,2023-01,932226
173,5,2564,하남풍산,2023-01,234418
174,5,2565,하남시청,2023-01,400875
175,5,2566,하남검단산,2023-01,347335
176,6,2611,응암,2023-01,943280
177,6,2612,역촌,2023-01,217702
178,6,2613,불광(6),2023-01,238608
179,6,2614,독바위,2023-01,150709
180,6,2616,구산,2023-01,362584
181,6,2617,새절,2023-01,646623
182,6,2618,증산,2023-01,530907
183,6,2619,디지털미디어시티(6),2023-01,788841
184,6,2620,월드컵경기장,2023-01,241674
185,6,2621,마포구청,2023-01,720399
186,6,2622,망원,2023-01,836391
187,6,2623,합정(6),2023-01,750484
188,6,2624,상수,2023-01,569084
189,6,2625,광흥창,2023-01,468303
190,6,2626,대흥,2023-01,443565
191,6,2627,공덕(6),2023-01,952760
192,6,2628,효창공원앞,2023-01,354070
193,6,2629,삼각지(6),2023-01,354004
194,6,2630,녹사평,2023-01,256537
195,6,2631,이태원,2023-01,572674
196,6,2632,한강진,2023-01,530729
197,6,2633,버티고개,2023-01,114632
198,6,2634,약수(6),2023-01,191746
199,6,2635,청구(6),2023-01,196201
200,6,2636,신당(6),2023-01,433922
201,6,2637,동묘앞(6),2023-01,440158
202,6,2638,창신,2023-01,166342
203,6,2639,보문,2023-01,388155
204,6,2640,안암,2023-01,549577
205,6,2641,고려대,2023-01,419176
206,6,2642,월곡,2023-01,601466
207,6,2643,상월곡,2023-01,315300
208,6,2644,돌곶이,2023-01,502012
209,6,2645,석계(6),2023-01,658907
210,6,2646,태릉입구(6),2023-01,312644
211,6,2647,화랑대,2023-01,527074
212,6,2648,봉화산,2023-01,462850
213,7,2711,장암,2023-01,87616
214,7,2712,도봉산(7),2023-01,500231
215,7,2713,수락산,2023-01,671942
216,7,2714,마들,2023-01,680259
217,7,2715,노원(7),2023-01,1128121
218,7,2716,중계,2023-01,719369
219,7,2717,하계,2023-01,917544
220,7,2718,공릉,2023-01,619820
221,7,2719,태릉입구(7),2023-01,452096
222,7,2720,먹골,2023-01,546358
223,7,2721,중화,2023-01,564817
224,7,2722,상봉(7),2023-01,907442
225,7,2723,면목,2023-01,788682
226,7,2724,사가정,2023-01,863014
227,7,2725,용마산,2023-01,311873
228,7,2726,중곡,2023-01,554390
229,7,2727,군자(7),2023-01,734762
230,7,2728,어린이대공원,2023-01,690120
231,7,2729,건대입구(7),2023-01,742486
232,7,2730,뚝섬유원지,2023-01,432755
233,7,2731,청담,2023-01,1051465
234,7,2732,강남구청,2023-01,898714
235,7,2733,학동,2023-01,1249114
236,7,2734,논현,2023-01,971753
237,7,2735,반포,2023-01,316792
238,7,2736,고속터미널(7),2023-01,899605
239,7,2737,내방,2023-01,765413
240,7,2738,이수(7),2023-01,852233
241,7,2739,남성,2023-01,577454
242,7,2740,숭실대입구,2023-01,634191
243,7,2741,상도,2023-01,579026
244,7,2742,장승배기,2023-01,484076
245,7,2743,신대방삼거리,2023-01,785154
246,7,2744,보라매,2023-01,384051
247,7,2745,신풍,2023-01,605606
248,7,2746,대림(7),2023-01,510102
249,7,2747,남구로,2023-01,833696
250,7,2748,가산디지털단지(7),2023-01,2181943
251,7,2749,철산,2023-01,1155379
252,7,2750,광명사거리,2023-01,1161606
253,7,2751,천왕,2023-01,589697
254,7,2752,온수(7),2023-01,487502
255,8,2811,암사,2023-01,957805
256,8,2812,천호(8),2023-01,873059
257,8,2813,강동구청,2023-01,566639
258,8,2814,몽촌토성,2023-01,349411
259,8,2815,잠실(8),2023-01,985246
260,8,2816,석촌(8),2023-01,459386
261,8,2817,송파,2023-01,476882
262,8,2818,가락시장(8),2023-01,453398
263,8,2819,문정,2023-01,1090701
264,8,2820,장지,2023-01,905175
265,8,2821,복정(8),2023-01,439669
266,8,2822,산성,2023-01,277555
267,8,2823,남한산성입구,2023-01,665968
268,8,2824,단대오거리,2023-01,618682
269,8,2825,신흥,2023-01,288915
270,8,2826,수진,2023-01,281841
271,8,2827,모란(8),2023-01,241622
272,8,2828,남위례,2023-01,330177
273,9,4126,언주,2023-01,337180
274,9,4127,선정릉,2023-01,296978
275,9,4128,삼성중앙,2023-01,232285
276,9,4129,봉은사,2023-01,595576
277,9,4130,종합운동장(9),2023-01,144859
278,9,4131,삼전,2023-01,246614
279,9,4132,석촌고분,2023-01,221537
280,9,4133,석촌(9),2023-01,293218
281,9,4134,송파나루,2023-01,195886
282,9,4135,한성백제,2023-01,95795
283,9,4136,올림픽공원(9),2023-01,246244
284,9,4137,둔촌오륜,2023-01,34176
285,9,4138,중앙보훈병원,2023-01,345407
286,1,150,서울역(1),2023-02,2827185
287,1,151,시청(1),2023-02,1361146
288,1,152,종각,2023-02,2084798
289,1,153,종로3가(1),2023-02,1467118
290,1,154,종로5가,2023-02,1352472
291,1,155,동대문(1),2023-02,627891
292,1,156,신설동(1),2023-02,740336
293,1,157,제기동,2023-02,974658
294,1,158,청량리,2023-02,1093497
295,1,159,동묘앞(1),2023-02,553265
296,2,201,시청(2),2023-02,1290679
297,2,202,을지로입구,2023-02,2449832
298,2,203,을지로3가(2),2023-02,1261950
299,2,204,을지로4가(2),2023-02,737733
300,2,205,동대문역사문화공원(2),2023-02,785176
301,2,206,신당(2),2023-02,805791
302,2,207,상왕십리,2023-02,754231
303,2,208,왕십리(2),2023-02,826454
304,2,209,한양대,2023-02,410756
305,2,210,뚝섬,2023-02,1270776
306,2,211,성수,2023-02,2269489
307,2,212,건대입구(2),2023-02,2141790
308,2,213,구의,2023-02,1293470
309,2,214,강변,2023-02,1755303
310,2,215,잠실나루,2023-02,767191
311,2,216,잠실(2),2023-02,4384299
312,2,217,잠실새내,2023-02,1231916
313,2,218,종합운동장(2),2023-02,458294
314,2,219,삼성,2023-02,2957737
315,2,220,선릉,2023-02,2759453
316,2,221,역삼,2023-02,2867692
317,2,222,강남,2023-02,4478821
318,2,223,교대(2),2023-02,1880740
319,2,224,서초,2023-02,1176442
320,2,225,방배,2023-02,868614
321,2,226,사당(2),2023-02,2357896
322,2,227,낙성대,2023-02,1475942
323,2,228,서울대입구,2023-02,2541848
324,2,229,봉천,2023-02,1268375
325,2,230,신림,2023-02,3078642
326,2,231,신대방,2023-02,1372977
327,2,232,구로디지털단지,2023-02,3144399
328,2,233,대림(2),2023-02,1352924
329,2,234,신도림,2023-02,2769879
330,2,235,문래,2023-02,1199068
331,2,236,영등포구청(2),2023-02,1188077
332,2,237,당산,2023-02,1076859
333,2,238,합정(2),2023-02,1954866
334,2,239,홍대입구,2023-02,3957447
335,2,240,신촌,2023-02,2053645
336,2,241,이대,2023-02,808325
337,2,242,아현,2023-02,553158
338,2,243,충정로(2),2023-02,554690
339,2,244,용답,2023-02,157791
340,2,245,신답,2023-02,98077
341,2,246,신설동(2),2023-02,212719
342,2,247,도림천,2023-02,72778
343,2,248,양천구청,2023-02,388902
344,2,249,신정네거리,2023-02,573434
345,2,250,용두,2023-02,132002
346,3,309,지축,2023-02,333297
347,3,310,구파발,2023-02,1131553
348,3,311,연신내(3),2023-02,1868106
349,3,312,불광(3),2023-02,926239
350,3,313,녹번,2023-02,793419
351,3,314,홍제,2023-02,936142
352,3,315,무악재,2023-02,233216
353,3,316,독립문,2023-02,408620
354,3,317,경복궁,2023-02,1234784
355,3,318,안국,2023-02,1408690
356,3,319,종로3가(3),2023-02,594372
357,3,320,을지로3가(3),2023-02,603646
358,3,322,동대입구,2023-02,490129
359,3,323,약수(3),2023-02,694119
360,3,324,금호,2023-02,421412
361,3,325,옥수,2023-02,502438
362,3,326,압구정,2023-02,1839987
363,3,327,신사,2023-02,1675373
364,3,328,잠원,2023-02,258337
365,3,329,고속터미널(3),2023-02,2688754
366,3,330,교대(3),2023-02,648487
367,3,331,남부터미널,2023-02,1709806
368,3,332,양재,2023-02,2067951
369,3,333,매봉,2023-02,634102
370,3,334,도곡,2023-02,283810
371,3,335,대치,2023-02,666559
372,3,336,학여울,2023-02,142272
373,3,337,대청,2023-02,528833
374,3,338,일원,2023-02,553284
375,3,339,수서,2023-02,1026800
376,3,340,가락시장(3),2023-02,490266
377,3,341,경찰병원,2023-02,396809
378,3,342,오금(3),2023-02,322797
379,4,409,당고개,2023-02,482969
380,4,410,상계,2023-02,993926
381,4,411,노원(4),2023-02,1121860
382,4,412,창동,2023-02,1411295
383,4,413,쌍문,2023-02,1510958
384,4,414,수유,2023-02,1858033
385,4,415,미아,2023-02,788937
386,4,416,미아사거리,2023-02,1459470
387,4,417,길음,2023-02,1107513
388,4,418,성신여대입구,2023-02,1076685
389,4,419,한성대입구,2023-02,692631
390,4,420,혜화,2023-02,2022175
391,4,421,동대문(4),2023-02,1058670
392,4,422,동대문역사문화공원(4),2023-02,874548
393,4,423,충무로(4),2023-02,1420662
394,4,424,명동,2023-02,1483928
395,4,425,회현,2023-02,1396573
396,4,426,서울역(4),2023-02,892596
397,4,427,숙대입구,2023-02,728504
398,4,428,삼각지(4),2023-02,358174
399,4,429,신용산,2023-02,1036975
400,4,430,이촌,2023-02,589031
401,4,431,동작,2023-02,104436
402,4,432,이수(총신대입구),2023-02,1081261
403,4,433,사당(4),2023-02,1406097
404,4,434,남태령,2023-02,67586
405,5,2511,방화,2023-02,358642
406,5,2512,개화산,2023-02,305451
407,5,2513,김포공항(5),2023-02,430397
408,5,2514,송정,2023-02,342713
409,5,2515,마곡,2023-02,577466
410,5,2516,발산,2023-02,1175382
411,5,2517,우장산,2023-02,765439
412,5,2518,화곡,2023-02,1503667
413,5,2519,까치산(5),2023-02,1526204
414,5,2520,신정,2023-02,659044
415,5,2521,목동,2023-02,918533
416,5,2522,오목교,2023-02,1219600
417,5,2523,양평(5),2023-02,392696
418,5,2524,영등포구청(5),2023-02,236547
419,5,2525,영등포시장,2023-02,603950
420,5,2526,신길(5),2023-02,238351
421,5,2527,여의도(5),2023-02,1530384
422,5,2528,여의나루,2023-02,668861
423,5,2529,마포,2023-02,777224
424,5,2530,공덕(5),2023-02,780845
425,5,2531,애오개,2023-02,355318
426,5,2532,충정로(5),2023-02,237612
427,5,2533,서대문,2023-02,997638
428,5,2534,광화문,2023-02,1720050
429,5,2535,종로3가(5),2023-02,807088
430,5,2536,을지로4가(5),2023-02,344608
431,5,2537,동대문역사문화공원(5),2023-02,179433
432,5,2538,청구(5),2023-02,203213
433,5,2539,신금호,2023-02,343128
434,5,2540,행당,2023-02,410227
435,5,2541,왕십리(5),2023-02,272749
436,5,2542,마장,2023-02,302816
437,5,2543,답십리,2023-02,860497
438,5,2544,장한평,2023-02,1019040
439,5,2545,군자(5),2023-02,669326
440,5,2546,아차산,2023-02,797629
441,5,2547,광나루,2023-02,729170
442,5,2548,천호(5),2023-02,1054470
443,5,2549,강동,2023-02,979384
444,5,2550,길동,2023-02,448056
445,5,2551,굽은다리,2023-02,509991
446,5,2552,명일,2023-02,488785
447,5,2553,고덕,2023-02,525935
448,5,2554,상일동,2023-02,764635
449,5,2555,둔촌동,2023-02,475579
450,5,2556,올림픽공원(5),2023-02,226806
451,5,2557,방이,2023-02,401843
452,5,2558,오금(5),2023-02,188116
453,5,2559,개롱,2023-02,352894
454,5,2560,거여,2023-02,527624
455,5,2561,마천,2023-02,396463
456,5,2562,강일,2023-02,276964
457,5,2563,미사,2023-02,951169
458,5,2564,하남풍산,2023-02,237004
459,5,2565,하남시청,2023-02,413332
460,5,2566,하남검단산,2023-02,353197
461,6,2611,응암,2023-02,950418
462,6,2612,역촌,2023-02,218259
463,6,2613,불광(6),2023-02,244527
464,6,2614,독바위,2023-02,152302
465,6,2616,구산,2023-02,370388
466,6,2617,새절,2023-02,654518
467,6,2618,증산,2023-02,536933
468,6,2619,디지털미디어시티(6),2023-02,805706
469,6,2620,월드컵경기장,2023-02,271574
470,6,2621,마포구청,2023-02,732558
471,6,2622,망원,2023-02,849902
472,6,2623,합정(6),2023-02,776518
473,6,2624,상수,2023-02,571286
474,6,2625,광흥창,2023-02,482465
475,6,2626,대흥,2023-02,460577
476,6,2627,공덕(6),2023-02,988372
477,6,2628,효창공원앞,2023-02,364809
478,6,2629,삼각지(6),2023-02,373631
479,6,2630,녹사평,2023-02,269766
480,6,2631,이태원,2023-02,596209
481,6,2632,한강진,2023-02,608846
482,6,2633,버티고개,2023-02,116578
483,6,2634,약수(6),2023-02,197554
484,6,2635,청구(6),2023-02,202387
485,6,2636,신당(6),2023-02,448601
486,6,2637,동묘앞(6),2023-02,470120
487,6,2638,창신,2023-02,163495
488,6,2639,보문,2023-02,395790
489,6,2640,안암,2023-02,590225
490,6,2641,고려대,2023-02,436092
491,6,2642,월곡,2023-02,611071
492,6,2643,상월곡,2023-02,320739
493,6,2644,돌곶이,2023-02,500528
494,6,2645,석계(6),2023-02,663786
495,6,2646,태릉입구(6),2023-02,315407
496,6,2647,화랑대,2023-02,540446
497,6,2648,봉화산,2023-02,468231
498,7,2711,장암,2023-02,96679
499,7,2712,도봉산(7),2023-02,514721
500,7,2713,수락산,2023-02,690632
501,7,2714,마들,2023-02,685283
502,7,2715,노원(7),2023-02,1141888
503,7,2716,중계,2023-02,734912
504,7,2717,하계,2023-02,927338
505,7,2718,공릉,2023-02,650821
506,7,2719,태릉입구(7),2023-02,471370
507,7,2720,먹골,2023-02,550993
508,7,2721,중화,2023-02,572480
509,7,2722,상봉(7),2023-02,919096
510,7,2723,면목,2023-02,798502
511,7,2724,사가정,2023-02,873409
512,7,2725,용마산,2023-02,314626
513,7,2726,중곡,2023-02,563702
514,7,2727,군자(7),2023-02,741558
515,7,2728,어린이대공원,2023-02,711362
516,7,2729,건대입구(7),2023-02,741652
517,7,2730,뚝섬유원지,2023-02,453196
518,7,2731,청담,2023-02,1090803
519,7,2732,강남구청,2023-02,931245
520,7,2733,학동,2023-02,1283672
521,7,2734,논현,2023-02,988671
522,7,2735,반포,2023-02,326423
523,7,2736,고속터미널(7),2023-02,886850
524,7,2737,내방,2023-02,776361
525,7,2738,이수(7),2023-02,862777
526,7,2739,남성,2023-02,584568
527,7,2740,숭실대입구,2023-02,646418
528,7,2741,상도,2023-02,589059
529,7,2742,장승배기,2023-02,489286
530,7,2743,신대방삼거리,2023-02,790954
531,7,2744,보라매,2023-02,391264
532,7,2745,신풍,2023-02,611888
533,7,2746,대림(7),2023-02,479433
534,7,2747,남구로,2023-02,820460
535,7,2748,가산디지털단지(7),2023-02,2209486
536,7,2749,철산,2023-02,1165426
537,7,2750,광명사거리,2023-02,1151645
538,7,2751,천왕,2023-02,593030
539,7,2752,온수(7),2023-02,490029
540,8,2811,암사,2023-02,961634
541,8,2812,천호(8),2023-02,883497
542,8,2813,강동구청,2023-02,570881
543,8,2814,몽촌토성,2023-02,357264
544,8,2815,잠실(8),2023-02,970815
545,8,2816,석촌(8),2023-02,465634
546,8,2817,송파,2023-02,476049
547,8,2818,가락시장(8),2023-02,445847
548,8,2819,문정,2023-02,1127012
549,8,2820,장지,2023-02,910189
550,8,2821,복정(8),2023-02,452767
551,8,2822,산성,2023-02,284996
552,8,2823,남한산성입구,2023-02,678925
553,8,2824,단대오거리,2023-02,642461
554,8,2825,신흥,2023-02,293170
555,8,2826,수진,2023-02,282528
556,8,2827,모란(8),2023-02,247737
557,8,2828,남위례,2023-02,349595
558,9,4126,언주,2023-02,347001
559,9,4127,선정릉,2023-02,308276
560,9,4128,삼성중앙,2023-02,235875
561,9,4129,봉은사,2023-02,641771
562,9,4130,종합운동장(9),2023-02,150893
563,9,4131,삼전,2023-02,249129
564,9,4132,석촌고분,2023-02,226072
565,9,4133,석촌(9),2023-02,302980
566,9,4134,송파나루,2023-02,196614
567,9,4135,한성백제,2023-02,96701
568,9,4136,올림픽공원(9),2023-02,245624
569,9,4137,둔촌오륜,2023-02,36045
570,9,4138,중앙보훈병원,2023-02,357304
571,1,150,서울역(1),2023-03,3093973
572,1,151,시청(1),2023-03,1567670
573,1,152,종각,2023-03,2276610
574,1,153,종로3가(1),2023-03,1646375
575,1,154,종로5가,2023-03,1554321
576,1,155,동대문(1),2023-03,731842
577,1,156,신설동(1),2023-03,850933
578,1,157,제기동,2023-03,1110730
579,1,158,청량리,2023-03,1280250
580,1,159,동묘앞(1),2023-03,662901
581,2,201,시청(2),2023-03,1435386
582,2,202,을지로입구,2023-03,2769397
583,2,203,을지로3가(2),2023-03,1421532
584,2,204,을지로4가(2),2023-03,836074
585,2,205,동대문역사문화공원(2),2023-03,977085
586,2,206,신당(2),2023-03,922389
587,2,207,상왕십리,2023-03,864804
588,2,208,왕십리(2),2023-03,970911
589,2,209,한양대,2023-03,879126
590,2,210,뚝섬,2023-03,1440522
591,2,211,성수,2023-03,2461412
592,2,212,건대입구(2),2023-03,2435794
593,2,213,구의,2023-03,1446732
594,2,214,강변,2023-03,1898976
595,2,215,잠실나루,2023-03,888611
596,2,216,잠실(2),2023-03,4626330
597,2,217,잠실새내,2023-03,1395113
598,2,218,종합운동장(2),2023-03,562006
599,2,219,삼성,2023-03,3201062
600,2,220,선릉,2023-03,3033058
601,2,221,역삼,2023-03,3127871
602,2,222,강남,2023-03,4721435
603,2,223,교대(2),2023-03,2111251
604,2,224,서초,2023-03,1305817
605,2,225,방배,2023-03,1171931
606,2,226,사당(2),2023-03,2650982
607,2,227,낙성대,2023-03,1711639
608,2,228,서울대입구,2023-03,2944440
609,2,229,봉천,2023-03,1423503
610,2,230,신림,2023-03,3448408
611,2,231,신대방,2023-03,1573332
612,2,232,구로디지털단지,2023-03,3478036
613,2,233,대림(2),2023-03,1538069
614,2,234,신도림,2023-03,3068502
615,2,235,문래,2023-03,1327096
616,2,236,영등포구청(2),2023-03,1315205
617,2,237,당산,2023-03,1261358
618,2,238,합정(2),2023-03,2114012
619,2,239,홍대입구,2023-03,4406813
620,2,240,신촌,2023-03,2489603
621,2,241,이대,2023-03,1173269
622,2,242,아현,2023-03,664918
623,2,243,충정로(2),2023-03,626409
624,2,244,용답,2023-03,210954
625,2,245,신답,2023-03,111055
626,2,246,신설동(2),2023-03,246391
627,2,247,도림천,2023-03,82364
628,2,248,양천구청,2023-03,450142
629,2,249,신정네거리,2023-03,654486
630,2,250,용두,2023-03,152287
631,3,309,지축,2023-03,389673
632,3,310,구파발,2023-03,1299250
633,3,311,연신내(3),2023-03,2135549
634,3,312,불광(3),2023-03,1079869
635,3,313,녹번,2023-03,923987
636,3,314,홍제,2023-03,1111118
637,3,315,무악재,2023-03,270436
638,3,316,독립문,2023-03,492890
639,3,317,경복궁,2023-03,1589370
640,3,318,안국,2023-03,1672422
641,3,319,종로3가(3),2023-03,679249
642,3,320,을지로3가(3),2023-03,677197
643,3,322,동대입구,2023-03,703469
644,3,323,약수(3),2023-03,793530
645,3,324,금호,2023-03,482499
646,3,325,옥수,2023-03,580007
647,3,326,압구정,2023-03,2014143
648,3,327,신사,2023-03,1795533
649,3,328,잠원,2023-03,303728
650,3,329,고속터미널(3),2023-03,2893971
651,3,330,교대(3),2023-03,755607
652,3,331,남부터미널,2023-03,1871683
653,3,332,양재,2023-03,2318537
654,3,333,매봉,2023-03,721737
655,3,334,도곡,2023-03,335073
656,3,335,대치,2023-03,738630
657,3,336,학여울,2023-03,190384
658,3,337,대청,2023-03,616719
659,3,338,일원,2023-03,644613
660,3,339,수서,2023-03,1163128
661,3,340,가락시장(3),2023-03,550753
662,3,341,경찰병원,2023-03,442695
663,3,342,오금(3),2023-03,372637
664,4,409,당고개,2023-03,563626
665,4,410,상계,2023-03,1160836
666,4,411,노원(4),2023-03,1277272
667,4,412,창동,2023-03,1618312
668,4,413,쌍문,2023-03,1732048
669,4,414,수유,2023-03,2140346
670,4,415,미아,2023-03,948245
671,4,416,미아사거리,2023-03,1658091
672,4,417,길음,2023-03,1382079
673,4,418,성신여대입구,2023-03,1356481
674,4,419,한성대입구,2023-03,909674
675,4,420,혜화,2023-03,2293317
676,4,421,동대문(4),2023-03,1250862
677,4,422,동대문역사문화공원(4),2023-03,1053264
678,4,423,충무로(4),2023-03,1814833
679,4,424,명동,2023-03,2025248
680,4,425,회현,2023-03,1649677
681,4,426,서울역(4),2023-03,1007158
682,4,427,숙대입구,2023-03,941762
683,4,428,삼각지(4),2023-03,387135
684,4,429,신용산,2023-03,1138598
685,4,430,이촌,2023-03,582264
686,4,431,동작,2023-03,132843
687,4,432,이수(총신대입구),2023-03,1232806
688,4,433,사당(4),2023-03,1608387
689,4,434,남태령,2023-03,82013
690,5,2511,방화,2023-03,413746
691,5,2512,개화산,2023-03,348249
692,5,2513,김포공항(5),2023-03,462062
693,5,2514,송정,2023-03,385970
694,5,2515,마곡,2023-03,644422
695,5,2516,발산,2023-03,1301536
696,5,2517,우장산,2023-03,896610
697,5,2518,화곡,2023-03,1726172
698,5,2519,까치산(5),2023-03,1729691
699,5,2520,신정,2023-03,751155
700,5,2521,목동,2023-03,1053597
701,5,2522,오목교,2023-03,1377925
702,5,2523,양평(5),2023-03,438021
703,5,2524,영등포구청(5),2023-03,265957
704,5,2525,영등포시장,2023-03,683944
705,5,2526,신길(5),2023-03,278002
706,5,2527,여의도(5),2023-03,1693423
707,5,2528,여의나루,2023-03,1011681
