인허가일자,상태코드,폐업일자,사업장명,구명,동명,설립년도,폐업년도,영업기간,영업일수
20020530,1,20211130,빵나라베이커리,용산구,이태원동,2002,2021,20,7124
20161121,1,20211130,르시앙블랑,용산구,용산동2가,2016,2021,6,1835
20170102,1,20211130,비엔디 베이커리,용산구,이촌동,2017,2021,5,1793
20170123,1,20211130,이스탄불딜라이트 2호점,용산구,한남동,2017,2021,5,1772
20170228,1,20211130,브레드웨이,용산구,갈월동,2017,2021,5,1736
19941214,1,20211130,파리바게뜨 안암역점,성북구,안암동5가,1994,2021,28,9848
20100308,1,20211130,굿베이커리(불광점),은평구,불광동,2010,2021,12,4285
19950504,1,20211130,정승만베이커리,성북구,하월곡동,1995,2021,27,9707
20160926,1,20211130,그리다디저트컴퍼니,용산구,이태원동,2016,2021,6,1891
20171116,1,20211130,식빵공방,용산구,청파동2가,2017,2021,5,1475
20100408,1,20211130,수가 만든 빵,은평구,구산동,2010,2021,12,4254
20140102,1,20211130,델리베이커리,용산구,갈월동,2014,2021,8,2889
20010629,1,20211130,빵굽는사랑방,은평구,증산동,2001,2021,21,7459
20070410,1,20211130,뚜레쥬르 불광아울렛점(2),은평구,대조동,2007,2021,15,5348
20100622,1,20211130,바로굼빵터,은평구,구산동,2010,2021,12,4179
20070423,1,20211130,파리바게뜨(역말사거리점),은평구,역촌동,2007,2021,15,5335
20070828,1,20211130,파리바게뜨 대림시장점,은평구,응암동,2007,2021,15,5208
19950328,1,20211130,빵마을,용산구,용문동,1995,2021,27,9744
20010416,1,20211130,준베이커리,은평구,수색동,2001,2021,21,7533
20000308,1,20211130,파리바게뜨불광점,은평구,불광동,2000,2021,22,7937
20100322,1,20211130,파리바게트남영역점,용산구,갈월동,2010,2021,12,4271
20070611,1,20211130,파리바게뜨 은평행복점,은평구,응암동,2007,2021,15,5286
20000916,1,20211130,파리바게뜨,용산구,산천동,2000,2021,22,7745
20010228,1,20211130,파리바게뜨,용산구,효창동,2001,2021,21,7580
20060524,1,20211130,바로굼빵터,은평구,대조동,2006,2021,16,5669
20121121,1,20211130,파리바게트,용산구,한강로2가,2012,2021,10,3296
20121122,1,20211130,아티장베이커스,용산구,한남동,2012,2021,10,3295
20170323,1,20211130,더베이크드바이셰프리(THE BAKED BY CHEF LEE),용산구,동빙고동,2017,2021,5,1713
20041222,1,20211130,파리바게트(불광현대),은평구,불광동,2004,2021,18,6187
20051021,1,20211130,뚜레쥬르,은평구,증산동,2005,2021,17,5884
20011126,1,20211130,블랑제리 은평점,은평구,응암동,2001,2021,21,7309
20150304,1,20211130,(주)신세계푸드밀크앤허니용산점,용산구,한강로3가,2015,2021,7,2463
19821215,1,20211130,주재근베이커리,용산구,보광동,1982,2021,40,14230
19860821,1,20211130,파리크라상,용산구,이촌동,1986,2021,36,12885
19861027,1,20211130,케익하우스미호,용산구,용문동,1986,2021,36,12818
20101103,1,20211130,칸베이커리,은평구,대조동,2010,2021,12,4045
20101117,1,20211130,뚜레쥬르 불광 현대점,은평구,불광동,2010,2021,12,4031
20090518,1,20211130,파리바게뜨도원삼성점,용산구,도원동,2009,2021,13,4579
20090519,1,20211130,파리바게뜨도원삼성점,용산구,도원동,2009,2021,13,4578
20120221,1,20211130,베이커리오월의종,용산구,한남동,2012,2021,10,3570
20040901,1,20211130,파리바게뜨(용산후암점),용산구,후암동,2004,2021,18,6299
20041006,1,20211130,밀크앤허니 용산점(Milk&Honey),용산구,한강로3가,2004,2021,18,6264
19801024,1,20211130,초이1982,용산구,이촌동,1980,2021,42,15012
19960314,1,20211130,빵굽는쉐프의꿈,용산구,용산동2가,1996,2021,26,9392
20170427,1,20211130,블록베이커리 길음점,성북구,길음동,2017,2021,5,1678
20170612,1,20211130,빵빵한연구소,성북구,삼선동2가,2017,2021,5,1632
20170725,1,20211130,봄눈슬듯,성북구,길음동,2017,2021,5,1589
20160601,1,20211130,키다리 아저씨,은평구,대조동,2016,2021,6,2008
20000508,1,20211130,고대빵,성북구,안암동5가,2000,2021,22,7876
20091211,1,20211130,파리바게뜨 신촌2호점,서대문구,창천동,2009,2021,13,4372
20180208,1,20211130,산토리니의하루,은평구,진관동,2018,2021,4,1391
20180314,1,20211130,"꽃,가루",은평구,역촌동,2018,2021,4,1357
20180326,1,20211130,NoBS(놉스),은평구,진관동,2018,2021,4,1345
20100203,1,20211130,파리바게뜨연희안산점,서대문구,연희동,2010,2021,12,4318
20151007,1,20211130,파리바게트 홍제역점,서대문구,홍제동,2015,2021,7,2246
20170921,1,20211130,꽃피운달,은평구,진관동,2017,2021,5,1531
20171025,1,20211130,팡야 빵야,은평구,녹번동,2017,2021,5,1497
20171122,1,20211130,베이커리 프랑세즈,은평구,불광동,2017,2021,5,1469
20180108,1,20211130,화선베이커리,은평구,대조동,2018,2021,4,1422
20180117,1,20211130,폼드팡 불광점,은평구,대조동,2018,2021,4,1413
20180131,1,20211130,정민베이커리,은평구,대조동,2018,2021,4,1399
20140313,1,20211130,코코브레드,은평구,녹번동,2014,2021,8,2819
20140416,1,20211130,파리바게뜨 서부병원점,은평구,응암동,2014,2021,8,2785
20140425,1,20211130,JY슈가룸,은평구,대조동,2014,2021,8,2776
20030630,1,20211130,파리바깨드월곡두산,성북구,하월곡동,2003,2021,19,6728
20030825,1,20211130,장베이커리,성북구,하월곡동,2003,2021,19,6672
20031117,1,20211130,아리랑 빵집,성북구,동선동4가,2003,2021,19,6588
20021130,1,20211130,빵굼터착한빵집,성북구,동소문동5가,2002,2021,20,6940
19991220,1,20211130,파리바게트(정릉청수점),성북구,정릉동,1999,2021,23,8016
20000303,1,20211130,파리바게트(길음역점),성북구,길음동,2000,2021,22,7942
20071009,1,20211130,파리바게뜨 길음래미안점,성북구,길음동,2007,2021,15,5166
20071030,1,20211130,나폴레옹,성북구,성북동1가,2007,2021,15,5145
20080121,1,20211130,파리바게트 한성대역점,성북구,동소문동1가,2008,2021,14,5062
20130222,1,20211130,복고다방,성북구,종암동,2013,2021,9,3203
20130717,1,20211130,샤뽀블랑,성북구,성북동,2013,2021,9,3058
20141204,1,20211130,슬로우브레드파파,성북구,동선동2가,2014,2021,8,2553
20150105,1,20211130,파리바게뜨 장위참누리점,성북구,장위동,2015,2021,7,2521
20150202,1,20211130,파리바게뜨 정릉서경점,성북구,정릉동,2015,2021,7,2493
20140804,1,20211130,다온브레드,은평구,진관동,2014,2021,8,2675
20160510,1,20211130,오해피 투게더,은평구,구산동,2016,2021,6,2030
20080905,1,20211130,뚜레쥬르(종암노블레스),성북구,종암동,2008,2021,14,4834
20100528,1,20211130,파리바게트,성북구,하월곡동,2010,2021,12,4204
20100531,1,20211130,몽블랑제(주)월곡점,성북구,하월곡동,2010,2021,12,4201
20160421,1,20211130,크리스피파이 은평뉴타운점,은평구,진관동,2016,2021,6,2049
20160422,1,20211130,디저트플러스,은평구,신사동,2016,2021,6,2048
20100809,1,20211130,뚜레쥬르(길음뉴타운점),성북구,길음동,2010,2021,12,4131
20130103,1,20211130,메종 드 루즈,성북구,동선동2가,2013,2021,9,3253
20130124,1,20211130,마일라,성북구,하월곡동,2013,2021,9,3232
20130207,1,20211130,주스쿠키,성북구,삼선동1가,2013,2021,9,3218
20160425,1,20211130,Happy 310,은평구,대조동,2016,2021,6,2045
20160630,1,20211130,이지바이,은평구,신사동,2016,2021,6,1979
20160704,1,20211130,브레덴코 응암점,은평구,역촌동,2016,2021,6,1975
20160708,1,20211130,애니버서리,은평구,응암동,2016,2021,6,1971
20160718,1,20211130,LA FLANERIE(라플라느리),은평구,갈현동,2016,2021,6,1961
19830914,1,20211130,송베이커리,은평구,구산동,1983,2021,39,13957
19861018,1,20211130,하얀풍차,은평구,갈현동,1986,2021,36,12827
20130527,1,20211130,비올렛베이커리,은평구,응암동,2013,2021,9,3109
20130710,1,20211130,꽈배기나라,은평구,녹번동,2013,2021,9,3065
20130823,1,20211130,베이커스 에비뉴,은평구,응암동,2013,2021,9,3021
20131106,1,20211130,파리바게트(은평진관점),은평구,진관동,2013,2021,9,2946
20160930,1,20211130,브레드앤밀 은평,은평구,불광동,2016,2021,6,1887
20091210,1,20211130,파리바게뜨(석계두산점),성북구,석관동,2009,2021,13,4373
20110228,1,20211130,파리바게뜨까페하월곡동일점,성북구,하월곡동,2011,2021,11,3928
19820330,1,20211130,모닝베이커리,성북구,정릉동,1982,2021,40,14490
20180403,1,20211130,이루카 베이커리,성북구,정릉동,2018,2021,4,1337
20180717,1,20211130,더르빵,성북구,하월곡동,2018,2021,4,1232
20010627,1,20211130,파리바게트가좌중앙점,서대문구,북가좌동,2001,2021,21,7461
20010705,1,20211130,뚜레쥬르 독립문,서대문구,영천동,2001,2021,21,7453
20100325,1,20211130,파리바게트홍은벽산,서대문구,홍은동,2010,2021,12,4268
19700418,1,20211130,파리바게뜨 정릉점,성북구,정릉동,1970,2021,52,18854
20110309,1,20211130,파리바게뜨(정릉국민대점),성북구,정릉동,2011,2021,11,3919
20110321,1,20211130,그랑프리,성북구,정릉동,2011,2021,11,3907
20110615,1,20211130,파리바게뜨 장위동방점,성북구,장위동,2011,2021,11,3821
20110914,1,20211130,비알코리아(주) 던킨도너츠 성신여대역사점,성북구,동선동4가,2011,2021,11,3730
20110923,1,20211130,뚜레쥬르(아리랑삼거리점),성북구,정릉동,2011,2021,11,3721
20111021,1,20211130,몽 블랑제(Mon Boulanger),성북구,길음동,2011,2021,11,3693
19830112,1,20211130,진미당,성북구,상월곡동,1983,2021,39,14202
20101125,1,20211130,뚜레주르보문역점,성북구,보문동2가,2010,2021,12,4023
20101208,1,20211130,뚜레쥬르동선브라운스톤점,성북구,동소문동7가,2010,2021,12,4010
20120403,1,20211130,부자당,성북구,석관동,2012,2021,10,3528
20020502,1,20211130,파리바게뜨 동덕여대점,성북구,하월곡동,2002,2021,20,7152
20151202,1,20211130,던킨도너츠 연신내역사점,은평구,갈현동,2015,2021,7,2190
20160112,1,20211130,로드리스 베이커리,은평구,녹번동,2016,2021,6,2149
20160211,1,20211130,블랑제리,은평구,응암동,2016,2021,6,2119
20061103,1,20211130,고대빵,성북구,안암동5가,2006,2021,16,5506
20061206,1,20211130,파리바게뜨(종암사거리점),성북구,종암동,2006,2021,16,5473
20120220,1,20211130,(주)신세계푸드 이베이커리 미아점,성북구,길음동,2012,2021,10,3571
20120309,1,20211130,빵이 가득한 집,성북구,석관동,2012,2021,10,3553
20161212,1,20211130,파리바게트 정릉국민대점 2호,성북구,정릉동,2016,2021,6,1814
20161228,1,20211130,팔공티 성신여대점,성북구,동선동1가,2016,2021,6,1798
20170113,1,20211130,쥬르드쥬아,성북구,정릉동,2017,2021,5,1782
20120529,1,20211130,(주)신세계푸드 이베이커리 하월곡점,성북구,하월곡동,2012,2021,10,3472
20150526,1,20211130,빵굽는아저씨,성북구,동소문동2가,2015,2021,7,2380
20150625,1,20211130,파리바게뜨 아리랑고개점,성북구,돈암동,2015,2021,7,2350
20150806,1,20211130,홈플러스베이커리(주)보문점,성북구,보문동7가,2015,2021,7,2308
20161117,1,20211130,안스베이커리,은평구,진관동,2016,2021,6,1839
20161118,1,20211130,도레도레 롯데몰 은평점,은평구,진관동,2016,2021,6,1838
20161213,1,20211130,카페 1981 은평지점,은평구,진관동,2016,2021,6,1813
20161006,1,20211130,띠에르노 과자점,은평구,수색동,2016,2021,6,1881
20131209,1,20211130,비나케이크,성북구,보문동1가,2013,2021,9,2913
20100512,1,20211130,파리바게뜨,서대문구,냉천동,2010,2021,12,4220
20161031,1,20211130,베이커리 카페 몽소,은평구,신사동,2016,2021,6,1856
20151002,1,20211130,파리바게뜨 연세대학교점,서대문구,신촌동,2015,2021,7,2251
20140707,1,20211130,포노포노,성북구,길음동,2014,2021,8,2703
20140718,1,20211130,뚜레쥬르상월곡역,성북구,석관동,2014,2021,8,2692
20090105,1,20211130,씨유 장위동방점,성북구,장위동,2009,2021,13,4712
19990903,1,20211130,뚜레쥬르.시카고,서대문구,남가좌동,1999,2021,23,8124
20090414,1,20211130,파리바게트(동소문한신점),성북구,돈암동,2009,2021,13,4613
20141008,1,20211130,꽈배기나라 2호점,은평구,응암동,2014,2021,8,2610
20170731,1,20211130,파리바게뜨 독바위역점,은평구,불광동,2017,2021,5,1583
20170803,1,20211130,프라빈커피&데일리브레드 독바위역점,은평구,불광동,2017,2021,5,1580
20170816,1,20211130,브레드 제플린,은평구,진관동,2017,2021,5,1567
20160721,1,20211130,쿠아레 비,은평구,역촌동,2016,2021,6,1958
20160801,1,20211130,던킨도너츠 구파발역점,은평구,진관동,2016,2021,6,1947
20070424,1,20211130,라본느타르트(맛있는파이),서대문구,대신동,2007,2021,15,5334
20130410,1,20211130,위싱 케이크,은평구,불광동,2013,2021,9,3156
20171205,1,20211130,우리동네 식빵,서대문구,북가좌동,2017,2021,5,1456
20010825,1,20211130,베즐리 미아점,성북구,길음동,2001,2021,21,7402
20090818,1,20211130,파리바게뜨연희점,서대문구,연희동,2009,2021,13,4487
19991123,1,20211130,빠네뜨리과자점,서대문구,북아현동,1999,2021,23,8043
20000417,1,20211130,파리바게뜨,서대문구,홍제동,2000,2021,22,7897
20170208,1,20211130,판테레체,성북구,동소문동7가,2017,2021,5,1756
20010213,1,20211130,뚜레쥬르카페 안암역점,성북구,안암동5가,2001,2021,21,7595
20151106,1,20211130,앤티앤스,서대문구,대현동,2015,2021,7,2216
20000513,1,20211130,파파브레드,서대문구,북아현동,2000,2021,22,7871
19810204,1,20211130,뚜레쥬르(종암점),성북구,종암동,1981,2021,41,14909
20110117,1,20211130,파리바게뜨후암신흥점,용산구,후암동,2011,2021,11,3970
20180614,1,20211130,빠띠델리,용산구,한강로2가,2018,2021,4,1265
20180712,1,20211130,비어드파파,용산구,동자동,2018,2021,4,1237
20180716,1,20211130,코레일유통(주)앤티앤스프레즐서울역점,용산구,동자동,2018,2021,4,1233
20180724,1,20211130,쁘앙집,용산구,서계동,2018,2021,4,1225
20031126,1,20211130,(주)파리크라상 샌드위치 서울역점,용산구,동자동,2003,2021,19,6579
20031126,1,20211130,(주)파리크라상 서울역점,용산구,동자동,2003,2021,19,6579
20040225,1,20211130,파리바게뜨 원효로1가점,용산구,원효로1가,2004,2021,18,6488
19830509,1,20211130,독일베이커리,성북구,길음동,1983,2021,39,14085
20071008,1,20211130,패션5(Passion5)한남점,용산구,한남동,2007,2021,15,5167
20091013,1,20211130,파리바게트 엘에스점,용산구,한강로2가,2009,2021,13,4431
20100707,1,20211130,뚜레쥬르용산리첸시아점,용산구,원효로1가,2010,2021,12,4164
20020814,1,20211130,파리바게뜨(월곡동아지점),성북구,상월곡동,2002,2021,20,7048
20020829,1,20211130,황준호베이커리,성북구,안암동5가,2002,2021,20,7033
20060508,1,20211130,파리바게뜨(불광역점),은평구,녹번동,2006,2021,16,5685
20171215,1,20211130,청춘식빵,서대문구,영천동,2017,2021,5,1446
19990811,1,20211130,파리바게뜨 아현점,서대문구,북아현동,1999,2021,23,8147
20160204,1,20211130,밀크앤허니,성북구,하월곡동,2016,2021,6,2126
20171214,1,20211130,지유가오카브레드,용산구,한강로3가,2017,2021,5,1447
20171215,1,20211130,쌀람베이커리,용산구,한남동,2017,2021,5,1446
20101213,1,20211130,굿베이커리,은평구,갈현동,2010,2021,12,4005
20060516,1,20211130,바로굼빵터,은평구,불광동,2006,2021,16,5677
20100910,1,20211130,코코호도 은평뉴타운점,은평구,진관동,2010,2021,12,4099
20100930,1,20211130,델리명과,은평구,응암동,2010,2021,12,4079
20101019,1,20211130,파리바게뜨은평뉴타운 5단지점,은평구,진관동,2010,2021,12,4060
20100106,1,20211130,파리바게뜨 은평뉴타운2지구점,은평구,진관동,2010,2021,12,4346
19961223,1,20211130,파리바게뜨은평신사점,은평구,신사동,1996,2021,26,9108
19800516,1,20211130,또래명과,성북구,장위동,1980,2021,42,15173
20150401,1,20211130,브래드05,용산구,이촌동,2015,2021,7,2435
20170904,1,20211130,코레일유통(주)뚜레쥬르,용산구,한강로3가,2017,2021,5,1548
20170907,1,20211130,그랜드머큐어 알라메종,용산구,한강로3가,2017,2021,5,1545
20030509,1,20211130,파리바게뜨,용산구,한남동,2003,2021,19,6780
20170427,1,20211130,크릉추어몽,용산구,한강로2가,2017,2021,5,1678
20100906,1,20211130,파리바게뜨 구산연서점,은평구,구산동,2010,2021,12,4103
19990722,1,20211130,파리바게뜨구산역점,은평구,대조동,1999,2021,23,8167
20031111,1,20211130,파리바게뜨,은평구,신사동,2003,2021,19,6594
20150522,1,20211130,외계인방앗간원효로,용산구,문배동,2015,2021,7,2384
20171027,1,20211130,뚜레쥬르이태원점,용산구,이태원동,2017,2021,5,1495
20090413,1,20211130,파리바게뜨 새절역점,은평구,신사동,2009,2021,13,4614
20090522,1,20211130,라임과자점,은평구,불광동,2009,2021,13,4575
20080616,1,20211130,코코호도(길음점),성북구,길음동,2008,2021,14,4915
20081203,1,20211130,파리바게트,은평구,진관동,2008,2021,14,4745
20000320,1,20211130,파리바게트,용산구,보광동,2000,2021,22,7925
20170508,1,20211130,코티지로프,용산구,도원동,2017,2021,5,1667
20170530,1,20211130,파티시에고재석,용산구,원효로2가,2017,2021,5,1645
20170626,1,20211130,언니의식빵가게용산점,용산구,원효로1가,2017,2021,5,1618
20170717,1,20211130,삼송빵집용산아이파크몰점,용산구,한강로3가,2017,2021,5,1597
20170804,1,20211130,롤링핀순천향서울병원점,용산구,한남동,2017,2021,5,1579
20160422,1,20211130,고대빵,성북구,안암동5가,2016,2021,6,2048
20160504,1,20211130,신라명과 길음뉴타운점,성북구,길음동,2016,2021,6,2036
20160512,1,20211130,밀곳간,성북구,성북동,2016,2021,6,2028
20160920,1,20211130,빵장수 단팥빵 성북구점,성북구,종암동,2016,2021,6,1897
19911114,1,20211130,와플하우스,용산구,청파동2가,1991,2021,31,10974
20030522,1,20211130,샹제르망,은평구,역촌동,2003,2021,19,6767
20030503,1,20211130,뚜레쥬르월곡두산점,성북구,하월곡동,2003,2021,19,6786
20020522,1,20211130,파리바게뜨 서부병원점,은평구,응암동,2002,2021,20,7132
20080222,1,20211130,파리바게뜨 연신내,은평구,갈현동,2008,2021,14,5030
20080519,1,20211130,파리바게트(불광로데오),은평구,대조동,2008,2021,14,4943
20091019,1,20211130,(주)신세계푸드 이베이커리 수색점,은평구,수색동,2009,2021,13,4425
20000510,1,20211130,피자마루,용산구,효창동,2000,2021,22,7874
19870303,1,20211130,파리바게뜨보문역점,성북구,보문동2가,1987,2021,35,12691
19981019,1,20211130,파리바게트 성신여대점,성북구,동선동1가,1998,2021,24,8443
20100624,1,20211130,빵이 가득한 집,용산구,후암동,2010,2021,12,4177
20170828,1,20211130,서대문 엄마손 꽈배기,서대문구,홍제동,2017,2021,5,1555
20111208,1,20211130,이지베이커리,성북구,정릉동,2011,2021,11,3645
20101001,1,20211130,빵이 가득한 집,용산구,용문동,2010,2021,12,4078
20080818,1,20211130,뚜레쥬르 은평뉴타운점,은평구,진관동,2008,2021,14,4852
20140924,1,20211130,아리랑,용산구,동자동,2014,2021,8,2624
