year,type,subject,score
2000,약사(4년제),약사관계법규,25
2000,약사(4년제),약사관계법규,25
2000,영양사                                  ,영양학,60
2000,영양사                                  ,식이요법,40
2000,영양사                                  ,생화학,20
2000,영양사                                  ,생리학,20
2000,영양사                                  ,식품위생 관계 법규,20
2000,영양사                                  ,식품학 및 조리원리,50
2000,영양사                                  ,단체급식관리,50
2000,영양사                                  ,식품위생학,20
2000,영양사                                  ,영양교육,20
2000,위생사                                  ,환경위생학,60
2000,위생사                                  ,위생곤충학,20
2000,위생사                                  ,위생관계법규,30
2000,위생사                                  ,공중보건학,40
2000,위생사                                  ,식품위생학,50
2000,위생사                                  ,2급위생사실기,100
2000,응급구조사1급                           ,1급응급구조사 실기,100
2000,응급구조사1급                           ,기초의학,40
2000,응급구조사1급                           ,응급의학총론,40
2000,응급구조사1급                           ,응급환자관리,40
2000,응급구조사1급                           ,임상응급의학,90
2000,응급구조사1급                           ,응급의료관련법령,30
2000,응급구조사2급                           ,2급응급구조사 실기,100
2000,응급구조사2급                           ,임상응급의학,50
2000,응급구조사2급                           ,응급의료장비운영,30
2000,응급구조사2급                           ,응급의학총론,40
2000,응급구조사2급                           ,응급환자관리,30
2000,의지보조기기사                          ,의지보조기기사 객관식 실기,30
2000,의지보조기기사                          ,운동·생체역학,20
2000,의지보조기기사                          ,재활공학·재료학,20
2000,의지보조기기사                          ,보건의료 관계 법규,20
2000,의지보조기기사                          ,보조기학,60
2000,의지보조기기사                          ,해부·생리학,30
2000,의지보조기기사                          ,재활의학,40
2000,의지보조기기사                          ,의지학,60
2000,임상병리사                              ,의료관계법규,20
2000,임상병리사                              ,공중보건학 개론,20
2000,임상병리사                              ,해부생리학 개론,20
2000,임상병리사                              ,조직병리학,20
2000,임상병리사                              ,임상화학,40
2000,임상병리사                              ,혈액학,25
2000,임상병리사                              ,임상미생물학,40
2000,임상병리사                              ,임상생리학,15
2000,임상병리사                              ,임상병리사 실기,100
2000,작업치료사                              ,의료관계법규,20
2000,작업치료사                              ,공중보건학 개론,20
2000,작업치료사                              ,해부생리학 개론,35
2000,작업치료사                              ,수예 및 공작,15
2000,작업치료사                              ,작업치료학,80
2000,작업치료사                              ,일상생활동작,30
2000,작업치료사                              ,작업치료사 실기,100
2000,조산사                                  ,신생아간호학,35
2000,조산사                                  ,모자보건학,35
2000,조산사                                  ,모자보건법,10
2000,치과기공사                              ,치과기공 주관식 실기,60
2000,치과기공사                              ,의료관계법규,20
2000,치과기공사                              ,구강해부학 개론,35
2000,치과기공사                              ,공중구강보건학 개론,15
2000,치과기공사                              ,치과재료학 개론,40
2000,치과기공사                              ,가철성치열교정장치기공학,15
2000,치과기공사                              ,관교의치기공학,35
2000,치과기공사                              ,치과충전기공학,15
2000,치과기공사                              ,총의치기공학,25
2000,치과기공사                              ,국부의치기공학,25
2000,치과기공사                              ,치과기공 객관식 실기,40
2000,치과위생사                              ,치과위생사 주관식 실기,40
2000,치과위생사                              ,의료관계법규,20
2000,치과위생사                              ,치과임상학,40
2000,치과위생사                              ,치과방사선학 개론,20
2000,치과위생사                              ,구강생물학 개론,40
2000,치과위생사                              ,구강위생학 개론,80
2000,치과위생사                              ,치과위생사 객관식 실기,60
2000,치과의사                                ,구강악안면외과학,40
2000,치과의사                                ,치과보존학,40
2000,치과의사                                ,구강보건학,20
2000,치과의사                                ,치과재료학,15
2000,치과의사                                ,보건의약관계 법규,20
2000,치과의사                                ,치과보철학,40
2000,치과의사                                ,소아치과학,26
2000,치과의사                                ,구강악안면방사선학,26
2000,치과의사                                ,치주과학,26
2000,치과의사                                ,구강내과학,15
2000,치과의사                                ,치과교정학,33
2000,치과의사                                ,구강병리학,15
2000,치과의사                                ,구강생물학,24
2000,한약사                                  ,한약의 생산 및 제조,40
2000,한약사                                  ,한약감정,35
2000,한약사                                  ,한약학의 기초,45
2000,한약사                                  ,한약의 보관 및 유통,20
2000,한약조제자격                            ,본초학,60
2000,한약조제자격                            ,방제학,60
2000,한약조제자격                            ,한약조제지침서,60
2000,한약조제자격                            ,50종 이상의 한약재 감별능력,60
2000,한의사                                  ,보건의약관계 법규,20
2000,한의사                                  ,침구학,60
2000,한의사                                  ,외과학,20
2000,한의사                                  ,신경정신과학,20
2000,한의사                                  ,안이비인후과학,20
2000,한의사                                  ,부인과학,40
2000,한의사                                  ,소아과학,30
2000,한의사                                  ,예방의학,30
2000,한의사                                  ,한방생리학,20
2000,한의사                                  ,본초학,20
2001,간호사                                  ,성인간호학,80
2001,간호사                                  ,모성간호학,40
2001,간호사                                  ,아동간호학,40
2001,간호사                                  ,지역사회간호학,40
2001,간호사                                  ,정신간호학,40
2001,간호사                                  ,간호관리학,40
2001,간호사                                  ,기본간호학,30
2001,간호사                                  ,보건의약관계 법규,20
2001,물리치료사                              ,의료관계법규,20
2001,물리치료사                              ,의료관계법규,20
2001,물리치료사                              ,공중보건학 개론,20
2001,물리치료사                              ,공중보건학 개론,20
2001,물리치료사                              ,해부생리학 개론,35
2001,물리치료사                              ,해부생리학 개론,35
2001,물리치료사                              ,질환별 물리치료학 개요,25
2001,물리치료사                              ,물리치료학 개요,50
2001,물리치료사                              ,물리치료학 개요,50
2001,물리치료사                              ,운동치료학 개요,50
2001,물리치료사                              ,운동치료학 개요,50
2001,물리치료사                              ,질환별 물리치료학 개요,25
2001,물리치료사                              ,물리치료사 실기,100
2001,물리치료사                              ,물리치료사 실기,100
2001,방사선사                                ,의료관계법규,20
2001,방사선사                                ,공중보건학 개론,20
2001,방사선사                                ,해부생리학 개론,20
2001,방사선사                                ,방사선이론,40
2001,방사선사                                ,방사선응용,30
2001,방사선사                                ,영상진단기술학,40
2001,방사선사                                ,방사선치료기술학,15
2001,방사선사                                ,핵의학기술학,15
2001,방사선사                                ,방사선사 실기,100
2001,보건의료정보관리사                      ,의료관계법규,20
2001,보건의료정보관리사                      ,의학용어,60
2001,보건의료정보관리사                      ,공중보건학 개론,20
2001,보건의료정보관리사                      ,의무기록관리학,100
2001,보건의료정보관리사                      ,의무기록사 실기,100
2001,안경사                                  ,의료관계법규,20
2001,안경사                                  ,안광학,30
2001,안경사                                  ,안경학,40
2001,안경사                                  ,안과학,30
2001,안경사                                  ,안경사 실기,100
2001,약사(4년제),정성분석학,25
2001,약사(4년제),정량분석학,25
2001,약사(4년제),생약학,25
2001,약사(4년제),무기약품제조학,25
2001,약사(4년제),유기약품제조학,25
2001,약사(4년제),위생화학,25
2001,약사(4년제),생화학,25
2001,약사(4년제),약제학,25
2001,약사(4년제),미생물학,25
2001,약사(4년제),약물학,25
2001,약사(4년제),약전,25
2001,약사(4년제),약사관계법규,25
2001,영양사                                  ,영양학,60
2001,영양사                                  ,식이요법,40
2001,영양사                                  ,생화학,20
2001,영양사                                  ,생리학,20
2001,영양사                                  ,식품위생 관계 법규,20
2001,영양사                                  ,식품학 및 조리원리,50
2001,영양사                                  ,단체급식관리,50
2001,영양사                                  ,식품위생학,20
2001,영양사                                  ,영양교육,20
2001,위생사                                  ,환경위생학,60
2001,위생사                                  ,위생곤충학,20
2001,위생사                                  ,위생관계법규,30
2001,위생사                                  ,공중보건학,40
2001,위생사                                  ,식품위생학,50
2001,위생사                                  ,실기시험,100
2001,응급구조사1급                           ,1급응급구조사 실기,60
2001,응급구조사1급                           ,기초의학,40
2001,응급구조사1급                           ,응급의학총론,40
2001,응급구조사1급                           ,응급환자관리,40
2001,응급구조사1급                           ,임상응급의학,90
2001,응급구조사1급                           ,응급의료관련법령,30
2001,응급구조사2급                           ,2급응급구조사 실기,60
2001,응급구조사2급                           ,임상응급의학,50
2001,응급구조사2급                           ,응급의료장비운영,30
2001,응급구조사2급                           ,응급의학총론,30
2001,응급구조사2급                           ,응급환자관리,30
2001,의사                                    ,정신과,30
2001,의사                                    ,소아과,65
2001,의사                                    ,외과,65
2001,의사                                    ,산부인과,65
2001,의사                                    ,예방의학,40
2001,의사                                    ,보건의약관계 법규,10
2001,의지보조기기사                          ,의지보조기기사 주관식 실기,100
2001,의지보조기기사                          ,운동·생체역학,20
2001,의지보조기기사                          ,재활공학·재료학,20
2001,의지보조기기사                          ,보건의료 관계 법규,20
2001,의지보조기기사                          ,보조기학,60
2001,의지보조기기사                          ,해부·생리학,30
2001,의지보조기기사                          ,재활의학,40
2001,의지보조기기사                          ,의지학,60
2001,임상병리사                              ,의료관계법규,20
2001,임상병리사                              ,의료관계법규,20
2001,임상병리사                              ,공중보건학 개론,20
2001,임상병리사                              ,임상화학,40
2001,임상병리사                              ,해부생리학 개론,20
2001,임상병리사                              ,조직병리학,20
2001,임상병리사                              ,임상미생물학,40
2001,임상병리사                              ,임상화학,40
2001,임상병리사                              ,혈액학,25
2001,임상병리사                              ,혈액학,25
2001,임상병리사                              ,공중보건학 개론,20
2001,임상병리사                              ,해부생리학 개론,20
2001,임상병리사                              ,임상미생물학,40
2001,임상병리사                              ,조직병리학,20
2001,임상병리사                              ,임상생리학,15
2001,임상병리사                              ,임상생리학,15
2001,임상병리사                              ,임상병리사 실기,100
2001,임상병리사                              ,임상병리사 실기,100
2001,작업치료사                              ,의료관계법규,20
2001,작업치료사                              ,공중보건학 개론,20
2001,작업치료사                              ,해부생리학 개론,35
2001,작업치료사                              ,수예 및 공작,15
2001,작업치료사                              ,작업치료학,80
2001,작업치료사                              ,일상생활동작,30
2001,작업치료사                              ,작업치료사 실기,100
2001,조산사                                  ,신생아간호학,35
2001,조산사                                  ,모자보건학,35
2001,조산사                                  ,모자보건법,10
2001,치과기공사                              ,치과기공 주관식 실기,60
2001,치과기공사                              ,의료관계법규,20
2001,치과기공사                              ,구강해부학 개론,35
2001,치과기공사                              ,공중구강보건학 개론,15
2001,치과기공사                              ,치과재료학 개론,40
2001,치과기공사                              ,가철성치열교정장치기공학,15
2001,치과기공사                              ,관교의치기공학,35
2001,치과기공사                              ,치과충전기공학,15
2001,치과기공사                              ,총의치기공학,25
2001,치과기공사                              ,국부의치기공학,25
2001,치과기공사                              ,치과기공 객관식 실기,40
2001,치과위생사                              ,치과위생사 주관식 실기,30
2001,치과위생사                              ,치과위생사 주관식 실기,30
2001,치과위생사                              ,구강생물학 개론,40
2001,치과위생사                              ,의료관계법규,20
2001,치과위생사                              ,치과임상학,40
2001,치과위생사                              ,의료관계법규,20
2001,치과위생사                              ,치과임상학,40
2001,치과위생사                              ,치과방사선학 개론,20
2001,치과위생사                              ,구강생물학 개론,40
2001,치과위생사                              ,치과방사선학 개론,20
2001,치과위생사                              ,구강위생학 개론,80
2001,치과위생사                              ,구강위생학 개론,80
2001,치과위생사                              ,치과위생사 객관식 실기,70
2001,치과위생사                              ,치과위생사 객관식 실기,70
2001,치과의사                                ,구강내과학,15
2001,치과의사                                ,치과교정학,33
2001,치과의사                                ,구강병리학,15
2001,치과의사                                ,구강생물학,24
2001,치과의사                                ,치과보철학,40
2001,치과의사                                ,소아치과학,26
2001,치과의사                                ,구강악안면방사선학,26
2001,치과의사                                ,치주과학,26
2001,치과의사                                ,구강악안면외과학,40
2001,치과의사                                ,치과보존학,40
2001,치과의사                                ,구강보건학,20
2001,치과의사                                ,치과재료학,15
2001,치과의사                                ,보건의약관계 법규,20
2001,한약사                                  ,한약의 생산 및 제조,40
2001,한약사                                  ,한약감정,35
2001,한약사                                  ,한약학의 기초,45
2001,한약사                                  ,한약의 보관 및 유통,20
2001,한약조제자격                            ,본초학,60
2001,한약조제자격                            ,방제학,60
2001,한약조제자격                            ,한약조제지침서,60
2001,한약조제자격                            ,50종 이상의 한약재 감별능력,60
2001,한의사                                  ,보건의약관계 법규,20
2001,한의사                                  ,침구학,60
2001,한의사                                  ,외과학,20
2001,한의사                                  ,신경정신과학,20
2001,한의사                                  ,안이비인후과학,20
2001,한의사                                  ,부인과학,40
2001,한의사                                  ,소아과학,30
2001,한의사                                  ,예방의학,30
2001,한의사                                  ,한방생리학,20
2001,한의사                                  ,본초학,20
2002,간호사                                  ,성인간호학,80
2002,간호사                                  ,성인간호학,80
2002,간호사                                  ,모성간호학,40
2002,간호사                                  ,모성간호학,40
2002,간호사                                  ,아동간호학,40
2002,간호사                                  ,아동간호학,40
2002,간호사                                  ,지역사회간호학,40
2002,간호사                                  ,지역사회간호학,40
2002,간호사                                  ,정신간호학,40
2002,간호사                                  ,정신간호학,40
2002,간호사                                  ,간호관리학,40
2002,간호사                                  ,간호관리학,40
2002,간호사                                  ,기본간호학,30
2002,간호사                                  ,기본간호학,30
2002,간호사                                  ,보건의약관계 법규,20
2002,간호사                                  ,보건의약관계 법규,20
2002,물리치료사                              ,의료관계법규,20
2002,물리치료사                              ,공중보건학 개론,20
2002,물리치료사                              ,해부생리학 개론,35
2002,물리치료사                              ,질환별 물리치료학 개요,25
2002,물리치료사                              ,물리치료학 개요,50
2002,물리치료사                              ,운동치료학 개요,50
2002,물리치료사                              ,물리치료사 실기,100
2002,방사선사                                ,의료관계법규,20
2002,방사선사                                ,공중보건학 개론,20
2002,방사선사                                ,해부생리학 개론,20
2002,방사선사                                ,방사선이론,40
2002,방사선사                                ,방사선응용,30
2002,방사선사                                ,영상진단기술학,40
2002,방사선사                                ,방사선치료기술학,15
2002,방사선사                                ,핵의학기술학,15
2002,방사선사                                ,방사선사 실기,100
2002,보건의료정보관리사                      ,의료관계법규,20
2002,보건의료정보관리사                      ,의학용어,60
2002,보건의료정보관리사                      ,공중보건학 개론,20
2002,보건의료정보관리사                      ,의무기록관리학,100
2002,보건의료정보관리사                      ,의무기록사 실기,100
2002,안경사                                  ,의료관계법규,20
2002,안경사                                  ,안광학,30
2002,안경사                                  ,안경학,40
2002,안경사                                  ,안과학,30
2002,안경사                                  ,안경사 실기,100
2002,약사(4년제),정성분석학,25
2002,약사(4년제),정량분석학,25
2002,약사(4년제),생약학,25
2002,약사(4년제),무기약품제조학,25
2002,약사(4년제),유기약품제조학,25
2002,약사(4년제),위생화학,25
2002,약사(4년제),생화학,25
2002,약사(4년제),약제학,25
2002,약사(4년제),미생물학,25
2002,약사(4년제),약물학,25
2002,약사(4년제),약전,25
2002,약사(4년제),약사관계법규,25
2002,영양사                                  ,영양학,60
2002,영양사                                  ,식이요법,40
2002,영양사                                  ,생화학,20
2002,영양사                                  ,생리학,20
2002,영양사                                  ,식품위생 관계 법규,20
2002,영양사                                  ,식품학 및 조리원리,50
2002,영양사                                  ,단체급식관리,50
2002,영양사                                  ,식품위생학,20
2002,영양사                                  ,영양교육,20
2002,위생사                                  ,환경위생학,60
2002,위생사                                  ,환경위생학,60
2002,위생사                                  ,위생곤충학,20
2002,위생사                                  ,위생곤충학,20
2002,위생사                                  ,위생관계법규,30
2002,위생사                                  ,위생관계법규,30
2002,위생사                                  ,공중보건학,40
2002,위생사                                  ,공중보건학,40
2002,위생사                                  ,식품위생학,50
2002,위생사                                  ,식품위생학,50
2002,위생사                                  ,실기시험,100
2002,위생사                                  ,실기시험,100
2002,응급구조사1급                           ,1급응급구조사 실기,60
2002,응급구조사1급                           ,기초의학,40
2002,응급구조사1급                           ,응급의학총론,40
2002,응급구조사1급                           ,응급환자관리,40
2002,응급구조사1급                           ,임상응급의학,90
2002,응급구조사1급                           ,응급의료관련법령,30
2002,응급구조사2급                           ,2급응급구조사 실기,60
2002,응급구조사2급                           ,임상응급의학,50
2002,응급구조사2급                           ,응급의료장비운영,30
2002,응급구조사2급                           ,응급의학총론,30
2002,응급구조사2급                           ,응급환자관리,30
2002,의사                                    ,의학총론1,56
2002,의사                                    ,의학총론2,40
2002,의사                                    ,보건의약관계 법규,10
2002,의사                                    ,의학각론1,65
2002,의사                                    ,의학각론2,43
2002,의사                                    ,의학각론3,65
2002,의사                                    ,의학각론4,69
2002,의사                                    ,의학각론5,70
2002,의사                                    ,의학총론3(R형),4
2002,의사                                    ,의학각론2(R형),18
2002,의지보조기기사                          ,의지보조기기사 주관식 실기,100
2002,의지보조기기사                          ,운동·생체역학,20
2002,의지보조기기사                          ,재활공학·재료학,20
2002,의지보조기기사                          ,보건의료 관계 법규,20
2002,의지보조기기사                          ,보조기학,60
2002,의지보조기기사                          ,해부·생리학,30
2002,의지보조기기사                          ,재활의학,40
2002,의지보조기기사                          ,의지학,60
2002,임상병리사                              ,의료관계법규,20
2002,임상병리사                              ,임상화학,40
2002,임상병리사                              ,임상미생물학,40
2002,임상병리사                              ,혈액학,25
2002,임상병리사                              ,공중보건학 개론,20
2002,임상병리사                              ,해부생리학 개론,20
2002,임상병리사                              ,조직병리학,20
2002,임상병리사                              ,임상생리학,15
2002,임상병리사                              ,임상병리사 실기,100
2002,작업치료사                              ,의료관계법규,20
2002,작업치료사                              ,공중보건학 개론,20
2002,작업치료사                              ,해부생리학 개론,35
2002,작업치료사                              ,수예 및 공작,15
2002,작업치료사                              ,작업치료학,80
2002,작업치료사                              ,일상생활동작,30
2002,작업치료사                              ,작업치료사 실기,100
2002,조산사                                  ,신생아간호학,35
2002,조산사                                  ,모자보건학,25
2002,조산사                                  ,모자보건법,10
2002,치과기공사                              ,치과기공 주관식 실기,60
2002,치과기공사                              ,의료관계법규,20
2002,치과기공사                              ,구강해부학 개론,35
2002,치과기공사                              ,공중구강보건학 개론,15
2002,치과기공사                              ,치과재료학 개론,40
2002,치과기공사                              ,가철성치열교정장치기공학,15
2002,치과기공사                              ,관교의치기공학,35
2002,치과기공사                              ,치과충전기공학,15
2002,치과기공사                              ,총의치기공학,25
2002,치과기공사                              ,국부의치기공학,25
2002,치과기공사                              ,치과기공 객관식 실기,40
2002,치과위생사                              ,치과위생사 주관식 실기,30
2002,치과위생사                              ,의료관계법규,20
2002,치과위생사                              ,구강생물학 개론,40
2002,치과위생사                              ,치과임상학,40
2002,치과위생사                              ,치과방사선학 개론,20
2002,치과위생사                              ,구강위생학 개론,80
2002,치과위생사                              ,치과위생사 객관식 실기,70
2002,치과의사                                ,구강내과학,15
2002,치과의사                                ,치과교정학,33
2002,치과의사                                ,구강병리학,15
2002,치과의사                                ,구강생물학,24
2002,치과의사                                ,치과보철학,40
2002,치과의사                                ,소아치과학,26
2002,치과의사                                ,구강악안면방사선학,26
2002,치과의사                                ,치주과학,26
2002,치과의사                                ,구강악안면외과학,40
2002,치과의사                                ,치과보존학,40
2002,치과의사                                ,구강보건학,20
2002,치과의사                                ,치과재료학,15
2002,치과의사                                ,보건의약관계 법규,20
2002,한약사                                  ,한약의 생산 및 제조,40
2002,한약사                                  ,한약감정,35
2002,한약사                                  ,한약학의 기초,45
2002,한약사                                  ,한약의 보관 및 유통,20
2002,한약조제자격                            ,본초학,60
2002,한약조제자격                            ,방제학,60
2002,한약조제자격                            ,한약조제지침서,60
2002,한약조제자격                            ,50종 이상의 한약재 감별능력,60
2002,한의사                                  ,보건의약관계 법규,20
2002,한의사                                  ,침구학,60
2002,한의사                                  ,외과학,20
2002,한의사                                  ,신경정신과학,20
2002,한의사                                  ,안이비인후과학,20
2002,한의사                                  ,부인과학,40
2002,한의사                                  ,소아과학,30
2002,한의사                                  ,예방의학,30
2002,한의사                                  ,한방생리학,20
2002,한의사                                  ,본초학,20
2003,물리치료사                              ,의료관계법규,20
2003,물리치료사                              ,공중보건학 개론,20
2003,물리치료사                              ,해부생리학 개론,35
2003,물리치료사                              ,질환별 물리치료학 개요,25
2003,물리치료사                              ,물리치료학 개요,50
2003,물리치료사                              ,운동치료학 개요,50
2003,물리치료사                              ,물리치료사 실기,100
2003,방사선사                                ,의료관계법규,20
2003,방사선사                                ,공중보건학 개론,20
2003,방사선사                                ,해부생리학 개론,20
2003,방사선사                                ,방사선이론,40
2003,방사선사                                ,방사선응용,30
2003,방사선사                                ,영상진단기술학,40
2003,방사선사                                ,방사선치료기술학,15
2003,방사선사                                ,핵의학기술학,15
2003,방사선사                                ,방사선사 실기,100
2003,보건의료정보관리사                      ,의료관계법규,20
2003,보건의료정보관리사                      ,의료관계법규,20
2003,보건의료정보관리사                      ,의학용어,60
2003,보건의료정보관리사                      ,의학용어,60
2003,보건의료정보관리사                      ,공중보건학 개론,20
2003,보건의료정보관리사                      ,공중보건학 개론,20
2003,보건의료정보관리사                      ,의무기록관리학,100
2003,보건의료정보관리사                      ,의무기록관리학,100
2003,보건의료정보관리사                      ,의무기록사 실기,100
2003,보건의료정보관리사                      ,의무기록사 실기,100
2003,안경사                                  ,의료관계법규,20
2003,안경사                                  ,안광학,30
2003,안경사                                  ,안경학,50
2003,안경사                                  ,안과학,30
2003,안경사                                  ,안경사 실기,100
2003,약사(4년제),정성분석학,25
2003,약사(4년제),정량분석학,25
2003,약사(4년제),생약학,25
2003,약사(4년제),무기약품제조학,25
2003,약사(4년제),유기약품제조학,25
2003,약사(4년제),위생화학,25
2003,약사(4년제),생화학,25
2003,약사(4년제),약제학,25
2003,약사(4년제),미생물학,25
2003,약사(4년제),약물학,25
2003,약사(4년제),약전,25
2003,약사(4년제),약사관계법규,25
2003,영양사                                  ,영양학,60
2003,영양사                                  ,식이요법,40
2003,영양사                                  ,생화학,20
2003,영양사                                  ,생리학,20
2003,영양사                                  ,식품위생 관계 법규,20
2003,영양사                                  ,식품학 및 조리원리,50
2003,영양사                                  ,단체급식관리,50
2003,영양사                                  ,식품위생학,20
2003,영양사                                  ,영양교육,20
2003,위생사                                  ,환경위생학,60
2003,위생사                                  ,위생곤충학,30
2003,위생사                                  ,위생관계법규,30
2003,위생사                                  ,공중보건학,40
2003,위생사                                  ,식품위생학,50
2003,위생사                                  ,실기시험,100
2003,응급구조사1급                           ,1급응급구조사 실기,60
2003,응급구조사1급                           ,기초의학,40
2003,응급구조사1급                           ,응급환자관리,40
2003,응급구조사1급                           ,전문응급처치학총론,40
2003,응급구조사1급                           ,전문응급처치학각론,90
2003,응급구조사1급                           ,응급의료관련법령,30
2003,응급구조사2급                           ,2급응급구조사 실기,60
2003,응급구조사2급                           ,기본응급처치학총론,30
2003,응급구조사2급                           ,기본응급환자관리,30
2003,응급구조사2급                           ,응급의료관련법령,20
2003,응급구조사2급                           ,기본응급처치학각론,50
2003,응급구조사2급                           ,응급의료장비,20
2003,의사                                    ,의학총론1,70
2003,의사                                    ,의학총론2,33
2003,의사                                    ,의학각론2,42
2003,의사                                    ,보건의약관계 법규,10
2003,의사                                    ,의학각론3,62
2003,의사                                    ,의학각론4,62
2003,의사                                    ,의학각론5,62
2003,의사                                    ,의학각론6,62
2003,의사                                    ,의학각론7,62
2003,의사                                    ,의학총론2(R형),7
2003,의사                                    ,의학각론1(R형),18
2003,임상병리사                              ,의료관계법규,20
2003,임상병리사                              ,임상화학,40
2003,임상병리사                              ,임상미생물학,40
2003,임상병리사                              ,혈액학,25
2003,임상병리사                              ,공중보건학 개론,20
2003,임상병리사                              ,해부생리학 개론,20
2003,임상병리사                              ,조직병리학,20
2003,임상병리사                              ,임상생리학,15
2003,임상병리사                              ,임상병리사 실기,100
2003,작업치료사                              ,의료관계법규,20
2003,작업치료사                              ,의료관계법규,20
2003,작업치료사                              ,공중보건학 개론,20
2003,작업치료사                              ,공중보건학 개론,20
2003,작업치료사                              ,해부생리학 개론,35
2003,작업치료사                              ,해부생리학 개론,35
2003,작업치료사                              ,수예 및 공작,15
2003,작업치료사                              ,수예 및 공작,15
2003,작업치료사                              ,작업치료학,80
2003,작업치료사                              ,작업치료학,80
2003,작업치료사                              ,일상생활동작,30
2003,작업치료사                              ,일상생활동작,30
2003,작업치료사                              ,작업치료사 실기,100
2003,작업치료사                              ,작업치료사 실기,100
2003,조산사                                  ,신생아간호학,35
2003,조산사                                  ,모자보건학,20
2003,조산사                                  ,모자보건법,10
2003,치과기공사                              ,치과기공 주관식 실기,60
2003,치과기공사                              ,치과기공 주관식 실기,60
2003,치과기공사                              ,의료관계법규,20
2003,치과기공사                              ,의료관계법규,20
2003,치과기공사                              ,구강해부학 개론,35
2003,치과기공사                              ,구강해부학 개론,35
2003,치과기공사                              ,공중구강보건학 개론,15
2003,치과기공사                              ,공중구강보건학 개론,15
2003,치과기공사                              ,치과재료학 개론,40
2003,치과기공사                              ,치과재료학 개론,40
2003,치과기공사                              ,가철성치열교정장치기공학,15
2003,치과기공사                              ,가철성치열교정장치기공학,15
2003,치과기공사                              ,관교의치기공학,35
2003,치과기공사                              ,관교의치기공학,35
2003,치과기공사                              ,치과충전기공학,15
2003,치과기공사                              ,치과충전기공학,15
2003,치과기공사                              ,총의치기공학,25
2003,치과기공사                              ,총의치기공학,25
2003,치과기공사                              ,국부의치기공학,25
2003,치과기공사                              ,국부의치기공학,25
