id,이용시간
799,11
800,36
801,340
802,147
803,754
804,1258
805,48
806,57
807,8
808,94
809,3191
810,958
811,167
812,148
813,133
814,488
815,205
816,61
817,46
818,14
819,1182
820,336
821,254
822,205
823,3550
824,370
825,494
826,17
827,200
828,80
829,36
830,315
831,31
832,26
833,126
834,389
835,72
836,20
837,64
838,2341
839,950
840,795
841,120
842,12
843,224
844,409
845,64
846,38
847,1817
848,1335
849,28
850,1449
851,1028
852,102
853,32
854,86
855,169
856,13
857,35
858,17
859,40
860,158
861,76
862,2422
863,807
864,1816
865,135
866,55
867,96
868,391
869,481
870,12
871,561
872,244
873,431
874,15
875,138
876,2192
877,1426
878,415
879,699
880,15
881,99
882,98
883,297
884,144
885,711
886,719
887,438
888,122
889,26
890,51
891,98
892,96
893,174
894,660
895,44
896,155
897,375
898,294
899,301
900,102
901,770
902,105
903,24
904,343
905,115
906,14
907,2243
908,807
909,630
910,72
911,357
912,180
913,49
914,1350
915,1732
916,1448
917,58
918,29
919,160
920,606
921,770
922,366
923,220
924,16
925,15
926,395
927,254
928,370
929,167
930,58
931,173
932,2623
933,1533
934,1063
935,17
936,13
937,306
938,265
939,11
940,763
941,16
942,56
943,680
944,47
945,17
946,875
947,1001
948,1095
949,780
950,195
951,101
952,851
953,41
954,96
955,39
956,354
957,204
958,45
959,454
960,26
961,54
962,135
963,72
964,76
965,64
966,172
967,56
968,375
969,395
970,676
971,134
972,14
973,241
974,10
975,45
976,85
977,38
978,15
979,1179
980,430
981,506
982,140
983,17
984,3
985,309
986,22
987,26
988,80
989,509
990,281
991,38
992,16
993,142
994,93
995,19
996,258
997,8
998,176
999,163
1000,245
1001,38
1002,213
1003,93
1004,568
1005,628
1006,136
1007,46
1008,224
1009,25
1010,65
1011,80
1012,187
1013,26
1014,107
1015,355
1016,97
1017,126
1018,23
1019,154
1020,1063
1021,140
1022,42
1023,307
1024,488
1025,39
1026,11
1027,207
1028,256
1029,134
1030,140
1031,40
1032,12
1033,2667
1034,81
1035,14
1036,264
1037,194
1038,16
1039,636
1040,186
1041,37
1042,53
1043,129
1044,372
1045,234
1046,10
1047,273
1048,525
1049,296
1050,112
1051,49
1052,12
1053,79
1054,148
1055,58
1056,35
1057,306
1058,322
1059,283
1060,105
1061,336
1062,61
1063,243
1064,19
1065,102
1066,75
1067,86
1068,507
1069,71
1070,694
1071,11
1072,257
1073,630
1074,22
1075,305
1076,59
1077,90
1078,45
1079,169
1080,166
1081,38
1082,73
1083,252
1084,14
1085,4
1086,6
1087,403
1088,87
1089,905
1090,87
1091,123
1092,5
1093,12
1094,25
1095,1546
1096,642
1097,263
1098,101
1099,40
1100,3
1101,45
1102,460
1103,40
1104,37
1105,151
1106,15
1107,20
1108,24
1109,20
1110,467
1111,248
1112,165
1113,13
1114,28
1115,92
1116,31
1117,4
1118,128
1119,293
1120,18
1121,3
1122,405
1123,252
1124,473
1125,94
1126,300
1127,749
1128,48
1129,48
1130,14
1131,22
1132,28
1133,99
1134,105
1135,443
1136,53
1137,42
1138,6
1139,23
1140,15
1141,1557
1142,1222
1143,352
1144,27
1145,18
1146,78
1147,4
1148,381
1149,188
1150,132
1151,67
1152,142
1153,961
1154,336
1155,1058
1156,69
1157,81
1158,119
1159,415
1160,33
1161,1573
1162,156
1163,117
1164,186
1165,20
1166,818
1167,201
1168,60
1169,542
1170,366
1171,23
1172,26
1173,24
1174,2802
1175,4300
1176,2171
1177,2365
1178,149
1179,63
1180,29
1181,170
1182,238
1183,114
1184,980
1185,575
1186,424
1187,36
1188,79
1189,2650
1190,1852
1191,2358
1192,687
1193,203
1194,184
1195,49
1196,13
1197,123
1198,262
1199,136
1200,68
1201,204
1202,21
1203,87
1204,197
1205,45
1206,11
1207,45
1208,748
1209,216
1210,366
1211,59
1212,29
1213,29
1214,720
1215,420
1216,8
1217,111
1218,894
1219,278
1220,1319
1221,287
1222,37
1223,252
1224,76
1225,45
1226,482
1227,360
1228,259
1229,52
1230,7
1231,1545
1232,2959
1233,959
1234,650
1235,308
1236,119
1237,230
1238,74
1239,99
1240,10
1241,1009
1242,678
1243,663
1244,56
1245,241
1246,75
1247,2071
1248,1566
1249,761
1250,460
1251,4
1252,203
1253,124
1254,658
1255,15
1256,860
1257,128
1258,79
1259,27
1260,201
1261,606
1262,225
1263,45
1264,291
1265,115
1266,35
1267,1519
1268,878
1269,1118
1270,34
1271,290
1272,54
1273,63
1274,4
1275,550
1276,1206
1277,341
1278,254
1279,10
1280,1824
1281,1467
1282,1009
1283,817
1284,105
1285,441
1286,168
1287,99
1288,1127
1289,151
1290,380
1291,77
1292,138
1293,12
1294,72
1295,30
1296,109
1297,274
1298,65
1299,26
1300,1789
1301,574
1302,225
1303,20
1304,173
1305,69
1306,72
1307,23
1308,640
1309,1323
1310,12
1311,155
1312,81
1313,804
1314,753
1315,1166
1316,804
1317,29
1318,114
1319,133
1320,403
1321,132
1322,28
1323,21
1324,49
1325,31
1326,56
1327,54
1328,349
1329,3
1330,1123
1331,317
1332,352
1333,22
1334,12
1335,307
1336,148
1337,1014
1338,675
1339,105
1340,23
1341,54
1342,718
1343,914
1344,1296
1345,6
1346,19
1347,333
1348,23
1349,13
1350,26
1351,35
1352,11
1353,619
1354,141
1355,19
1356,3844
1357,1818
1358,1025
1359,263
1360,268
1361,21
1362,31
1363,2062
1364,339
1365,410
1366,61
1367,7
1368,3747
1369,868
1370,335
1371,91
1372,447
1373,189
1374,254
1375,441
1376,1006
1377,178
1378,319
1379,2314
1380,887
1381,505
1382,414
1383,304
1384,19
1385,47
1386,112
1387,190
1388,53
1389,778
1390,388
1391,196
1392,27
1393,407
1394,1413
1395,152
1396,40
1397,78
1398,2797
1399,2205
1400,939
1401,781
1402,109
1403,2636
1404,402
1405,40
1406,27
1407,15
1408,159
1409,1102
1410,111
1411,43
1412,1808
1413,3860
1414,898
1415,772
1416,15
1417,227
1418,725
1419,185
1420,90
1421,38
1422,84
1423,124
1424,375
1425,29
1426,89
1427,42
1428,13
1429,224
1430,537
1431,54
1432,55
1433,2719
1434,1120
1435,1747
1436,478
1437,7
1438,251
1439,9
1440,63
1441,169
1442,44
1443,893
1444,1486
1445,148
1446,976
1447,844
1448,176
1449,151
1450,33
1451,7
1452,82
1453,38
1454,160
1455,84
1456,645
1457,435
1458,40
1459,45
1460,127
1461,38
1462,582
1463,108
1464,93
1465,420
1466,560
1467,169
1468,146
1469,19
1470,12
1471,2444
1472,1168
1473,937
1474,203
1475,9
1476,65
1477,256
1478,241
1479,183
1480,50
1481,88
1482,1157
1483,1827
1484,512
1485,239
1486,11
1487,2071
1488,1579
1489,1563
1490,113
1491,1331
1492,115
1493,430
1494,65
1495,219
1496,143
1497,140
1498,49
1499,24
1500,219
1501,25
1502,495
1503,3
1504,65
1505,420
1506,775
1507,435
1508,73
1509,236
1510,69
1511,1364
1512,41
1513,22
1514,5
1515,17
1516,184
1517,84
1518,13
1519,287
1520,273
1521,95
1522,6
1523,28
1524,233
1525,135
1526,207
1527,1043
1528,227
1529,636
1530,304
1531,134
1532,106
1533,11
1534,317
1535,269
1536,75
1537,106
1538,29
1539,14
1540,339
1541,174
1542,66
1543,38
1544,182
1545,11
1546,1149
1547,708
1548,240
1549,105
1550,24
1551,82
1552,596
1553,546
1554,248
1555,92
1556,11
1557,136
1558,49
1559,476
1560,700
1561,712
1562,706
1563,480
1564,41
1565,115
1566,72
1567,103
1568,20
1569,18
1570,177
1571,42
1572,221
1573,358
1574,167
1575,525
1576,64
1577,24
1578,205
1579,66
1580,17
1581,75
1582,91
1583,593
1584,331
1585,726
1586,33
1587,30
1588,116
1589,202
1590,174
1591,37
1592,3
1593,426
1594,159
1595,114
1596,15
1597,217
1598,12
1599,341
1600,279
1601,5
1602,8
1603,296
1604,54
1605,13
1606,6
1607,26
1608,327
1609,417
1610,23
1611,87
1612,44
1613,75
1614,13
1615,42
1616,53
1617,798
1618,778
1619,202
1620,11
1621,87
1622,83
1623,12
1624,43
1625,212
1626,146
1627,529
1628,829
1629,468
1630,101
1631,0
1632,193
1633,158
1634,14
1635,2
1636,84
1637,23
1638,65
1639,172
1640,32
1641,9
1642,531
1643,494
1644,121
1645,411
1646,10
1647,7
1648,52
1649,74
1650,178
1651,227
1652,213
1653,177
1654,236
1655,28
1656,102
1657,777
1658,58
1659,21
1660,35
1661,137
1662,46
1663,10
1664,3
1665,965
1666,242
1667,53
1668,425
1669,311
1670,33
1671,217
1672,556
1673,359
1674,170
1675,58
1676,16
1677,228
1678,65
1679,36
1680,83
1681,98
1682,88
1683,86
1684,31
1685,17
1686,31
1687,43
1688,870
1689,214
1690,341
1691,33
1692,137
1693,62
1694,336
1695,94
1696,269
1697,6
1698,125
1699,15
1700,48
1701,20
1702,28
1703,19
1704,684
1705,244
1706,421
1707,253
1708,8
1709,19
1710,119
1711,111
1712,61
1713,22
1714,28
1715,121
1716,64
1717,90
1718,267
1719,40
1720,236
1721,32
1722,16
1723,232
1724,490
1725,42
1726,33
1727,1090
1728,1130
1729,315
1730,353
1731,5
1732,55
1733,291
1734,77
1735,121
1736,7
1737,957
1738,910
1739,110
1740,1783
1741,165
1742,44
1743,22
1744,170
1745,95
1746,873
1747,254
1748,303
1749,48
1750,83
1751,78
1752,277
1753,126
1754,14
1755,35
1756,263
1757,240
1758,13
1759,283
1760,533
1761,772
1762,111
1763,246
1764,7
1765,130
1766,76
1767,189
1768,69
1769,793
1770,199
1771,366
1772,372
1773,40
1774,228
1775,1541
1776,1514
1777,1111
1778,427
1779,38
1780,103
1781,55
1782,23
1783,116
1784,10
1785,28
1786,37
1787,884
1788,452
1789,553
1790,155
1791,363
1792,25
1793,82
1794,90
1795,29
1796,157
1797,372
1798,281
1799,53
1800,551
1801,499
1802,491
1803,28
1804,46
1805,285
1806,11
1807,273
1808,37
1809,50
1810,5
1811,20
1812,17
1813,14
1814,52
1815,31
1816,30
1817,31
1818,17
1819,58
1820,323
1821,84
1822,135
1823,217
1824,33
1825,180
1826,82
1827,122
1828,24
1829,56
1830,102
1831,179
1832,20
1833,169
1834,742
1835,417
1836,160
1837,142
1838,110
1839,103
1840,66
1841,443
1842,38
1843,56
1844,83
1845,57
1846,467
1847,189
1848,39
1849,33
1850,29
1851,407
1852,37
1853,42
1854,62
1855,12
1856,4
1857,109
1858,885
1859,1858
1860,229
1861,1506
1862,457
1863,1901
1864,1239
1865,1051
1866,850
1867,120
1868,26
1869,6
1870,21
1871,35
1872,45
1873,25
1874,115
1875,32
1876,76
1877,14
1878,1222
1879,546
1880,517
1881,371
1882,10
1883,114
1884,36
1885,157
1886,641
1887,79
1888,164
1889,12
1890,79
1891,37
1892,21
1893,104
1894,126
1895,26
1896,176
1897,72
1898,16
1899,78
1900,2417
1901,415
1902,190
1903,69
1904,48
1905,190
1906,60
1907,16
1908,32
1909,36
1910,461
1911,1334
1912,118
1913,19
1914,34
1915,21
1916,367
1917,314
1918,701
1919,230
1920,146
1921,102
1922,61
1923,336
1924,281
1925,355
1926,108
1927,81
1928,381
1929,105
1930,7
1931,12
1932,128
1933,1049
1934,589
1935,884
1936,265
1937,1077
1938,535
1939,2783
1940,818
1941,9
1942,23
1943,120
1944,616
1945,635
1946,33
1947,48
1948,506
1949,694
1950,1188
1951,322
1952,20
1953,23
1954,99
1955,301
1956,10
1957,585
1958,82
1959,67
1960,153
1961,19
1962,115
1963,2876
1964,796
1965,106
1966,264
1967,22
1968,8
1969,273
1970,32
1971,17
1972,1043
1973,275
1974,344
1975,507
1976,3992
1977,316
1978,33
1979,40
1980,295
1981,112
1982,37
1983,25
1984,25
1985,14
1986,29
1987,80
1988,12
1989,484
1990,242
1991,243
1992,60
1993,32
1994,15
1995,36
1996,155
1997,170
1998,124
1999,278
2000,285
2001,10
2002,811
2003,546
2004,1320
2005,299
2006,40
2007,501
2008,288
2009,172
2010,85
2011,190
2012,14
2013,120
2014,42
2015,1773
2016,212
2017,161
2018,7
2019,97
2020,75
2021,9
2022,100
2023,207
2024,895
2025,860
2026,59
2027,156
2028,102
2029,147
2030,54
2031,494
2032,844
2033,245
2034,327
2035,53
2036,40
2037,18
2038,124
2039,110
2040,73
2041,396
2042,14
2043,78
2044,725
2045,600
2046,353
2047,161
2048,51
2049,113
2050,117
2051,304
2052,112
2053,293
2054,18
2055,207
2056,118
2057,112
2058,1282
2059,2209
2060,15
2061,84
2062,718
2063,32
2064,130
2065,21
2066,192
2067,12
2068,24
2069,45
2070,980
2071,535
2072,180
2073,756
2074,17
2075,5
2076,31
2077,31
2078,184
2079,48
2080,89
2081,21
2082,15
2083,852
2084,857
2085,542
2086,57
2087,5
2088,102
2089,768
2090,241
2091,55
2092,84
2093,115
2094,152
2095,80
2096,425
2097,139
2098,31
2099,354
2100,218
2101,89
2102,180
2103,16
2104,160
2105,54
2106,136
2107,1438
2108,374
2109,792
2110,22
2111,96
2112,44
2113,658
2114,1198
2115,554
2116,201
2117,606
2118,152
2119,28
2120,3
2121,849
2122,1102
2123,406
2124,65
2125,262
2126,95
2127,1526
2128,1027
2129,209
2130,224
2131,4
2132,1032
2133,914
2134,478
2135,167
2136,71
2137,89
2138,146
2139,64
2140,545
2141,265
2142,8
2143,405
2144,105
2145,166
2146,9
2147,106
2148,121
2149,126
2150,29
2151,2532
2152,712
2153,1293
2154,22
2155,3267
2156,145
2157,299
2158,555
2159,5
2160,14
2161,495
2162,455
2163,1201
2164,1732
2165,142
2166,169
2167,260
2168,512
2169,103
2170,81
2171,7
2172,38
2173,32
2174,19
2175,423
2176,420
2177,15
2178,360
2179,335
2180,41
2181,2450
2182,577
2183,290
2184,10
2185,275
2186,17
2187,22
2188,1203
2189,631
2190,202
2191,7
2192,319
2193,1155
2194,984
2195,407
2196,140
2197,362
2198,379
2199,11
2200,240
2201,461
2202,21
2203,274
2204,158
2205,5
2206,582
2207,1450
2208,95
2209,299
2210,34
2211,1225
2212,248
2213,658
2214,37
2215,272
2216,646
2217,185
2218,32
2219,84
2220,49
2221,460
2222,44
2223,703
2224,205
2225,2844
2226,194
2227,692
2228,0
2229,104
2230,126
2231,627
2232,174
2233,87
2234,149
2235,448
2236,688
2237,151
2238,435
2239,842
2240,485
2241,352
2242,372
2243,46
2244,285
2245,104
2246,38
2247,794
2248,147
2249,528
2250,289
2251,639
2252,903
2253,673
2254,1667
2255,221
2256,837
2257,264
2258,19
2259,254
2260,56
2261,211
2262,65
2263,124
2264,394
2265,227
2266,223
2267,118
2268,149
2269,33
2270,1476
2271,418
2272,696
2273,34
2274,12
2275,27
2276,573
2277,522
2278,1261
2279,625
2280,1677
2281,694
2282,803
2283,30
2284,427
2285,59
2286,28
2287,48
2288,123
2289,33
2290,1196
2291,84
2292,64
2293,40
2294,13
2295,14
2296,132
2297,275
2298,45
2299,248
2300,535
2301,211
2302,23
2303,110
2304,99
2305,272
2306,27
2307,24
2308,31
2309,912
2310,630
2311,338
2312,591
2313,48
2314,58
2315,44
2316,329
2317,143
2318,145
2319,91
2320,225
2321,1764
2322,1015
2323,31
2324,274
2325,107
2326,121
2327,392
2328,568
2329,158
2330,329
2331,12
2332,57
2333,18
2334,355
2335,182
2336,64
2337,258
2338,196
2339,276
2340,17
2341,1481
2342,288
2343,463
2344,63
2345,7
2346,257
2347,109
2348,719
2349,574
2350,690
2351,1087
2352,1434
2353,93
2354,3
2355,182
2356,175
2357,338
2358,161
2359,24
2360,90
2361,6
2362,24
2363,313
2364,97
2365,284
2366,457
2367,138
2368,22
2369,25
2370,14
2371,106
2372,109
2373,50
2374,1
2375,962
2376,398
2377,160
2378,78
2379,51
2380,8
2381,27
2382,259
2383,44
2384,17
2385,27
2386,115
2387,27
2388,163
2389,565
2390,13
2391,498
2392,156
2393,36
2394,22
2395,19
2396,24
2397,10
2398,16
2399,101
2400,78
2401,34
2402,341
2403,95
2404,4
2405,24
2406,137
2407,78
2408,102
2409,125
2410,52
2411,105
2412,8
2413,81
2414,23
2415,438
2416,677
2417,866
2418,348
2419,53
2420,20
2421,25
2422,68
2423,202
2424,41
2425,329
2426,124
2427,1571
2428,398
2429,566
2430,623
2431,1376
2432,69
2433,304
2434,162
2435,119
2436,58
2437,220
2438,293
2439,256
2440,203
2441,24
2442,123
2443,36
2444,322
2445,41
2446,160
2447,634
2448,275
2449,284
2450,383
2451,62
2452,31
2453,2
2454,119
2455,483
2456,54
2457,231
2458,313
2459,89
2460,275
2461,29
2462,82
2463,138
2464,33
2465,134
2466,541
2467,2532
2468,80
2469,53
2470,29
2471,1088
2472,461
2473,767
2474,1478
2475,222
2476,426
2477,32
2478,399
2479,28
2480,72
2481,222
2482,36
2483,305
2484,589
2485,253
2486,225
2487,1535
2488,1413
2489,637
2490,1607
2491,53
2492,106
2493,60
2494,209
2495,387
2496,92
2497,318
2498,148
2499,1166
2500,34
2501,10
2502,755
2503,1539
2504,923
2505,907
2506,23
2507,57
2508,226
2509,973
2510,275
2511,517
2512,99
2513,238
2514,100
2515,330
2516,190
2517,208
2518,143
2519,191
2520,286
2521,250
2522,37
2523,1038
2524,1239
2525,1905
2526,1373
2527,197
2528,364
2529,641
2530,125
2531,416
2532,203
2533,116
2534,118
2535,28
2536,1000
2537,3508
2538,252
2539,67
2540,184
2541,52
2542,178
2543,184
2544,8
2545,36
2546,108
2547,415
2548,50
2549,114
2550,220
2551,272
2552,7
2553,4
2554,1626
2555,29
2556,153
2557,46
2558,253
2559,77
2560,385
2561,425
2562,146
2563,4
2564,2272
2565,527
2566,25
2567,208
2568,294
2569,246
2570,261
2571,28
2572,129
2573,179
2574,31
2575,75
2576,20
2577,247
2578,3
2579,15
2580,1504
2581,1298
2582,1130
2583,714
2584,17
2585,32
2586,289
2587,96
2588,53
2589,36
2590,512
2591,151
2592,297
2593,6
2594,83
2595,258
2596,654
2597,1334
2598,175
2599,40
2600,681
2601,101
2602,91
2603,1422
2604,99
2605,25
2606,54
2607,5
2608,44
2609,69
2610,54
2611,193
2612,33
2613,115
2614,40
2615,333
2616,229
2617,112
2618,18
2619,576
2620,574
2621,171
2622,200
2623,71
2624,81
2625,21
2626,135
2627,67
2628,774
2629,241
2630,247
2631,5
2632,47
2633,992
2634,258
2635,711
2636,498
2637,153
2638,29
2639,10
2640,59
2641,168
2642,43
2643,137
2644,92
2645,71
2646,47
2647,173
2648,442
2649,562
2650,1549
2651,69
2652,30
2653,300
2654,187
2655,56
2656,661
2657,31
2658,514
2659,1051
2660,2553
2661,233
2662,52
2663,49
2664,1945
2665,1962
2666,225
2667,334
2668,693
2669,145
2670,1108
2671,218
2672,161
2673,11456
2674,8048
2675,189
2676,31
2677,371
2678,807
2679,213
2680,1875
2681,6840
2682,1117
2683,191
2684,60
2685,4737
2686,1494
2687,36
2688,2876
2689,1366
2690,2692
2691,931
2692,1140
2693,58
2694,50
2695,1295
2696,536
2697,20
2698,4
2699,1073
2700,651
2701,2762
2702,1612
2703,949
2704,610
2705,57
2706,146
2707,161
2708,104
2709,67
2710,171
2711,153
2712,54
2713,55
2714,81
2715,9
2716,46
2717,198
2718,118
2719,44
2720,602
2721,465
2722,21
2723,104
2724,58
2725,85
2726,40
2727,162
2728,266
2729,49
2730,15
2731,39
2732,245
2733,3122
2734,1692
2735,5
2736,98
2737,26
2738,118
2739,157
2740,48
2741,1183
2742,426
2743,678
2744,9
2745,89
2746,298
2747,236
2748,135
2749,71
2750,224
2751,789
2752,342
2753,44
2754,5
2755,1236
2756,2313
2757,256
2758,332
2759,22
2760,187
2761,235
2762,158
2763,80
2764,36
2765,12
2766,740
2767,1032
2768,1445
2769,13
2770,107
2771,1157
2772,2921
2773,29
2774,31
2775,280
2776,58
2777,1336
2778,60
2779,849
2780,174
2781,17
2782,100
2783,157
2784,245
2785,31
2786,281
2787,560
2788,98
2789,9
2790,350
2791,76
2792,5
2793,1836
2794,2598
2795,1126
2796,2972
2797,368
2798,79
2799,216
2800,931
2801,3
2802,80
2803,452
2804,464
2805,359
2806,287
2807,77
2808,2291
2809,927
2810,354
2811,400
2812,107
2813,230
2814,64
2815,123
2816,670
2817,28
2818,118
2819,1068
2820,72
2821,10
2822,136
2823,102
2824,177
2825,150
2826,65
2827,75
2828,227
2829,13
2830,8
2831,1071
2832,1229
2833,1139
2834,130
2835,13
2836,311
2837,29
2838,75
2839,2
2840,191
2841,184
2842,27
2843,904
2844,1992
2845,516
2846,130
2847,707
2848,163
2849,21
2850,153
2851,175
2852,138
2853,13
2854,37
2855,319
2856,105
2857,91
2858,167
2859,55
2860,996
2861,1224
2862,1504
2863,191
2864,82
2865,9
2866,125
2867,72
2868,123
2869,49
2870,43
2871,21
2872,236
2873,396
2874,79
2875,91
2876,0
2877,18
2878,1370
2879,1198
2880,87
2881,278
2882,176
2883,32
2884,125
2885,19
2886,170
2887,56
2888,12
2889,473
2890,1731
2891,105
2892,28
2893,47
2894,102
2895,71
2896,106
2897,35
2898,14
2899,8
2900,502
2901,2132
2902,1362
2903,390
2904,391
2905,24
2906,116
2907,1616
2908,76
2909,670
2910,76
2911,5
2912,155
2913,54
2914,307
2915,132
2916,282
2917,11
2918,187
2919,197
2920,49
2921,347
2922,174
2923,12
2924,84
2925,12
2926,268
2927,28
2928,285
2929,298
2930,362
2931,38
2932,65
2933,130
2934,196
